model,dataset,term,metric,window_idx,n_windows,prediction_bias_mean,prediction_bias_abs_mean,prediction_bias_std
sundial,current_velocity_15T,long,trend_strength,8,1,0.7360526522588134,0.7360526522588134,0.0
sundial,current_velocity_15T,long,trend_strength,9,1,0.1474342114759849,0.1474342114759849,0.0
sundial,current_velocity_15T,long,trend_linearity,0,1,-0.000856252015858116,0.000856252015858116,0.0
sundial,current_velocity_15T,long,trend_linearity,1,1,0.00031134791024931783,0.00031134791024931783,0.0
sundial,current_velocity_15T,long,trend_linearity,10,1,-0.00030921147333380926,0.00030921147333380926,0.0
sundial,current_velocity_15T,long,trend_linearity,11,1,-0.0006456060509247,0.0006456060509247,0.0
sundial,current_velocity_15T,long,trend_linearity,12,1,-0.00025179522047304696,0.00025179522047304696,0.0
sundial,current_velocity_15T,long,trend_linearity,13,1,0.0003149861754656,0.0003149861754656,0.0
sundial,current_velocity_15T,long,trend_linearity,14,1,0.0002973830563771034,0.0002973830563771034,0.0
sundial,current_velocity_15T,long,trend_linearity,2,1,-0.0001724054998855,0.0001724054998855,0.0
sundial,current_velocity_15T,long,trend_linearity,3,1,0.00023536181625375828,0.00023536181625375828,0.0
sundial,current_velocity_15T,long,trend_linearity,4,1,-0.0009620718297708887,0.0009620718297708887,0.0
sundial,current_velocity_15T,long,trend_linearity,5,1,-0.0004323246967103,0.0004323246967103,0.0
sundial,current_velocity_15T,long,trend_linearity,6,1,-0.000778300563716982,0.000778300563716982,0.0
sundial,current_velocity_15T,long,trend_linearity,7,1,-0.0003385494391445,0.0003385494391445,0.0
sundial,current_velocity_15T,long,trend_linearity,8,1,-0.00025399851967755735,0.00025399851967755735,0.0
sundial,current_velocity_15T,long,trend_linearity,9,1,-0.000163934135763155,0.000163934135763155,0.0
sundial,current_velocity_15T,long,seasonal_strength,0,1,0.0,0.0,0.0
sundial,current_velocity_15T,long,seasonal_strength,1,1,-0.1511246379962302,0.1511246379962302,0.0
sundial,current_velocity_15T,long,seasonal_strength,10,1,-0.3546389461433348,0.3546389461433348,0.0
sundial,current_velocity_15T,long,seasonal_strength,11,1,-0.1501316144953576,0.1501316144953576,0.0
sundial,current_velocity_15T,long,seasonal_strength,12,1,-0.0763328359979637,0.0763328359979637,0.0
sundial,current_velocity_15T,long,seasonal_strength,13,1,-0.3960480394057756,0.3960480394057756,0.0
sundial,current_velocity_15T,long,seasonal_strength,14,1,-0.0201060420328893,0.0201060420328893,0.0
sundial,current_velocity_15T,long,seasonal_strength,2,1,0.08188769335428078,0.08188769335428078,0.0
sundial,current_velocity_15T,long,seasonal_strength,3,1,0.0020693796109261253,0.0020693796109261253,0.0
sundial,current_velocity_15T,long,seasonal_strength,4,1,0.3171704920308862,0.3171704920308862,0.0
sundial,current_velocity_15T,long,seasonal_strength,5,1,0.2148043939894479,0.2148043939894479,0.0
sundial,current_velocity_15T,long,seasonal_strength,6,1,-0.024772859954933293,0.024772859954933293,0.0
sundial,current_velocity_15T,long,seasonal_strength,7,1,0.0,0.0,0.0
sundial,current_velocity_15T,long,seasonal_strength,8,1,0.09042775332697,0.09042775332697,0.0
sundial,current_velocity_15T,long,seasonal_strength,9,1,-0.4990195208499183,0.4990195208499183,0.0
sundial,current_velocity_15T,long,seasonal_correlation,0,1,0.4509417609527753,0.4509417609527753,0.0
sundial,current_velocity_15T,long,seasonal_correlation,1,1,0.037078892181451495,0.037078892181451495,0.0
sundial,current_velocity_15T,long,seasonal_correlation,10,1,0.46453761093599727,0.46453761093599727,0.0
sundial,current_velocity_15T,long,seasonal_correlation,11,1,0.02810477933124167,0.02810477933124167,0.0
sundial,current_velocity_15T,long,seasonal_correlation,12,1,0.347691643757399,0.347691643757399,0.0
sundial,current_velocity_15T,long,seasonal_correlation,13,1,0.1344414919592959,0.1344414919592959,0.0
sundial,current_velocity_15T,long,seasonal_correlation,14,1,-0.42508275646674176,0.42508275646674176,0.0
sundial,current_velocity_15T,long,seasonal_correlation,2,1,0.2629421777909301,0.2629421777909301,0.0
sundial,current_velocity_15T,long,seasonal_correlation,3,1,-0.05469015741135039,0.05469015741135039,0.0
sundial,current_velocity_15T,long,seasonal_correlation,4,1,0.39188115442049554,0.39188115442049554,0.0
sundial,current_velocity_15T,long,seasonal_correlation,5,1,0.556971230964134,0.556971230964134,0.0
sundial,current_velocity_15T,long,seasonal_correlation,6,1,0.2581369522761947,0.2581369522761947,0.0
sundial,current_velocity_15T,long,seasonal_correlation,7,1,0.0859996258205114,0.0859996258205114,0.0
sundial,current_velocity_15T,long,seasonal_correlation,8,1,0.13778051437170885,0.13778051437170885,0.0
sundial,current_velocity_15T,long,seasonal_correlation,9,1,0.723992456146978,0.723992456146978,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,0,1,-0.08747649136480717,0.08747649136480717,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,1,1,-0.0008873594551139785,0.0008873594551139785,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,10,1,0.026901225920941796,0.026901225920941796,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,11,1,-0.010574802972246,0.010574802972246,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,12,1,0.004316588713684788,0.004316588713684788,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,13,1,0.023682544042981535,0.023682544042981535,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,14,1,0.05294943412872544,0.05294943412872544,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,2,1,-0.00205559620425666,0.00205559620425666,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,3,1,-0.015607419348001583,0.015607419348001583,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,4,1,-0.006778669478702648,0.006778669478702648,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,5,1,-0.05356074140917244,0.05356074140917244,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,6,1,-0.00890090173521485,0.00890090173521485,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,7,1,0.0016140241799453836,0.0016140241799453836,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,8,1,-0.012968956871645232,0.012968956871645232,0.0
sundial,current_velocity_15T,long,residual_autocorr_lag1,9,1,0.017700922148149,0.017700922148149,0.0
sundial,current_velocity_15T,long,spectral_entropy,0,1,-622.6734046919277,622.6734046919277,0.0
sundial,current_velocity_15T,long,spectral_entropy,1,1,-2133.9149751960204,2133.9149751960204,0.0
sundial,current_velocity_15T,long,spectral_entropy,10,1,379.4708322289,379.4708322289,0.0
sundial,current_velocity_15T,long,spectral_entropy,11,1,808.974385722879,808.974385722879,0.0
sundial,current_velocity_15T,long,spectral_entropy,12,1,46.13103198896101,46.13103198896101,0.0
sundial,current_velocity_15T,long,spectral_entropy,13,1,-956.7467666204459,956.7467666204459,0.0
sundial,current_velocity_15T,long,spectral_entropy,14,1,298.6553371784861,298.6553371784861,0.0
sundial,current_velocity_15T,long,spectral_entropy,2,1,-767.8921244428218,767.8921244428218,0.0
sundial,current_velocity_15T,long,spectral_entropy,3,1,-487.50023134748926,487.50023134748926,0.0
sundial,current_velocity_15T,long,spectral_entropy,4,1,-1745.315181133159,1745.315181133159,0.0
sundial,current_velocity_15T,long,spectral_entropy,5,1,-332.7512558614321,332.7512558614321,0.0
sundial,current_velocity_15T,long,spectral_entropy,6,1,-1141.5203439756797,1141.5203439756797,0.0
sundial,current_velocity_15T,long,spectral_entropy,7,1,259.3755994694004,259.3755994694004,0.0
sundial,current_velocity_15T,long,spectral_entropy,8,1,-961.9420463334409,961.9420463334409,0.0
sundial,current_velocity_15T,long,spectral_entropy,9,1,413.745707080094,413.745707080094,0.0
sundial,current_velocity_20T,long,trend_strength,0,1,0.03972735194860477,0.03972735194860477,0.0
sundial,current_velocity_20T,long,trend_strength,1,1,0.3630026838060872,0.3630026838060872,0.0
sundial,current_velocity_20T,long,trend_strength,10,1,0.17836646051426563,0.17836646051426563,0.0
sundial,current_velocity_20T,long,trend_strength,11,1,-0.3145160701516498,0.3145160701516498,0.0
sundial,current_velocity_20T,long,trend_strength,12,1,0.007232955933168306,0.007232955933168306,0.0
sundial,current_velocity_20T,long,trend_strength,13,1,-0.39533559520366773,0.39533559520366773,0.0
sundial,current_velocity_20T,long,trend_strength,2,1,0.39402121327340894,0.39402121327340894,0.0
sundial,current_velocity_20T,long,trend_strength,3,1,0.03336164947347964,0.03336164947347964,0.0
sundial,current_velocity_20T,long,trend_strength,4,1,0.04662341289677424,0.04662341289677424,0.0
sundial,current_velocity_20T,long,trend_strength,5,1,-0.19232651468762785,0.19232651468762785,0.0
sundial,current_velocity_20T,long,trend_strength,6,1,0.35620400879458664,0.35620400879458664,0.0
sundial,current_velocity_20T,long,trend_strength,7,1,-0.19117781919555998,0.19117781919555998,0.0
sundial,current_velocity_20T,long,trend_strength,8,1,-0.2619976160830294,0.2619976160830294,0.0
sundial,current_velocity_20T,long,trend_strength,9,1,-0.041318362080024595,0.041318362080024595,0.0
sundial,current_velocity_20T,long,trend_linearity,0,1,-0.0178080602936301,0.0178080602936301,0.0
sundial,current_velocity_20T,long,trend_linearity,1,1,0.0015149531538217,0.0015149531538217,0.0
sundial,current_velocity_20T,long,trend_linearity,10,1,-0.014491863250243599,0.014491863250243599,0.0
sundial,current_velocity_20T,long,trend_linearity,11,1,-0.0223613499080639,0.0223613499080639,0.0
sundial,current_velocity_20T,long,trend_linearity,12,1,0.0053275188611397,0.0053275188611397,0.0
sundial,current_velocity_20T,long,trend_linearity,13,1,0.001802328020756,0.001802328020756,0.0
sundial,current_velocity_20T,long,trend_linearity,2,1,-0.0056211217112334,0.0056211217112334,0.0
sundial,current_velocity_20T,long,trend_linearity,3,1,0.0049700352153868,0.0049700352153868,0.0
sundial,current_velocity_20T,long,trend_linearity,4,1,-0.0176273446884384,0.0176273446884384,0.0
sundial,current_velocity_20T,long,trend_linearity,5,1,0.0074691494343918,0.0074691494343918,0.0
sundial,current_velocity_20T,long,trend_linearity,6,1,-0.0052852725443926,0.0052852725443926,0.0
sundial,current_velocity_20T,long,trend_linearity,7,1,-0.0004347816024418001,0.0004347816024418001,0.0
sundial,current_velocity_20T,long,trend_linearity,8,1,0.0185988819822299,0.0185988819822299,0.0
sundial,current_velocity_20T,long,trend_linearity,9,1,-0.0013993490155158,0.0013993490155158,0.0
sundial,current_velocity_20T,long,seasonal_strength,0,1,-0.2666225533801895,0.2666225533801895,0.0
sundial,current_velocity_20T,long,seasonal_strength,1,1,-0.2290865219528867,0.2290865219528867,0.0
sundial,current_velocity_20T,long,seasonal_strength,10,1,-0.006337209448096126,0.006337209448096126,0.0
sundial,current_velocity_20T,long,seasonal_strength,11,1,0.17613825429745567,0.17613825429745567,0.0
sundial,current_velocity_20T,long,seasonal_strength,12,1,0.31313525777355244,0.31313525777355244,0.0
sundial,current_velocity_20T,long,seasonal_strength,13,1,0.3226754816194668,0.3226754816194668,0.0
sundial,current_velocity_20T,long,seasonal_strength,2,1,0.1609446673420759,0.1609446673420759,0.0
sundial,current_velocity_20T,long,seasonal_strength,3,1,0.24112140674731453,0.24112140674731453,0.0
sundial,current_velocity_20T,long,seasonal_strength,4,1,0.13832287886941352,0.13832287886941352,0.0
sundial,current_velocity_20T,long,seasonal_strength,5,1,0.21907880415508574,0.21907880415508574,0.0
sundial,current_velocity_20T,long,seasonal_strength,6,1,0.28027667666889977,0.28027667666889977,0.0
sundial,current_velocity_20T,long,seasonal_strength,7,1,-0.09049411421848941,0.09049411421848941,0.0
sundial,current_velocity_20T,long,seasonal_strength,8,1,0.4629364212929776,0.4629364212929776,0.0
sundial,current_velocity_20T,long,seasonal_strength,9,1,-0.12459629315963328,0.12459629315963328,0.0
sundial,current_velocity_20T,long,seasonal_correlation,0,1,-0.1661054739624257,0.1661054739624257,0.0
sundial,current_velocity_20T,long,seasonal_correlation,1,1,-0.02003612194525839,0.02003612194525839,0.0
sundial,current_velocity_20T,long,seasonal_correlation,10,1,0.050640784872170164,0.050640784872170164,0.0
sundial,current_velocity_20T,long,seasonal_correlation,11,1,0.1403886175707334,0.1403886175707334,0.0
sundial,current_velocity_20T,long,seasonal_correlation,12,1,0.2688619509622414,0.2688619509622414,0.0
sundial,current_velocity_20T,long,seasonal_correlation,13,1,0.17036130997517107,0.17036130997517107,0.0
sundial,current_velocity_20T,long,seasonal_correlation,2,1,0.05426780466475645,0.05426780466475645,0.0
sundial,current_velocity_20T,long,seasonal_correlation,3,1,0.12401465345305474,0.12401465345305474,0.0
sundial,current_velocity_20T,long,seasonal_correlation,4,1,0.10617649542152574,0.10617649542152574,0.0
sundial,current_velocity_20T,long,seasonal_correlation,5,1,0.18514941461077028,0.18514941461077028,0.0
sundial,current_velocity_20T,long,seasonal_correlation,6,1,0.09639814579691441,0.09639814579691441,0.0
sundial,current_velocity_20T,long,seasonal_correlation,7,1,0.23716285856590702,0.23716285856590702,0.0
sundial,current_velocity_20T,long,seasonal_correlation,8,1,0.12885292593066366,0.12885292593066366,0.0
sundial,current_velocity_20T,long,seasonal_correlation,9,1,0.011457808448058882,0.011457808448058882,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,0,1,0.28259182009396866,0.28259182009396866,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,1,1,0.18046917034410404,0.18046917034410404,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,10,1,0.35048663563714144,0.35048663563714144,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,11,1,0.29633805619762366,0.29633805619762366,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,12,1,0.3020533418604613,0.3020533418604613,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,13,1,0.2972623526856888,0.2972623526856888,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,2,1,0.21495497828579824,0.21495497828579824,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,3,1,0.26137856568591256,0.26137856568591256,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,4,1,0.20672305808710367,0.20672305808710367,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,5,1,0.21631306170082465,0.21631306170082465,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,6,1,0.36672263982148845,0.36672263982148845,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,7,1,0.24022816511770384,0.24022816511770384,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,8,1,0.36843040471898303,0.36843040471898303,0.0
sundial,current_velocity_20T,long,residual_autocorr_lag1,9,1,0.3330921734092972,0.3330921734092972,0.0
sundial,current_velocity_20T,long,spectral_entropy,0,1,-830.2584419410855,830.2584419410855,0.0
sundial,current_velocity_20T,long,spectral_entropy,1,1,-1063.662875023373,1063.662875023373,0.0
sundial,current_velocity_20T,long,spectral_entropy,10,1,-868.5500170147384,868.5500170147384,0.0
sundial,current_velocity_20T,long,spectral_entropy,11,1,-1287.91100383653,1287.91100383653,0.0
sundial,current_velocity_20T,long,spectral_entropy,12,1,-1428.4597482111776,1428.4597482111776,0.0
sundial,current_velocity_20T,long,spectral_entropy,13,1,-1640.9405594905127,1640.9405594905127,0.0
sundial,current_velocity_20T,long,spectral_entropy,2,1,-1726.3768582975824,1726.3768582975824,0.0
sundial,current_velocity_20T,long,spectral_entropy,3,1,-1420.4354624260754,1420.4354624260754,0.0
sundial,current_velocity_20T,long,spectral_entropy,4,1,-1505.0063127718986,1505.0063127718986,0.0
sundial,current_velocity_20T,long,spectral_entropy,5,1,-1783.5096271245495,1783.5096271245495,0.0
sundial,current_velocity_20T,long,spectral_entropy,6,1,-2139.7538431783687,2139.7538431783687,0.0
sundial,current_velocity_20T,long,spectral_entropy,7,1,-1249.602331546692,1249.602331546692,0.0
sundial,current_velocity_20T,long,spectral_entropy,8,1,-1602.9405940789952,1602.9405940789952,0.0
sundial,current_velocity_20T,long,spectral_entropy,9,1,-746.3680812382231,746.3680812382231,0.0
sundial,current_velocity_5T,long,trend_strength,0,1,0.3039532934736308,0.3039532934736308,0.0
sundial,current_velocity_5T,long,trend_strength,1,1,-0.4949157838025921,0.4949157838025921,0.0
sundial,current_velocity_5T,long,trend_strength,10,1,-0.2175284646275194,0.2175284646275194,0.0
sundial,current_velocity_5T,long,trend_strength,11,1,-0.8188232747590799,0.8188232747590799,0.0
sundial,current_velocity_5T,long,trend_strength,12,1,0.3911958250839412,0.3911958250839412,0.0
sundial,current_velocity_5T,long,trend_strength,13,1,0.6039362925824576,0.6039362925824576,0.0
sundial,current_velocity_5T,long,trend_strength,14,1,-0.8877737236700018,0.8877737236700018,0.0
sundial,current_velocity_5T,long,trend_strength,15,1,-0.17206226218510517,0.17206226218510517,0.0
sundial,current_velocity_5T,long,trend_strength,16,1,-0.3216283585141182,0.3216283585141182,0.0
sundial,current_velocity_5T,long,trend_strength,17,1,-0.512197653902811,0.512197653902811,0.0
sundial,current_velocity_5T,long,trend_strength,18,1,0.1992851393598419,0.1992851393598419,0.0
sundial,current_velocity_5T,long,trend_strength,19,1,0.4556736366847136,0.4556736366847136,0.0
sundial,current_velocity_5T,long,trend_strength,2,1,-0.026708032168943074,0.026708032168943074,0.0
sundial,current_velocity_5T,long,trend_strength,3,1,-0.08399278310756789,0.08399278310756789,0.0
sundial,current_velocity_5T,long,trend_strength,4,1,0.1264654237565495,0.1264654237565495,0.0
sundial,current_velocity_5T,long,trend_strength,5,1,0.18261868467244408,0.18261868467244408,0.0
sundial,current_velocity_5T,long,trend_strength,6,1,-0.5202470833996592,0.5202470833996592,0.0
sundial,current_velocity_5T,long,trend_strength,7,1,-0.2112592667071056,0.2112592667071056,0.0
sundial,current_velocity_5T,long,trend_strength,8,1,-0.09340264684472338,0.09340264684472338,0.0
sundial,current_velocity_5T,long,trend_strength,9,1,-0.18729049925707827,0.18729049925707827,0.0
sundial,current_velocity_5T,long,trend_linearity,0,1,0.00010565551559051091,0.00010565551559051091,0.0
sundial,current_velocity_5T,long,trend_linearity,1,1,4.03748478676e-05,4.03748478676e-05,0.0
sundial,current_velocity_5T,long,trend_linearity,10,1,0.00011711190699951665,0.00011711190699951665,0.0
sundial,current_velocity_5T,long,trend_linearity,11,1,-0.00021446577776717472,0.00021446577776717472,0.0
sundial,current_velocity_5T,long,trend_linearity,12,1,0.00010680026256639188,0.00010680026256639188,0.0
sundial,current_velocity_5T,long,trend_linearity,13,1,0.00015703001404172693,0.00015703001404172693,0.0
sundial,current_velocity_5T,long,trend_linearity,14,1,-0.00027917046250931993,0.00027917046250931993,0.0
sundial,current_velocity_5T,long,trend_linearity,15,1,0.0002062160025703204,0.0002062160025703204,0.0
sundial,current_velocity_5T,long,trend_linearity,16,1,-3.8093817585381316e-05,3.8093817585381316e-05,0.0
sundial,current_velocity_5T,long,trend_linearity,17,1,0.00023400834768336426,0.00023400834768336426,0.0
sundial,current_velocity_5T,long,trend_linearity,18,1,0.00010541062255355277,0.00010541062255355277,0.0
sundial,current_velocity_5T,long,trend_linearity,19,1,0.00012117837048004162,0.00012117837048004162,0.0
sundial,current_velocity_5T,long,trend_linearity,2,1,5.0681254350403096e-05,5.0681254350403096e-05,0.0
sundial,current_velocity_5T,long,trend_linearity,3,1,-3.3918292217470757e-06,3.3918292217470757e-06,0.0
sundial,current_velocity_5T,long,trend_linearity,4,1,0.0001461371046967608,0.0001461371046967608,0.0
sundial,current_velocity_5T,long,trend_linearity,5,1,9.319868272300694e-05,9.319868272300694e-05,0.0
sundial,current_velocity_5T,long,trend_linearity,6,1,0.00014820223804974013,0.00014820223804974013,0.0
sundial,current_velocity_5T,long,trend_linearity,7,1,4.1432788899895136e-05,4.1432788899895136e-05,0.0
sundial,current_velocity_5T,long,trend_linearity,8,1,0.00022259309079719896,0.00022259309079719896,0.0
sundial,current_velocity_5T,long,trend_linearity,9,1,-1.9833114298315107e-05,1.9833114298315107e-05,0.0
sundial,current_velocity_5T,long,seasonal_strength,0,1,0.010217242162608442,0.010217242162608442,0.0
sundial,current_velocity_5T,long,seasonal_strength,1,1,-0.01908107981194085,0.01908107981194085,0.0
sundial,current_velocity_5T,long,seasonal_strength,10,1,-0.013471010842802666,0.013471010842802666,0.0
sundial,current_velocity_5T,long,seasonal_strength,11,1,-0.025963600356601946,0.025963600356601946,0.0
sundial,current_velocity_5T,long,seasonal_strength,12,1,0.011504470488428065,0.011504470488428065,0.0
sundial,current_velocity_5T,long,seasonal_strength,13,1,0.00013459662101700243,0.00013459662101700243,0.0
sundial,current_velocity_5T,long,seasonal_strength,14,1,-0.005621965879039514,0.005621965879039514,0.0
sundial,current_velocity_5T,long,seasonal_strength,15,1,-0.012129850272945997,0.012129850272945997,0.0
sundial,current_velocity_5T,long,seasonal_strength,16,1,-0.022119298645055574,0.022119298645055574,0.0
sundial,current_velocity_5T,long,seasonal_strength,17,1,0.006277751736979975,0.006277751736979975,0.0
sundial,current_velocity_5T,long,seasonal_strength,18,1,-0.011008880228104645,0.011008880228104645,0.0
sundial,current_velocity_5T,long,seasonal_strength,19,1,-0.008619992131737919,0.008619992131737919,0.0
sundial,current_velocity_5T,long,seasonal_strength,2,1,-0.011613318617128665,0.011613318617128665,0.0
sundial,current_velocity_5T,long,seasonal_strength,3,1,-0.019606320040912006,0.019606320040912006,0.0
sundial,current_velocity_5T,long,seasonal_strength,4,1,-0.005965009372100427,0.005965009372100427,0.0
sundial,current_velocity_5T,long,seasonal_strength,5,1,0.014263967846708248,0.014263967846708248,0.0
sundial,current_velocity_5T,long,seasonal_strength,6,1,-0.011183050256998728,0.011183050256998728,0.0
sundial,current_velocity_5T,long,seasonal_strength,7,1,-0.01427063233067738,0.01427063233067738,0.0
sundial,current_velocity_5T,long,seasonal_strength,8,1,-0.014501586307474668,0.014501586307474668,0.0
sundial,current_velocity_5T,long,seasonal_strength,9,1,-0.051893714364048216,0.051893714364048216,0.0
sundial,current_velocity_5T,long,seasonal_correlation,0,1,0.07698743112458273,0.07698743112458273,0.0
sundial,current_velocity_5T,long,seasonal_correlation,1,1,0.02519438594781742,0.02519438594781742,0.0
sundial,current_velocity_5T,long,seasonal_correlation,10,1,0.013657377268757265,0.013657377268757265,0.0
sundial,current_velocity_5T,long,seasonal_correlation,11,1,0.09299076291929231,0.09299076291929231,0.0
sundial,current_velocity_5T,long,seasonal_correlation,12,1,0.06134294102022653,0.06134294102022653,0.0
sundial,current_velocity_5T,long,seasonal_correlation,13,1,0.05155511144243585,0.05155511144243585,0.0
sundial,current_velocity_5T,long,seasonal_correlation,14,1,-0.06472430921443684,0.06472430921443684,0.0
sundial,current_velocity_5T,long,seasonal_correlation,15,1,-0.029415360371054078,0.029415360371054078,0.0
sundial,current_velocity_5T,long,seasonal_correlation,16,1,0.06932349417266659,0.06932349417266659,0.0
sundial,current_velocity_5T,long,seasonal_correlation,17,1,0.1330997567668093,0.1330997567668093,0.0
sundial,current_velocity_5T,long,seasonal_correlation,18,1,0.04605405930542261,0.04605405930542261,0.0
sundial,current_velocity_5T,long,seasonal_correlation,19,1,0.016057732225630006,0.016057732225630006,0.0
sundial,current_velocity_5T,long,seasonal_correlation,2,1,-0.023192389711564454,0.023192389711564454,0.0
sundial,current_velocity_5T,long,seasonal_correlation,3,1,-0.036350129489420624,0.036350129489420624,0.0
sundial,current_velocity_5T,long,seasonal_correlation,4,1,0.043556622892820585,0.043556622892820585,0.0
sundial,current_velocity_5T,long,seasonal_correlation,5,1,0.1375342757411262,0.1375342757411262,0.0
sundial,current_velocity_5T,long,seasonal_correlation,6,1,0.08139422172731492,0.08139422172731492,0.0
sundial,current_velocity_5T,long,seasonal_correlation,7,1,0.03427821103259843,0.03427821103259843,0.0
sundial,current_velocity_5T,long,seasonal_correlation,8,1,-0.24437731184094502,0.24437731184094502,0.0
sundial,current_velocity_5T,long,seasonal_correlation,9,1,-0.0911883846365098,0.0911883846365098,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,0,1,0.6231677466247403,0.6231677466247403,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,1,1,0.17762707889708895,0.17762707889708895,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,10,1,0.8473183305861721,0.8473183305861721,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,11,1,0.675989269063355,0.675989269063355,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,12,1,0.8322513171130727,0.8322513171130727,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,13,1,-0.8458168053532586,0.8458168053532586,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,14,1,0.0840710515639892,0.0840710515639892,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,15,1,0.6010168960278335,0.6010168960278335,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,16,1,0.11423235462036552,0.11423235462036552,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,17,1,0.44783656846336484,0.44783656846336484,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,18,1,0.05841443851828765,0.05841443851828765,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,19,1,0.8366569320965969,0.8366569320965969,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,2,1,0.4939494432437823,0.4939494432437823,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,3,1,-0.11623917043057508,0.11623917043057508,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,4,1,-0.047313675017939705,0.047313675017939705,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,5,1,0.6092130879162564,0.6092130879162564,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,6,1,0.10096172399076397,0.10096172399076397,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,7,1,0.0546614718482471,0.0546614718482471,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,8,1,0.1865466511248937,0.1865466511248937,0.0
sundial,current_velocity_5T,long,residual_autocorr_lag1,9,1,0.144936242817421,0.144936242817421,0.0
sundial,current_velocity_5T,long,spectral_entropy,0,1,-487.10423061810354,487.10423061810354,0.0
sundial,current_velocity_5T,long,spectral_entropy,1,1,-547.927834436309,547.927834436309,0.0
sundial,current_velocity_5T,long,spectral_entropy,10,1,122.26092813928426,122.26092813928426,0.0
sundial,current_velocity_5T,long,spectral_entropy,11,1,-286.2130540438951,286.2130540438951,0.0
sundial,current_velocity_5T,long,spectral_entropy,12,1,-156.1479123362061,156.1479123362061,0.0
sundial,current_velocity_5T,long,spectral_entropy,13,1,-500.48956096076256,500.48956096076256,0.0
sundial,current_velocity_5T,long,spectral_entropy,14,1,-478.4670254037957,478.4670254037957,0.0
sundial,current_velocity_5T,long,spectral_entropy,15,1,-176.90604560974526,176.90604560974526,0.0
sundial,current_velocity_5T,long,spectral_entropy,16,1,31.045484254084613,31.045484254084613,0.0
sundial,current_velocity_5T,long,spectral_entropy,17,1,-762.4967494265989,762.4967494265989,0.0
sundial,current_velocity_5T,long,spectral_entropy,18,1,-230.85504817191827,230.85504817191827,0.0
sundial,current_velocity_5T,long,spectral_entropy,19,1,-246.95644167859245,246.95644167859245,0.0
sundial,current_velocity_5T,long,spectral_entropy,2,1,-114.0743992178136,114.0743992178136,0.0
sundial,current_velocity_5T,long,spectral_entropy,3,1,-62.181453060387014,62.181453060387014,0.0
sundial,current_velocity_5T,long,spectral_entropy,4,1,126.68804493751378,126.68804493751378,0.0
sundial,current_velocity_5T,long,spectral_entropy,5,1,51.4832317878911,51.4832317878911,0.0
sundial,current_velocity_5T,long,spectral_entropy,6,1,47.749092789214956,47.749092789214956,0.0
sundial,current_velocity_5T,long,spectral_entropy,7,1,-548.1971547611564,548.1971547611564,0.0
sundial,current_velocity_5T,long,spectral_entropy,8,1,132.7391224279578,132.7391224279578,0.0
