model,dataset,term,metric,window_idx,n_windows,prediction_bias_mean,prediction_bias_abs_mean,prediction_bias_std
sundial,ETTh1,long,seasonal_strength,4,1,0.6732507839235979,0.6732507839235979,0.0
sundial,ETTh1,long,seasonal_strength,5,1,0.8826402923021353,0.8826402923021353,0.0
sundial,ETTh1,long,seasonal_strength,6,1,0.49845934175587714,0.49845934175587714,0.0
sundial,ETTh1,long,seasonal_strength,7,1,0.6321443374572507,0.6321443374572507,0.0
sundial,ETTh1,long,seasonal_strength,8,1,0.7196027695612962,0.7196027695612962,0.0
sundial,ETTh1,long,seasonal_strength,9,1,0.7056360509554565,0.7056360509554565,0.0
sundial,ETTh1,long,seasonal_correlation,0,1,0.08877488539355383,0.08877488539355383,0.0
sundial,ETTh1,long,seasonal_correlation,1,1,0.5335389762651641,0.5335389762651641,0.0
sundial,ETTh1,long,seasonal_correlation,10,1,0.1453080869089286,0.1453080869089286,0.0
sundial,ETTh1,long,seasonal_correlation,11,1,0.45879952947996216,0.45879952947996216,0.0
sundial,ETTh1,long,seasonal_correlation,12,1,0.29600862225931823,0.29600862225931823,0.0
sundial,ETTh1,long,seasonal_correlation,13,1,0.09737763690470735,0.09737763690470735,0.0
sundial,ETTh1,long,seasonal_correlation,14,1,0.2181014827553064,0.2181014827553064,0.0
sundial,ETTh1,long,seasonal_correlation,2,1,0.23774258489903521,0.23774258489903521,0.0
sundial,ETTh1,long,seasonal_correlation,3,1,0.27932874722741663,0.27932874722741663,0.0
sundial,ETTh1,long,seasonal_correlation,4,1,0.5426698825774615,0.5426698825774615,0.0
sundial,ETTh1,long,seasonal_correlation,5,1,0.8628124933879299,0.8628124933879299,0.0
sundial,ETTh1,long,seasonal_correlation,6,1,0.36193727837144296,0.36193727837144296,0.0
sundial,ETTh1,long,seasonal_correlation,7,1,0.23259169763598075,0.23259169763598075,0.0
sundial,ETTh1,long,seasonal_correlation,8,1,0.3443367113575382,0.3443367113575382,0.0
sundial,ETTh1,long,seasonal_correlation,9,1,0.3477605665798158,0.3477605665798158,0.0
sundial,ETTh1,long,residual_autocorr_lag1,0,1,-0.06461970787866356,0.06461970787866356,0.0
sundial,ETTh1,long,residual_autocorr_lag1,1,1,0.037000534394023066,0.037000534394023066,0.0
sundial,ETTh1,long,residual_autocorr_lag1,10,1,0.08668821214271294,0.08668821214271294,0.0
sundial,ETTh1,long,residual_autocorr_lag1,11,1,0.2522325665458428,0.2522325665458428,0.0
sundial,ETTh1,long,residual_autocorr_lag1,12,1,0.11193241683862254,0.11193241683862254,0.0
sundial,ETTh1,long,residual_autocorr_lag1,13,1,0.16012833325166798,0.16012833325166798,0.0
sundial,ETTh1,long,residual_autocorr_lag1,14,1,0.013045490719869934,0.013045490719869934,0.0
sundial,ETTh1,long,residual_autocorr_lag1,2,1,0.0013653522551786423,0.0013653522551786423,0.0
sundial,ETTh1,long,residual_autocorr_lag1,3,1,-0.15759688654468074,0.15759688654468074,0.0
sundial,ETTh1,long,residual_autocorr_lag1,4,1,0.05840251297922472,0.05840251297922472,0.0
sundial,ETTh1,long,residual_autocorr_lag1,5,1,0.04032870023650059,0.04032870023650059,0.0
sundial,ETTh1,long,residual_autocorr_lag1,6,1,0.07229277038629112,0.07229277038629112,0.0
sundial,ETTh1,long,residual_autocorr_lag1,7,1,-0.027970982070031347,0.027970982070031347,0.0
sundial,ETTh1,long,residual_autocorr_lag1,8,1,0.028580422264280703,0.028580422264280703,0.0
sundial,ETTh1,long,residual_autocorr_lag1,9,1,0.1190667199446166,0.1190667199446166,0.0
sundial,ETTh1,long,spectral_entropy,0,1,-344.9863776527461,344.9863776527461,0.0
sundial,ETTh1,long,spectral_entropy,1,1,-481.9025682623935,481.9025682623935,0.0
sundial,ETTh1,long,spectral_entropy,10,1,-1099.2482328254418,1099.2482328254418,0.0
sundial,ETTh1,long,spectral_entropy,11,1,-1412.306809361249,1412.306809361249,0.0
sundial,ETTh1,long,spectral_entropy,12,1,-1197.2207115887018,1197.2207115887018,0.0
sundial,ETTh1,long,spectral_entropy,13,1,-1290.896560373755,1290.896560373755,0.0
sundial,ETTh1,long,spectral_entropy,14,1,-2312.9522275960953,2312.9522275960953,0.0
sundial,ETTh1,long,spectral_entropy,2,1,-1051.0091966149496,1051.0091966149496,0.0
sundial,ETTh1,long,spectral_entropy,3,1,-1626.3587652964475,1626.3587652964475,0.0
sundial,ETTh1,long,spectral_entropy,4,1,-957.9343750947803,957.9343750947803,0.0
sundial,ETTh1,long,spectral_entropy,5,1,-326.37786649838813,326.37786649838813,0.0
sundial,ETTh1,long,spectral_entropy,6,1,-504.81496733833296,504.81496733833296,0.0
sundial,ETTh1,long,spectral_entropy,7,1,-1359.9139324930331,1359.9139324930331,0.0
sundial,ETTh1,long,spectral_entropy,8,1,-1657.2826552187144,1657.2826552187144,0.0
sundial,ETTh1,long,spectral_entropy,9,1,-2249.796699493442,2249.796699493442,0.0
sundial,ETTh2,long,trend_strength,0,1,0.3273959068656517,0.3273959068656517,0.0
sundial,ETTh2,long,trend_strength,1,1,0.18912546003242658,0.18912546003242658,0.0
sundial,ETTh2,long,trend_strength,10,1,0.39851624185855017,0.39851624185855017,0.0
sundial,ETTh2,long,trend_strength,11,1,0.08285485103485135,0.08285485103485135,0.0
sundial,ETTh2,long,trend_strength,12,1,0.3626435935772879,0.3626435935772879,0.0
sundial,ETTh2,long,trend_strength,13,1,0.4375426126529297,0.4375426126529297,0.0
sundial,ETTh2,long,trend_strength,14,1,0.07370001803016257,0.07370001803016257,0.0
sundial,ETTh2,long,trend_strength,2,1,0.22289094444158253,0.22289094444158253,0.0
sundial,ETTh2,long,trend_strength,3,1,0.13951276304629978,0.13951276304629978,0.0
sundial,ETTh2,long,trend_strength,4,1,0.13766559546491475,0.13766559546491475,0.0
sundial,ETTh2,long,trend_strength,5,1,0.0787566229385196,0.0787566229385196,0.0
sundial,ETTh2,long,trend_strength,6,1,0.3075708402269852,0.3075708402269852,0.0
sundial,ETTh2,long,trend_strength,7,1,0.25774475254435814,0.25774475254435814,0.0
sundial,ETTh2,long,trend_strength,8,1,0.16750814890196297,0.16750814890196297,0.0
sundial,ETTh2,long,trend_strength,9,1,0.2551591570788754,0.2551591570788754,0.0
sundial,ETTh2,long,trend_linearity,0,1,-0.008099679181123899,0.008099679181123899,0.0
sundial,ETTh2,long,trend_linearity,1,1,0.0038538152088883,0.0038538152088883,0.0
sundial,ETTh2,long,trend_linearity,10,1,0.0098173411101158,0.0098173411101158,0.0
sundial,ETTh2,long,trend_linearity,11,1,-0.018070172803004797,0.018070172803004797,0.0
sundial,ETTh2,long,trend_linearity,12,1,-0.0058561587153224005,0.0058561587153224005,0.0
sundial,ETTh2,long,trend_linearity,13,1,-0.0155726726519813,0.0155726726519813,0.0
sundial,ETTh2,long,trend_linearity,14,1,-0.0114957257822143,0.0114957257822143,0.0
sundial,ETTh2,long,trend_linearity,2,1,-0.0049018099307843,0.0049018099307843,0.0
sundial,ETTh2,long,trend_linearity,3,1,-0.0092184402913769,0.0092184402913769,0.0
sundial,ETTh2,long,trend_linearity,4,1,-0.013844431830123297,0.013844431830123297,0.0
sundial,ETTh2,long,trend_linearity,5,1,0.0065677586081997995,0.0065677586081997995,0.0
sundial,ETTh2,long,trend_linearity,6,1,0.0051947890644948,0.0051947890644948,0.0
sundial,ETTh2,long,trend_linearity,7,1,0.0125708659781182,0.0125708659781182,0.0
sundial,ETTh2,long,trend_linearity,8,1,0.0042179949996581,0.0042179949996581,0.0
sundial,ETTh2,long,trend_linearity,9,1,0.0048987632007822,0.0048987632007822,0.0
sundial,ETTh2,long,seasonal_strength,0,1,0.3302062221330311,0.3302062221330311,0.0
sundial,ETTh2,long,seasonal_strength,1,1,0.36525828264234683,0.36525828264234683,0.0
sundial,ETTh2,long,seasonal_strength,10,1,0.4945157291413014,0.4945157291413014,0.0
sundial,ETTh2,long,seasonal_strength,11,1,0.15843566568238465,0.15843566568238465,0.0
sundial,ETTh2,long,seasonal_strength,12,1,0.4571753783967668,0.4571753783967668,0.0
sundial,ETTh2,long,seasonal_strength,13,1,0.4886375962174705,0.4886375962174705,0.0
sundial,ETTh2,long,seasonal_strength,14,1,0.26144938447792443,0.26144938447792443,0.0
sundial,ETTh2,long,seasonal_strength,2,1,0.3884740310082764,0.3884740310082764,0.0
sundial,ETTh2,long,seasonal_strength,3,1,0.27246750103182427,0.27246750103182427,0.0
sundial,ETTh2,long,seasonal_strength,4,1,0.23592534428100975,0.23592534428100975,0.0
sundial,ETTh2,long,seasonal_strength,5,1,0.3338217235274553,0.3338217235274553,0.0
sundial,ETTh2,long,seasonal_strength,6,1,0.17244111630054637,0.17244111630054637,0.0
sundial,ETTh2,long,seasonal_strength,7,1,0.25574571460487683,0.25574571460487683,0.0
sundial,ETTh2,long,seasonal_strength,8,1,0.2821265561506835,0.2821265561506835,0.0
sundial,ETTh2,long,seasonal_strength,9,1,0.33770564736163167,0.33770564736163167,0.0
sundial,ETTh2,long,seasonal_correlation,0,1,0.0341189421033572,0.0341189421033572,0.0
sundial,ETTh2,long,seasonal_correlation,1,1,0.10154069037694147,0.10154069037694147,0.0
sundial,ETTh2,long,seasonal_correlation,10,1,0.08949077887072321,0.08949077887072321,0.0
sundial,ETTh2,long,seasonal_correlation,11,1,0.04761034816479259,0.04761034816479259,0.0
sundial,ETTh2,long,seasonal_correlation,12,1,0.07524469918024235,0.07524469918024235,0.0
sundial,ETTh2,long,seasonal_correlation,13,1,0.10195125635242586,0.10195125635242586,0.0
sundial,ETTh2,long,seasonal_correlation,14,1,0.09622043245697964,0.09622043245697964,0.0
sundial,ETTh2,long,seasonal_correlation,2,1,0.06369643426101601,0.06369643426101601,0.0
sundial,ETTh2,long,seasonal_correlation,3,1,0.11597602892458203,0.11597602892458203,0.0
sundial,ETTh2,long,seasonal_correlation,4,1,0.1175911340602771,0.1175911340602771,0.0
sundial,ETTh2,long,seasonal_correlation,5,1,0.23790845774518887,0.23790845774518887,0.0
sundial,ETTh2,long,seasonal_correlation,6,1,0.0653604047944416,0.0653604047944416,0.0
sundial,ETTh2,long,seasonal_correlation,7,1,0.030344920289714805,0.030344920289714805,0.0
sundial,ETTh2,long,seasonal_correlation,8,1,0.2491408826100201,0.2491408826100201,0.0
sundial,ETTh2,long,seasonal_correlation,9,1,0.10909359344159864,0.10909359344159864,0.0
sundial,ETTh2,long,residual_autocorr_lag1,0,1,-0.11955125156173363,0.11955125156173363,0.0
sundial,ETTh2,long,residual_autocorr_lag1,1,1,-0.06686272556391515,0.06686272556391515,0.0
sundial,ETTh2,long,residual_autocorr_lag1,10,1,-0.26112061051164526,0.26112061051164526,0.0
sundial,ETTh2,long,residual_autocorr_lag1,11,1,-0.1730747531726069,0.1730747531726069,0.0
sundial,ETTh2,long,residual_autocorr_lag1,12,1,-0.10641917253163236,0.10641917253163236,0.0
sundial,ETTh2,long,residual_autocorr_lag1,13,1,0.11702764083630568,0.11702764083630568,0.0
sundial,ETTh2,long,residual_autocorr_lag1,14,1,-0.19102989748920518,0.19102989748920518,0.0
sundial,ETTh2,long,residual_autocorr_lag1,2,1,-0.19183377424753678,0.19183377424753678,0.0
sundial,ETTh2,long,residual_autocorr_lag1,3,1,-0.08303564766718607,0.08303564766718607,0.0
sundial,ETTh2,long,residual_autocorr_lag1,4,1,-0.1078590351337928,0.1078590351337928,0.0
sundial,ETTh2,long,residual_autocorr_lag1,5,1,-0.12641168655456714,0.12641168655456714,0.0
sundial,ETTh2,long,residual_autocorr_lag1,6,1,-0.23106225768359867,0.23106225768359867,0.0
sundial,ETTh2,long,residual_autocorr_lag1,7,1,-0.2933176270191329,0.2933176270191329,0.0
sundial,ETTh2,long,residual_autocorr_lag1,8,1,-0.19639522703794643,0.19639522703794643,0.0
sundial,ETTh2,long,residual_autocorr_lag1,9,1,-0.0884246748667693,0.0884246748667693,0.0
sundial,ETTh2,long,spectral_entropy,0,1,-454.37667866325705,454.37667866325705,0.0
sundial,ETTh2,long,spectral_entropy,1,1,-793.7193575149854,793.7193575149854,0.0
sundial,ETTh2,long,spectral_entropy,10,1,-605.0188042070422,605.0188042070422,0.0
sundial,ETTh2,long,spectral_entropy,11,1,-519.3969632576957,519.3969632576957,0.0
sundial,ETTh2,long,spectral_entropy,12,1,-346.9532198189265,346.9532198189265,0.0
sundial,ETTh2,long,spectral_entropy,13,1,-1503.6901653887753,1503.6901653887753,0.0
sundial,ETTh2,long,spectral_entropy,14,1,-1345.6687409361184,1345.6687409361184,0.0
sundial,ETTh2,long,spectral_entropy,2,1,-400.6323744695767,400.6323744695767,0.0
sundial,ETTh2,long,spectral_entropy,3,1,-839.7086480926646,839.7086480926646,0.0
sundial,ETTh2,long,spectral_entropy,4,1,-907.1427017376086,907.1427017376086,0.0
sundial,ETTh2,long,spectral_entropy,5,1,-555.9500125187969,555.9500125187969,0.0
sundial,ETTh2,long,spectral_entropy,6,1,-497.42147383759016,497.42147383759016,0.0
sundial,ETTh2,long,spectral_entropy,7,1,-644.6713584871492,644.6713584871492,0.0
sundial,ETTh2,long,spectral_entropy,8,1,-1060.4217020787296,1060.4217020787296,0.0
sundial,ETTh2,long,spectral_entropy,9,1,-1366.559548645439,1366.559548645439,0.0
sundial,EWELD_Load_15T,long,trend_strength,0,1,0.3803118860645212,0.3803118860645212,0.0
sundial,EWELD_Load_15T,long,trend_strength,1,1,0.7181384601466817,0.7181384601466817,0.0
sundial,EWELD_Load_15T,long,trend_strength,10,1,0.6050378080232961,0.6050378080232961,0.0
sundial,EWELD_Load_15T,long,trend_strength,11,1,0.21437139525922788,0.21437139525922788,0.0
sundial,EWELD_Load_15T,long,trend_strength,12,1,-0.32661777835099115,0.32661777835099115,0.0
sundial,EWELD_Load_15T,long,trend_strength,13,1,0.1958173594927839,0.1958173594927839,0.0
sundial,EWELD_Load_15T,long,trend_strength,14,1,0.07667459594889159,0.07667459594889159,0.0
sundial,EWELD_Load_15T,long,trend_strength,15,1,0.16940338850540293,0.16940338850540293,0.0
sundial,EWELD_Load_15T,long,trend_strength,16,1,0.04313559924820262,0.04313559924820262,0.0
sundial,EWELD_Load_15T,long,trend_strength,17,1,-0.02665446505267699,0.02665446505267699,0.0
sundial,EWELD_Load_15T,long,trend_strength,2,1,0.3657091229642097,0.3657091229642097,0.0
sundial,EWELD_Load_15T,long,trend_strength,3,1,0.4851574398826237,0.4851574398826237,0.0
sundial,EWELD_Load_15T,long,trend_strength,4,1,-0.016672446558727405,0.016672446558727405,0.0
sundial,EWELD_Load_15T,long,trend_strength,5,1,0.29222358990182074,0.29222358990182074,0.0
sundial,EWELD_Load_15T,long,trend_strength,6,1,0.0936383301130996,0.0936383301130996,0.0
sundial,EWELD_Load_15T,long,trend_strength,7,1,0.2747387046154238,0.2747387046154238,0.0
sundial,EWELD_Load_15T,long,trend_strength,8,1,0.08139696131601107,0.08139696131601107,0.0
sundial,EWELD_Load_15T,long,trend_strength,9,1,0.25908095696639194,0.25908095696639194,0.0
sundial,EWELD_Load_15T,long,trend_linearity,0,1,0.0681463280044981,0.0681463280044981,0.0
sundial,EWELD_Load_15T,long,trend_linearity,1,1,0.0939642412548566,0.0939642412548566,0.0
sundial,EWELD_Load_15T,long,trend_linearity,10,1,0.0288293833165476,0.0288293833165476,0.0
sundial,EWELD_Load_15T,long,trend_linearity,11,1,-0.0895510746131858,0.0895510746131858,0.0
sundial,EWELD_Load_15T,long,trend_linearity,12,1,0.2888983590166021,0.2888983590166021,0.0
sundial,EWELD_Load_15T,long,trend_linearity,13,1,0.0154147003057106,0.0154147003057106,0.0
sundial,EWELD_Load_15T,long,trend_linearity,14,1,-0.0467355562782188,0.0467355562782188,0.0
sundial,EWELD_Load_15T,long,trend_linearity,15,1,0.0034551993288551,0.0034551993288551,0.0
sundial,EWELD_Load_15T,long,trend_linearity,16,1,0.0352472679219303,0.0352472679219303,0.0
sundial,EWELD_Load_15T,long,trend_linearity,17,1,0.1074718427628852,0.1074718427628852,0.0
sundial,EWELD_Load_15T,long,trend_linearity,2,1,-0.09226449446751829,0.09226449446751829,0.0
sundial,EWELD_Load_15T,long,trend_linearity,3,1,0.0851732789809436,0.0851732789809436,0.0
sundial,EWELD_Load_15T,long,trend_linearity,4,1,0.1149072133448414,0.1149072133448414,0.0
sundial,EWELD_Load_15T,long,trend_linearity,5,1,0.0314428101243028,0.0314428101243028,0.0
sundial,EWELD_Load_15T,long,trend_linearity,6,1,0.0004788682187972012,0.0004788682187972012,0.0
sundial,EWELD_Load_15T,long,trend_linearity,7,1,-0.1551410261669543,0.1551410261669543,0.0
sundial,EWELD_Load_15T,long,trend_linearity,8,1,0.0373753840501361,0.0373753840501361,0.0
sundial,EWELD_Load_15T,long,trend_linearity,9,1,-0.0672562055953672,0.0672562055953672,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,0,1,0.0809621715383454,0.0809621715383454,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,1,1,0.11997593694306119,0.11997593694306119,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,10,1,0.038475788880756756,0.038475788880756756,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,11,1,0.025012130958683598,0.025012130958683598,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,12,1,0.0981851765803966,0.0981851765803966,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,13,1,0.057401198785185015,0.057401198785185015,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,14,1,0.2238401608840126,0.2238401608840126,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,15,1,0.03874681059276319,0.03874681059276319,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,16,1,0.1722720001346174,0.1722720001346174,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,17,1,0.0286465083358578,0.0286465083358578,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,2,1,0.08132428534425296,0.08132428534425296,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,3,1,0.11723556426821546,0.11723556426821546,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,4,1,-0.08812035668523455,0.08812035668523455,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,5,1,0.04310096821565079,0.04310096821565079,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,6,1,-0.09299400598173635,0.09299400598173635,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,7,1,0.10085569222590185,0.10085569222590185,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,8,1,0.04168559895494561,0.04168559895494561,0.0
sundial,EWELD_Load_15T,long,seasonal_strength,9,1,0.06795621994143719,0.06795621994143719,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,0,1,0.029600748251873532,0.029600748251873532,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,1,1,0.03345856089197585,0.03345856089197585,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,10,1,0.009806899408840608,0.009806899408840608,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,11,1,0.009180717934086813,0.009180717934086813,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,12,1,0.058343924480115605,0.058343924480115605,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,13,1,0.020611750117515037,0.020611750117515037,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,14,1,0.03733974763180814,0.03733974763180814,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,15,1,0.005956579812106844,0.005956579812106844,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,16,1,0.022866575369050013,0.022866575369050013,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,17,1,0.006069150190652017,0.006069150190652017,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,2,1,0.0017463930369211456,0.0017463930369211456,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,3,1,0.016687674743973147,0.016687674743973147,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,4,1,0.001702985358795872,0.001702985358795872,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,5,1,0.009260536525037,0.009260536525037,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,6,1,0.0006399990818991563,0.0006399990818991563,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,7,1,0.0265049558250684,0.0265049558250684,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,8,1,0.010924606968740536,0.010924606968740536,0.0
sundial,EWELD_Load_15T,long,seasonal_correlation,9,1,0.016886129578966402,0.016886129578966402,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,0,1,0.2670912701838626,0.2670912701838626,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,1,1,0.3429416646989169,0.3429416646989169,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,10,1,0.4194201459115696,0.4194201459115696,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,11,1,0.5074762595541895,0.5074762595541895,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,12,1,-0.08767492479605832,0.08767492479605832,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,13,1,-0.05823784760038386,0.05823784760038386,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,14,1,-0.02702032815901123,0.02702032815901123,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,15,1,0.2575606439256547,0.2575606439256547,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,16,1,-0.18050705829096803,0.18050705829096803,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,17,1,0.1929916732921963,0.1929916732921963,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,2,1,0.48596463951529173,0.48596463951529173,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,3,1,0.5178252235881918,0.5178252235881918,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,4,1,0.3163729065839227,0.3163729065839227,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,5,1,0.4558542168463163,0.4558542168463163,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,6,1,0.5181454175662938,0.5181454175662938,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,7,1,0.3155020646853355,0.3155020646853355,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,8,1,0.1662454791563266,0.1662454791563266,0.0
sundial,EWELD_Load_15T,long,residual_autocorr_lag1,9,1,0.35212726284404483,0.35212726284404483,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,0,1,-1009.2224458847313,1009.2224458847313,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,1,1,-949.9201717255974,949.9201717255974,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,10,1,-739.0704417751763,739.0704417751763,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,11,1,-599.4082863516978,599.4082863516978,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,12,1,-368.4237308355723,368.4237308355723,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,13,1,-223.1860506757721,223.1860506757721,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,14,1,-459.0295780383549,459.0295780383549,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,15,1,-536.3999437652838,536.3999437652838,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,16,1,-626.6692226989376,626.6692226989376,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,17,1,-397.413155081691,397.413155081691,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,2,1,-1001.2470314573284,1001.2470314573284,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,3,1,-777.2077565552372,777.2077565552372,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,4,1,-719.1292785246933,719.1292785246933,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,5,1,-688.2863275887303,688.2863275887303,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,6,1,-811.5539329924559,811.5539329924559,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,7,1,-600.2213353883353,600.2213353883353,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,8,1,-457.51418587309126,457.51418587309126,0.0
sundial,EWELD_Load_15T,long,spectral_entropy,9,1,-599.1507127716177,599.1507127716177,0.0
sundial,exchange_rate,long,trend_strength,0,1,0.036629976925587227,0.036629976925587227,0.0
sundial,exchange_rate,long,trend_strength,1,1,0.0038427326474519408,0.0038427326474519408,0.0
sundial,exchange_rate,long,trend_strength,10,1,0.019723657111040183,0.019723657111040183,0.0
sundial,exchange_rate,long,trend_strength,2,1,0.03007022597154163,0.03007022597154163,0.0
sundial,exchange_rate,long,trend_strength,3,1,0.03370634319801746,0.03370634319801746,0.0
sundial,exchange_rate,long,trend_strength,4,1,0.02141464483414457,0.02141464483414457,0.0
sundial,exchange_rate,long,trend_strength,5,1,0.010468145441081989,0.010468145441081989,0.0
sundial,exchange_rate,long,trend_strength,6,1,0.010370313910341156,0.010370313910341156,0.0
sundial,exchange_rate,long,trend_strength,7,1,0.010863634884815454,0.010863634884815454,0.0
sundial,exchange_rate,long,trend_strength,8,1,0.04445857902969286,0.04445857902969286,0.0
sundial,exchange_rate,long,trend_strength,9,1,0.0056801886553276,0.0056801886553276,0.0
sundial,exchange_rate,long,trend_linearity,0,1,9.83447103661e-05,9.83447103661e-05,0.0
sundial,exchange_rate,long,trend_linearity,1,1,0.0006091242594218999,0.0006091242594218999,0.0
sundial,exchange_rate,long,trend_linearity,10,1,7.51839679922048e-06,7.51839679922048e-06,0.0
sundial,exchange_rate,long,trend_linearity,2,1,-0.00017770491845210028,0.00017770491845210028,0.0
sundial,exchange_rate,long,trend_linearity,3,1,-0.0002467286819985,0.0002467286819985,0.0
sundial,exchange_rate,long,trend_linearity,4,1,-0.0008182460910273999,0.0008182460910273999,0.0
sundial,exchange_rate,long,trend_linearity,5,1,-0.00014544887184260002,0.00014544887184260002,0.0
sundial,exchange_rate,long,trend_linearity,6,1,0.00037803403057889995,0.00037803403057889995,0.0
sundial,exchange_rate,long,trend_linearity,7,1,-0.00028174180871949996,0.00028174180871949996,0.0
sundial,exchange_rate,long,trend_linearity,8,1,-0.0003198275206562572,0.0003198275206562572,0.0
sundial,exchange_rate,long,trend_linearity,9,1,-0.0008240222876612,0.0008240222876612,0.0
sundial,exchange_rate,long,seasonal_strength,0,1,0.107456009413887,0.107456009413887,0.0
sundial,exchange_rate,long,seasonal_strength,1,1,0.009469931774172893,0.009469931774172893,0.0
sundial,exchange_rate,long,seasonal_strength,10,1,-0.0735210673737172,0.0735210673737172,0.0
sundial,exchange_rate,long,seasonal_strength,2,1,0.2587972877759987,0.2587972877759987,0.0
sundial,exchange_rate,long,seasonal_strength,3,1,0.06490248131362139,0.06490248131362139,0.0
sundial,exchange_rate,long,seasonal_strength,4,1,0.12031637859094318,0.12031637859094318,0.0
sundial,exchange_rate,long,seasonal_strength,5,1,0.02543172566758678,0.02543172566758678,0.0
sundial,exchange_rate,long,seasonal_strength,6,1,0.0342003156646654,0.0342003156646654,0.0
sundial,exchange_rate,long,seasonal_strength,7,1,0.0242470379240535,0.0242470379240535,0.0
sundial,exchange_rate,long,seasonal_strength,8,1,0.02513800429176749,0.02513800429176749,0.0
sundial,exchange_rate,long,seasonal_strength,9,1,0.08193951601360061,0.08193951601360061,0.0
sundial,exchange_rate,long,seasonal_correlation,0,1,0.006013650493296899,0.006013650493296899,0.0
sundial,exchange_rate,long,seasonal_correlation,1,1,0.1729792109053618,0.1729792109053618,0.0
sundial,exchange_rate,long,seasonal_correlation,10,1,-0.008671207830306199,0.008671207830306199,0.0
sundial,exchange_rate,long,seasonal_correlation,2,1,-0.0636800685747739,0.0636800685747739,0.0
sundial,exchange_rate,long,seasonal_correlation,3,1,0.048812733578819295,0.048812733578819295,0.0
