model,dataset,missing_ratio,imputation_method_norm,relative_smape_gain,score_full,score_decile
chronos2,OpenElectricity_NEM_5T,0.1,linear,0.0434764967377088,0.5871585365341205,7
chronos2,OpenElectricity_NEM_5T,0.1,gp_rbf,0.0658214894114485,0.7589660397861863,9
chronos2,OpenElectricity_NEM_5T,0.1,saits,0.0626503061646428,0.4563055567246405,3
chronos2,OpenElectricity_NEM_5T,0.2,mean,0.2440237888195036,1.376228859781934,10
chronos2,OpenElectricity_NEM_5T,0.2,forward,0.2481670381050698,1.164771986667008,10
chronos2,OpenElectricity_NEM_5T,0.2,linear,0.1351922240484366,0.4580264461984902,3
chronos2,OpenElectricity_NEM_5T,0.2,gp_rbf,0.2129721511089015,1.1210335493711174,10
chronos2,OpenElectricity_NEM_5T,0.2,saits,0.1539201586990684,0.4994706899277798,5
chronos2,OpenElectricity_NEM_5T,0.3,mean,0.6003129707047364,2.002377159854389,10
chronos2,OpenElectricity_NEM_5T,0.3,forward,0.3210380846133394,1.302096146290035,10
chronos2,OpenElectricity_NEM_5T,0.3,linear,0.1360176702577711,0.5310025508459434,5
chronos2,OpenElectricity_NEM_5T,0.3,gp_rbf,0.4588943828519504,1.5734049329106894,10
chronos2,OpenElectricity_NEM_5T,0.3,saits,0.2191462247128669,0.620296423057391,7
chronos2,Port_Activity_D,0.1,mean,-0.0159243573137473,0.6134497619394212,7
chronos2,Port_Activity_D,0.1,forward,0.0136633523596787,0.4825960043636985,4
chronos2,Port_Activity_D,0.1,linear,0.0053286430958093,0.5642648609814055,6
chronos2,Port_Activity_D,0.1,gp_rbf,-0.005803425012594,0.6112668502011914,7
chronos2,Port_Activity_D,0.1,saits,-0.0342874520696241,0.6297160824277757,7
chronos2,Port_Activity_D,0.2,mean,-0.0866631195016975,0.4685139290331858,3
chronos2,Port_Activity_D,0.2,forward,-0.0720107293696201,0.7374844276986959,8
chronos2,Port_Activity_D,0.2,linear,-0.0539388044129161,0.7604859343412484,9
chronos2,Port_Activity_D,0.2,gp_rbf,-0.0331820987988371,0.4704768551885566,4
chronos2,Port_Activity_D,0.2,saits,0.0150326745157979,0.4382422559998389,3
chronos2,Port_Activity_D,0.3,mean,-0.1515857266322914,0.4749553753226394,4
chronos2,Port_Activity_D,0.3,forward,0.0249888990873383,0.39732861612975,2
chronos2,Port_Activity_D,0.3,linear,-0.0309650574384586,0.4345095193353379,3
chronos2,Port_Activity_D,0.3,gp_rbf,-0.0687186621800887,0.4629171886845084,3
chronos2,Port_Activity_D,0.3,saits,0.0326171320536033,0.4015077680209741,2
chronos2,Supply_Chain_Customer_D,0.1,mean,0.0198227037831762,0.4615768972060104,3
chronos2,Supply_Chain_Customer_D,0.1,forward,0.0276907255308015,0.7508206890497742,9
chronos2,Supply_Chain_Customer_D,0.1,linear,0.0575885274042867,0.8952406432583503,9
chronos2,Supply_Chain_Customer_D,0.1,gp_rbf,0.0346075737243142,0.5401287525625887,6
chronos2,Supply_Chain_Customer_D,0.1,saits,0.0517477619331241,0.5214316473320552,5
chronos2,Supply_Chain_Customer_D,0.2,mean,0.2592499034083917,0.845500524910994,9
chronos2,Supply_Chain_Customer_D,0.2,forward,0.3291098961965797,1.631722653093907,10
chronos2,Supply_Chain_Customer_D,0.2,linear,0.3846225905836206,0.560364804776158,6
chronos2,Supply_Chain_Customer_D,0.2,gp_rbf,0.4221670755566442,1.1065543950656256,10
chronos2,Supply_Chain_Customer_D,0.2,saits,0.326575265693275,0.980394515918934,10
chronos2,Supply_Chain_Customer_D,0.3,mean,0.1844428858086683,0.9370389421111162,9
chronos2,Supply_Chain_Customer_D,0.3,forward,0.20791082157234,2.144306884375016,10
chronos2,Supply_Chain_Customer_D,0.3,linear,0.1443655099952331,1.4364799464980076,10
chronos2,Supply_Chain_Customer_D,0.3,gp_rbf,0.1547693323152885,0.7020465236932645,8
chronos2,Supply_Chain_Customer_D,0.3,saits,0.1592304284484663,0.5068364236236302,5
chronos2,Supply_Chain_Location_D,0.1,mean,0.1083594215296822,0.4176627557163599,2
chronos2,Supply_Chain_Location_D,0.1,forward,0.2840493835062387,0.5740751282595409,6
chronos2,Supply_Chain_Location_D,0.1,linear,0.3969542181502162,0.4555992506813175,3
chronos2,Supply_Chain_Location_D,0.1,gp_rbf,0.1198990052578752,0.3227656588519212,1
chronos2,Supply_Chain_Location_D,0.1,saits,0.2915137651964199,0.4786854080076017,4
chronos2,Supply_Chain_Location_D,0.2,mean,0.1085575186083658,0.7176073483168396,8
chronos2,Supply_Chain_Location_D,0.2,forward,0.1400215768352951,0.5968781818808684,7
chronos2,Supply_Chain_Location_D,0.2,linear,0.1535630136309771,0.4913110726867701,4
chronos2,Supply_Chain_Location_D,0.2,gp_rbf,0.1171316359182153,0.6544050604037697,8
chronos2,Supply_Chain_Location_D,0.2,saits,0.1776865877619123,0.581429238122004,7
chronos2,Supply_Chain_Location_D,0.3,mean,0.2346156099826804,0.9733697253930124,9
chronos2,Supply_Chain_Location_D,0.3,forward,0.1373463037765878,0.7166200429236992,8
chronos2,Supply_Chain_Location_D,0.3,linear,0.0880449574185247,0.645185482377705,8
chronos2,Supply_Chain_Location_D,0.3,gp_rbf,0.173651168911702,0.7827838499877037,9
chronos2,Supply_Chain_Location_D,0.3,saits,0.2314818664253829,0.76587915698751,9
chronos2,traffic,0.1,mean,0.0138784839487408,0.4842636121862008,4
chronos2,traffic,0.1,forward,0.0260199613095386,0.48041696941854,4
chronos2,traffic,0.1,linear,0.044765742134588,0.4907969251222311,4
chronos2,traffic,0.1,gp_rbf,0.0106292846046899,0.4018965678299664,2
chronos2,traffic,0.1,saits,0.0164378657806023,0.5861771446257112,7
chronos2,traffic,0.2,mean,0.2936666411026218,0.6530789210285323,8
chronos2,traffic,0.2,forward,0.234321275818451,0.6952278286133137,8
chronos2,traffic,0.2,linear,0.512845037523522,0.6652585197724646,8
chronos2,traffic,0.2,gp_rbf,0.4200968959339646,0.5422298226645063,6
chronos2,traffic,0.2,saits,0.1559506943233652,0.6406156277109729,8
chronos2,traffic,0.3,mean,0.8969762579892973,1.0597440225824128,10
chronos2,traffic,0.3,forward,0.5793334844025482,1.0614275169659748,10
chronos2,traffic,0.3,linear,0.7082794632023146,1.1125277753102103,10
chronos2,traffic,0.3,gp_rbf,1.0034064589419318,0.9346910964593312,9
chronos2,traffic,0.3,saits,0.3186632828570686,0.529325547587204,5
chronos2,Water_Quality_Darwin_15T,0.1,mean,0.0697288482037135,1.6436455105545311,10
chronos2,Water_Quality_Darwin_15T,0.1,forward,0.0678655874239475,0.3720118845826164,2
chronos2,Water_Quality_Darwin_15T,0.1,linear,-0.00409185744954,0.5300548220151122,5
chronos2,Water_Quality_Darwin_15T,0.1,gp_rbf,0.0155416943015836,0.4669120652515977,3
chronos2,Water_Quality_Darwin_15T,0.1,saits,0.0238498334624522,0.4716405787741196,4
chronos2,Water_Quality_Darwin_15T,0.2,mean,0.2717470037623271,2.4236244641925224,10
chronos2,Water_Quality_Darwin_15T,0.2,forward,0.0789742571274813,0.4082202725919455,2
chronos2,Water_Quality_Darwin_15T,0.2,linear,0.117492845754137,0.299359640437506,1
chronos2,Water_Quality_Darwin_15T,0.2,gp_rbf,0.0312276252653937,0.4265332545645992,2
chronos2,Water_Quality_Darwin_15T,0.2,saits,0.0798705295436906,0.346050784969828,1
chronos2,Water_Quality_Darwin_15T,0.3,mean,0.3409273707237888,2.8952554952469125,10
chronos2,Water_Quality_Darwin_15T,0.3,forward,-0.0062416819248009,0.5679722368157266,6
chronos2,Water_Quality_Darwin_15T,0.3,linear,0.0702970224945937,0.3461051761779209,1
chronos2,Water_Quality_Darwin_15T,0.3,gp_rbf,0.0858777448380044,0.5315870952592224,5
chronos2,Water_Quality_Darwin_15T,0.3,saits,0.038078240124145,0.5030686686976374,5
chronos2,weather,0.1,mean,0.0278166023910798,0.4091695709715346,2
chronos2,weather,0.1,forward,0.0033143721513877,0.4976636754989374,4
chronos2,weather,0.1,linear,0.0046169656872019,0.5497505277713909,6
chronos2,weather,0.1,gp_rbf,0.0071862073902129,0.3693808558803801,1
chronos2,weather,0.1,saits,0.0308870650745967,0.5534969690289744,6
chronos2,weather,0.2,mean,0.091727351590172,0.5831541574478168,7
chronos2,weather,0.2,forward,0.0145923864920404,0.4032364064093897,2
chronos2,weather,0.2,linear,-0.0356722535375587,0.4502702253512303,3
chronos2,weather,0.2,gp_rbf,-0.0568515513602764,0.4243181259174418,2
chronos2,weather,0.2,saits,-0.0311962417257866,0.2654077170397144,1
chronos2,weather,0.3,mean,0.1896460217850626,0.9982795169959652,10
chronos2,weather,0.3,forward,0.0442905430059222,0.737461038241296,8
chronos2,weather,0.3,linear,0.0317867838485684,1.1046014125247032,10
chronos2,weather,0.3,gp_rbf,-0.0219545635046982,0.9748671617339788,10
chronos2,weather,0.3,saits,0.0415291407708949,0.9159237723626604,9
timesfm2p5,Australia_Solar_H,0.1,mean,0.0750511237009572,0.4365061411535502,3
timesfm2p5,Australia_Solar_H,0.1,forward,0.0566562678101438,0.3696879600598651,2
timesfm2p5,Australia_Solar_H,0.1,linear,0.065639516327731,0.4031063979631855,2
timesfm2p5,Australia_Solar_H,0.1,gp_rbf,0.0737536181439237,0.3789041272086295,2
timesfm2p5,Australia_Solar_H,0.1,saits,0.1066396178424657,0.6178473753546323,7
timesfm2p5,Australia_Solar_H,0.2,mean,0.1300219325358834,0.7303234155516317,8
timesfm2p5,Australia_Solar_H,0.2,forward,0.0901656905093637,0.5959564619836749,7
timesfm2p5,Australia_Solar_H,0.2,linear,0.0995244577013895,0.6324473981245,7
timesfm2p5,Australia_Solar_H,0.2,gp_rbf,0.1296079842203079,0.543477654283871,6
timesfm2p5,Australia_Solar_H,0.2,saits,0.1309427537331727,0.4614354796160742,3
timesfm2p5,Australia_Solar_H,0.3,mean,0.1465356680797143,1.9664468294372348,10
timesfm2p5,Australia_Solar_H,0.3,forward,0.1546633047335838,1.1131147515488045,10
timesfm2p5,Australia_Solar_H,0.3,linear,0.1376785690362945,1.5656852148011076,10
timesfm2p5,Australia_Solar_H,0.3,gp_rbf,0.160344283003205,1.106122083109084,10
timesfm2p5,Australia_Solar_H,0.3,saits,0.1273949623122433,1.1142051367009271,10
timesfm2p5,azure2019_U_5T,0.1,mean,0.0197654133186778,0.5318557646152194,5
timesfm2p5,azure2019_U_5T,0.1,forward,0.0288431701883755,0.4601197325380644,3
timesfm2p5,azure2019_U_5T,0.1,linear,0.0195132881245337,0.642797108130717,8
timesfm2p5,azure2019_U_5T,0.1,gp_rbf,-0.0088790167003594,0.6416850898121201,8
timesfm2p5,azure2019_U_5T,0.1,saits,-6.00767750564836e-05,0.6026725878813105,7
timesfm2p5,azure2019_U_5T,0.2,mean,0.011972701692821,0.4608939152278442,3
timesfm2p5,azure2019_U_5T,0.2,forward,0.0340713630738479,0.5176079708143559,5
timesfm2p5,azure2019_U_5T,0.2,linear,0.0116972611848108,0.5028435829519863,5
timesfm2p5,azure2019_U_5T,0.2,gp_rbf,0.0457957931161103,0.550295772088835,6
timesfm2p5,azure2019_U_5T,0.2,saits,-0.0312338439955985,0.5667175252013279,6
timesfm2p5,azure2019_U_5T,0.3,mean,-0.0074466139056144,0.5029974343316,5
timesfm2p5,azure2019_U_5T,0.3,forward,0.0219975005140094,0.7756604960142292,9
timesfm2p5,azure2019_U_5T,0.3,linear,0.017728007236961,0.5278805394767347,5
timesfm2p5,azure2019_U_5T,0.3,gp_rbf,-0.0587607043556471,0.3541855157010403,1
timesfm2p5,azure2019_U_5T,0.3,saits,-0.1905978051670366,0.7114945484705565,8
timesfm2p5,Coastal_T_S_15T,0.1,mean,-0.002913567569095,0.514025250515005,5
timesfm2p5,Coastal_T_S_15T,0.1,forward,0.05423708840447,0.5107731439702963,5
timesfm2p5,Coastal_T_S_15T,0.1,linear,-0.0083162333090635,0.4510135936225861,3
timesfm2p5,Coastal_T_S_15T,0.1,gp_rbf,0.000463549441967,0.5172698074380963,5
timesfm2p5,Coastal_T_S_15T,0.1,saits,0.0055337341943769,0.5412690158577554,6
timesfm2p5,Coastal_T_S_15T,0.2,mean,-0.007448055106469,0.4201731053360136,2
timesfm2p5,Coastal_T_S_15T,0.2,forward,0.0319506413035178,0.6521323595458108,8
timesfm2p5,Coastal_T_S_15T,0.2,linear,0.0060339587543205,0.6247955485925444,7
timesfm2p5,Coastal_T_S_15T,0.2,gp_rbf,-0.0167845781730139,0.4189715402868063,2
timesfm2p5,Coastal_T_S_15T,0.2,saits,-0.0171525318156648,0.4386059442396091,3
timesfm2p5,Coastal_T_S_15T,0.3,mean,-0.0066375951223295,0.4780853541737593,4
timesfm2p5,Coastal_T_S_15T,0.3,forward,0.0377110397516192,0.583695264799259,7
timesfm2p5,Coastal_T_S_15T,0.3,linear,-0.0243318364674525,0.5263827215950955,5
timesfm2p5,Coastal_T_S_15T,0.3,gp_rbf,-0.014149380761676,0.3593480479351784,1
timesfm2p5,Coastal_T_S_15T,0.3,saits,-0.0052265049273922,0.3240211189521347,1
timesfm2p5,Coastal_T_S_20T,0.1,mean,0.0190045643802812,1.1775411206579305,10
timesfm2p5,Coastal_T_S_20T,0.1,forward,0.0757081950288254,0.4270468017044255,2
timesfm2p5,Coastal_T_S_20T,0.1,linear,0.1215470527065249,0.5297395067977969,5
timesfm2p5,Coastal_T_S_20T,0.1,gp_rbf,0.146154393279311,0.4915235786251646,4
timesfm2p5,Coastal_T_S_20T,0.1,saits,-0.080081137037254,0.8828582650331797,9
timesfm2p5,Coastal_T_S_20T,0.2,mean,0.2314798299044424,1.6494302543384876,10
timesfm2p5,Coastal_T_S_20T,0.2,forward,-0.0265627595658257,0.6934241314833112,8
timesfm2p5,Coastal_T_S_20T,0.2,linear,0.0255515604268638,0.4331923549274138,3
timesfm2p5,Coastal_T_S_20T,0.2,gp_rbf,-0.0073925070481351,0.5263704567402739,5
timesfm2p5,Coastal_T_S_20T,0.2,saits,0.0093132549786609,0.9100795159902264,9
timesfm2p5,Coastal_T_S_20T,0.3,mean,0.7007837637198434,2.0826586128018514,10
timesfm2p5,Coastal_T_S_20T,0.3,forward,-0.0577000258706885,0.8501466159386751,9
timesfm2p5,Coastal_T_S_20T,0.3,linear,-0.0559596253307072,0.5797453044502773,7
timesfm2p5,Coastal_T_S_20T,0.3,gp_rbf,-0.306281031866757,0.5860835771252323,7
timesfm2p5,Coastal_T_S_20T,0.3,saits,0.0166475107840747,0.9945298983805037,10
timesfm2p5,Coastal_T_S_5T,0.1,mean,0.080728863675608,2.6990009723550643,10
timesfm2p5,Coastal_T_S_5T,0.1,forward,-0.0447954807102651,0.4008661244782738,2
timesfm2p5,Coastal_T_S_5T,0.1,linear,-0.0230734849725046,0.563881085631812,6
timesfm2p5,Coastal_T_S_5T,0.1,gp_rbf,0.0032637064477232,0.3335622548359421,1
timesfm2p5,Coastal_T_S_5T,0.1,saits,-0.011608590327154,0.4309390543001383,2
timesfm2p5,Coastal_T_S_5T,0.2,mean,0.3112994468402394,2.786817495636914,10
timesfm2p5,Coastal_T_S_5T,0.2,forward,-0.0225702227100992,0.3672494964221922,1
timesfm2p5,Coastal_T_S_5T,0.2,linear,-0.0286121772210746,0.4182197189204031,2
timesfm2p5,Coastal_T_S_5T,0.2,gp_rbf,-0.0013642344793505,0.4118062227561556,2
timesfm2p5,Coastal_T_S_5T,0.2,saits,0.0041727311966742,0.4634173031559472,3
timesfm2p5,Coastal_T_S_5T,0.3,mean,0.9431088247284364,2.7397924866699968,10
timesfm2p5,Coastal_T_S_5T,0.3,forward,-0.031168858938431,0.4448208168573045,3
timesfm2p5,Coastal_T_S_5T,0.3,linear,-0.021931314630095,0.3559494040186342,1
timesfm2p5,Coastal_T_S_5T,0.3,gp_rbf,0.0303886634089785,0.5416371359519074,6
timesfm2p5,Coastal_T_S_5T,0.3,saits,-0.0031867102814139,0.5181397253553369,5
timesfm2p5,Coastal_T_S_H,0.1,mean,0.3208183328506093,0.5094874829461233,5
timesfm2p5,Coastal_T_S_H,0.1,forward,-0.0003679323175235,0.4395531409616249,3
timesfm2p5,Coastal_T_S_H,0.1,linear,0.001338212347426,0.5191660859782893,5
timesfm2p5,Coastal_T_S_H,0.1,gp_rbf,0.0043919780710103,0.5867411855174566,7
timesfm2p5,Coastal_T_S_H,0.1,saits,0.0224192678565903,0.6238030905033879,7
timesfm2p5,Coastal_T_S_H,0.2,mean,0.0100847684166241,0.4906031626171421,4
timesfm2p5,Coastal_T_S_H,0.2,forward,0.0004489256893717,0.4983117693114776,4
timesfm2p5,Coastal_T_S_H,0.2,linear,-0.0016884476102291,0.3287550690050256,1
timesfm2p5,Coastal_T_S_H,0.2,gp_rbf,0.000432886897713,0.4452994692886232,3
timesfm2p5,Coastal_T_S_H,0.2,saits,-0.0001288452568377,0.3701494577796511,2
timesfm2p5,Coastal_T_S_H,0.3,mean,0.3746983636578085,0.4995727376731633,5
timesfm2p5,Coastal_T_S_H,0.3,forward,0.0004948399623244,0.3789458493040359,2
timesfm2p5,Coastal_T_S_H,0.3,linear,0.0013351246497174,0.296114601822963,1
timesfm2p5,Coastal_T_S_H,0.3,gp_rbf,0.0068734023226042,0.5025133807665694,5
timesfm2p5,Coastal_T_S_H,0.3,saits,0.021317328277521,0.4701513437668922,4
timesfm2p5,current_velocity_15T,0.1,mean,0.1219758653971105,1.0553183218034927,10
timesfm2p5,current_velocity_15T,0.1,forward,0.0404620611765091,0.6265786141162483,7
timesfm2p5,current_velocity_15T,0.1,linear,-0.0110601658758746,0.6412362584508472,8
timesfm2p5,current_velocity_15T,0.1,gp_rbf,0.0057819238593343,0.6327111001502789,7
timesfm2p5,current_velocity_15T,0.1,saits,-0.0157312370719569,0.6547394662262004,8
timesfm2p5,current_velocity_15T,0.2,mean,0.0957197004461735,1.481693153764453,10
timesfm2p5,current_velocity_15T,0.2,forward,0.04291036250113,0.4744814820706645,4
timesfm2p5,current_velocity_15T,0.2,linear,0.0115170077405344,0.5201478908101553,5
timesfm2p5,current_velocity_15T,0.2,gp_rbf,0.0162952177827063,0.5341225158545176,6
timesfm2p5,current_velocity_15T,0.2,saits,0.0222242769629657,0.4795886137286727,4
timesfm2p5,current_velocity_15T,0.3,mean,0.955204024223264,1.6389055522771765,10
timesfm2p5,current_velocity_15T,0.3,forward,0.1786314803128757,0.5265405686322948,5
timesfm2p5,current_velocity_15T,0.3,linear,0.030824051325058,0.4741931331970115,4
timesfm2p5,current_velocity_15T,0.3,gp_rbf,0.0286606678544452,0.5430324544540949,6
timesfm2p5,current_velocity_15T,0.3,saits,0.0112830359666398,0.4815790883209366,4
timesfm2p5,current_velocity_20T,0.1,mean,-0.0083641638808944,0.3878309094317149,2
timesfm2p5,current_velocity_20T,0.1,forward,0.0041523815122712,0.3436600227196716,1
timesfm2p5,current_velocity_20T,0.1,linear,0.0081722662690428,0.495990765181556,4
timesfm2p5,current_velocity_20T,0.1,gp_rbf,0.0162662035738049,0.4010973048991657,2
timesfm2p5,current_velocity_20T,0.1,saits,0.000271145146076,0.5762558466241523,6
timesfm2p5,current_velocity_20T,0.2,mean,-0.0343282948936864,0.302136601672704,1
timesfm2p5,current_velocity_20T,0.2,forward,-0.0140825958051749,0.6451775618075654,8
timesfm2p5,current_velocity_20T,0.2,linear,-0.0620765949269107,0.2266858945179062,1
timesfm2p5,current_velocity_20T,0.2,gp_rbf,-0.0637523448585469,0.3044504339252913,1
timesfm2p5,current_velocity_20T,0.2,saits,-0.058415676169913,0.2573692567977518,1
timesfm2p5,current_velocity_20T,0.3,mean,0.0115835566850068,0.4750880230852727,4
timesfm2p5,current_velocity_20T,0.3,forward,0.0197478341790857,0.6355967314118981,8
timesfm2p5,current_velocity_20T,0.3,linear,-0.0208615028116034,0.2711987629812493,1
timesfm2p5,current_velocity_20T,0.3,gp_rbf,0.0187649643394447,0.4189495541871502,2
timesfm2p5,current_velocity_20T,0.3,saits,-0.0065694173883843,0.2176680686351624,1
timesfm2p5,current_velocity_5T,0.1,mean,0.27885222359986,0.690432321092147,8
timesfm2p5,current_velocity_5T,0.1,forward,0.2068590441651723,0.8197106024212334,9
timesfm2p5,current_velocity_5T,0.1,linear,0.2235344712678655,0.5989492956376292,7
timesfm2p5,current_velocity_5T,0.1,gp_rbf,0.3275166553074409,0.6507188535670155,8
timesfm2p5,current_velocity_5T,0.1,saits,0.3039653338229118,0.4832204810405171,4
timesfm2p5,current_velocity_5T,0.2,mean,0.8522324022121568,1.1605705424383788,10
timesfm2p5,current_velocity_5T,0.2,forward,0.5933313381335491,1.064465803535103,10
timesfm2p5,current_velocity_5T,0.2,linear,0.5127608954255433,0.4553860103671781,3
timesfm2p5,current_velocity_5T,0.2,gp_rbf,0.7912811446075534,1.103055860790935,10
timesfm2p5,current_velocity_5T,0.2,saits,0.6438568385472598,0.5595102292285945,6
timesfm2p5,current_velocity_5T,0.3,mean,1.22324022121568,1.290769186342257,10
timesfm2p5,current_velocity_5T,0.3,forward,1.1709919747699442,1.2968735961766455,10
timesfm2p5,current_velocity_5T,0.3,linear,0.6808292318564663,0.4317768963302706,3
timesfm2p5,current_velocity_5T,0.3,gp_rbf,1.1525560772695609,1.2112635960952058,10
timesfm2p5,current_velocity_5T,0.3,saits,0.8663576621959101,0.6217227215559513,7
timesfm2p5,current_velocity_H,0.1,mean,-0.0062275887685803,0.5746735171790608,6
timesfm2p5,current_velocity_H,0.1,forward,-0.0320476663547666,0.3876324647583902,2
timesfm2p5,current_velocity_H,0.1,linear,-0.0374084313579176,0.4756243493476164,4
timesfm2p5,current_velocity_H,0.1,gp_rbf,-0.0385475767797003,0.5852926148449589,7
timesfm2p5,current_velocity_H,0.1,saits,-0.0348321003091711,0.6467987431293453,8
timesfm2p5,current_velocity_H,0.2,mean,0.0190980406605599,0.3220319069343767,1
timesfm2p5,current_velocity_H,0.2,forward,-0.0680411894202687,0.3519386980079411,1
timesfm2p5,current_velocity_H,0.2,linear,-0.0527241635443037,0.3814644499983222,2
timesfm2p5,current_velocity_H,0.2,gp_rbf,0.0458962251897506,0.3847474914298451,2
timesfm2p5,current_velocity_H,0.2,saits,0.0128526248495827,0.4446928150267021,3
timesfm2p5,current_velocity_H,0.3,mean,0.0407196298350483,0.7841098387716645,9
timesfm2p5,current_velocity_H,0.3,forward,-0.0444503977163998,0.7538073352668259,9
timesfm2p5,current_velocity_H,0.3,linear,-0.0290188803127045,0.6966831849258414,8
timesfm2p5,current_velocity_H,0.3,gp_rbf,-0.0158000636909253,0.5697160941143414,6
timesfm2p5,current_velocity_H,0.3,saits,-0.0283994358685475,0.2456481506941974,1
timesfm2p5,electricity,0.1,mean,0.0007289213468024,0.499989783613842,5
timesfm2p5,electricity,0.1,forward,0.0362785709434308,0.5090337714908726,5
timesfm2p5,electricity,0.1,linear,0.0155840165650142,0.5273987099537852,5
timesfm2p5,electricity,0.1,gp_rbf,0.0197229814580366,0.5422024464912717,6
timesfm2p5,electricity,0.1,saits,0.0318236614766333,0.6548814593624729,8
timesfm2p5,electricity,0.2,mean,0.000781872554276,0.2966076247558558,1
timesfm2p5,electricity,0.2,forward,0.0145967359710075,0.3948962914126925,2
timesfm2p5,electricity,0.2,linear,-0.0198075328089234,0.328641309690617,1
timesfm2p5,electricity,0.2,gp_rbf,0.0079620278575378,0.3335197144406088,1
timesfm2p5,electricity,0.2,saits,-0.0604678623698469,0.6568887323041304,8
timesfm2p5,electricity,0.3,mean,0.1315678438873879,0.5491419394085925,6
timesfm2p5,electricity,0.3,forward,0.1143299301177683,0.4230950454919085,2
timesfm2p5,electricity,0.3,linear,0.1490406335767629,0.3720886975803033,2
timesfm2p5,electricity,0.3,gp_rbf,0.136633589954549,0.3627248272815344,1
timesfm2p5,electricity,0.3,saits,-0.0335236582156918,0.4229043939530387,2
timesfm2p5,ETTh1,0.1,mean,0.0033766214823388,0.3323934135739601,1
timesfm2p5,ETTh1,0.1,forward,-0.0275126834201574,0.4649733761100583,3
timesfm2p5,ETTh1,0.1,linear,0.0021308300207445,0.4912344411506144,4
timesfm2p5,ETTh1,0.1,gp_rbf,-0.0141317306762104,0.4744821985202332,4
timesfm2p5,ETTh1,0.1,saits,-0.0106273757388767,0.6128728081990896,7
timesfm2p5,ETTh1,0.2,mean,-0.0227829373788666,0.3245511689061379,1
timesfm2p5,ETTh1,0.2,forward,0.0179531806902738,0.4996985706543091,5
timesfm2p5,ETTh1,0.2,linear,0.0276682251016108,0.4788471623123649,4
timesfm2p5,ETTh1,0.2,gp_rbf,0.0270964554475806,0.4754212051190189,4
timesfm2p5,ETTh1,0.2,saits,-0.0265336459275284,0.5177697121633668,5
timesfm2p5,ETTh1,0.3,mean,0.3088303251416423,0.4743657759378458,4
timesfm2p5,ETTh1,0.3,forward,0.0093218618326605,0.4817142741543343,4
timesfm2p5,ETTh1,0.3,linear,0.0095878676510568,0.5251587365872388,5
timesfm2p5,ETTh1,0.3,gp_rbf,0.0015478292717574,0.576611975726696,6
timesfm2p5,ETTh1,0.3,saits,0.0285798936973475,0.5853202917846745,7
timesfm2p5,ETTh2,0.1,mean,0.0301873469414192,0.4383985766534941,3
timesfm2p5,ETTh2,0.1,forward,0.0210889386035392,0.4307168817119808,2
timesfm2p5,ETTh2,0.1,linear,0.0036033851356922,0.4400731014502455,3
timesfm2p5,ETTh2,0.1,gp_rbf,0.0021230258699818,0.4909359929275165,4
timesfm2p5,ETTh2,0.1,saits,-0.0134894981344816,0.5961481926153808,7
timesfm2p5,ETTh2,0.2,mean,0.103722539419757,0.671802266006939,8
timesfm2p5,ETTh2,0.2,forward,0.0552517769382843,0.4993430442944346,4
timesfm2p5,ETTh2,0.2,linear,0.0808161245430798,0.4270365285337069,2
timesfm2p5,ETTh2,0.2,gp_rbf,0.0300643064252118,0.4372541232526206,3
timesfm2p5,ETTh2,0.2,saits,0.0167625488377125,0.4716830562024485,4
timesfm2p5,ETTh2,0.3,mean,0.0048312568203538,1.3703370518920617,10
timesfm2p5,ETTh2,0.3,forward,0.1215896515071619,0.8946103860936293,9
timesfm2p5,ETTh2,0.3,linear,0.0745966678106954,0.8586897462697237,9
timesfm2p5,ETTh2,0.3,gp_rbf,0.1189518737904467,0.8611855938399956,9
timesfm2p5,ETTh2,0.3,saits,0.0264403432484928,0.4660810754605078,3
timesfm2p5,EWELD_Load_15T,0.1,mean,0.1135220553014147,0.559779652920887,6
timesfm2p5,EWELD_Load_15T,0.1,forward,0.1781620472252162,0.7528705159847782,9
timesfm2p5,EWELD_Load_15T,0.1,linear,0.1000148556372971,0.6316124017882497,7
timesfm2p5,EWELD_Load_15T,0.1,gp_rbf,0.1351817982258546,0.5358356033005632,6
timesfm2p5,EWELD_Load_15T,0.1,saits,0.050820343546508,0.5203147514401055,5
timesfm2p5,EWELD_Load_15T,0.2,mean,0.2907832978045348,0.6580682672108437,8
timesfm2p5,EWELD_Load_15T,0.2,forward,0.4074470721289442,1.1397227136456982,10
timesfm2p5,EWELD_Load_15T,0.2,linear,0.1628732000511311,0.5907506251139444,7
timesfm2p5,EWELD_Load_15T,0.2,gp_rbf,0.308125802850473,0.7094586169932301,8
timesfm2p5,EWELD_Load_15T,0.2,saits,0.1231869745099629,0.494801011959352,4
timesfm2p5,EWELD_Load_15T,0.3,mean,0.4746544538394215,0.7474071149004291,9
timesfm2p5,EWELD_Load_15T,0.3,forward,0.4116067250079407,1.2869718102348895,10
timesfm2p5,EWELD_Load_15T,0.3,linear,0.3000516602072287,0.7834948633793904,9
timesfm2p5,EWELD_Load_15T,0.3,gp_rbf,0.528973674775614,0.7584299970253315,9
timesfm2p5,EWELD_Load_15T,0.3,saits,0.1833461908798243,0.5945286640914303,7
timesfm2p5,exchange_rate,0.1,mean,-0.1162078153680489,0.6169456379737285,7
