dataset,term,ratio_code,imputation_method,window_idx,distribution_gap,smape,smape_diff_vs_clean
ETTh2,long,030,backward,7,1.6227978430005754,79.0131936076143,5.413621011099863
ETTh2,long,030,backward,8,1.735861382802128,199.07014158003545,0.3632170091642024
ETTh2,long,030,backward,9,1.3139097868065033,200.0,0.0
ETTh2,long,030,backward,10,2.029753930796084,200.0,0.0
ETTh2,long,030,backward,11,1.6091679787002693,142.38359926332464,12.775786426200682
ETTh2,long,030,backward,12,1.858270964872117,35.324385249479974,2.482523200472407
ETTh2,long,030,backward,13,1.7324509845124139,23.336124669732317,-4.103093412456044
ETTh2,long,030,backward,14,1.5331024179550832,56.581282205762264,13.842281023047704
EWELD_Load_15T,long,010,backward,0,2.526829667226753,108.03218188959744,-3.920874076870504
EWELD_Load_15T,long,010,backward,1,2.044143888762179,123.56567476481888,-9.069657507253964
EWELD_Load_15T,long,010,backward,2,1.841669315763815,132.45934108364432,5.21228455742704
EWELD_Load_15T,long,010,backward,3,1.9149811569080668,127.08431675663473,3.1245042758832824
EWELD_Load_15T,long,010,backward,4,1.6382054985431498,114.93141443178014,-9.179281047108276
EWELD_Load_15T,long,010,backward,5,1.7440065588717535,124.03252243156322,-2.687338483073333
EWELD_Load_15T,long,010,backward,6,1.7061619831759782,135.4082656875425,9.986239326453756
EWELD_Load_15T,long,010,backward,7,1.6474508993233534,131.77929440195692,7.951424130763428
EWELD_Load_15T,long,010,backward,8,1.7916304269624117,118.09401595633975,-3.914573984815675
EWELD_Load_15T,long,010,backward,9,1.7024907972794971,105.59108289485566,-24.06276670056137
EWELD_Load_15T,long,010,backward,10,1.766796700536547,124.34139405362585,4.532146806454747
EWELD_Load_15T,long,010,backward,11,1.631179723702706,111.03804182909256,-18.816439476035086
EWELD_Load_15T,long,010,backward,12,1.9706941094494752,137.70299295142243,2.2286414884281953
EWELD_Load_15T,long,010,backward,13,1.6726342126248843,100.46818846622065,-31.443416077895733
EWELD_Load_15T,long,010,backward,14,1.845947234048308,124.60907707668152,-4.942341583613185
EWELD_Load_15T,long,010,backward,15,1.6542556002221747,98.8196678188649,-34.68660600136519
EWELD_Load_15T,long,010,backward,16,1.7423964200597564,114.2969892755273,-4.32967530296915
EWELD_Load_15T,long,010,backward,17,1.8846464653778714,96.88255597482055,-16.17405984917761
EWELD_Load_15T,long,020,backward,0,2.3361261454941573,110.15282227678343,-1.800233689684518
EWELD_Load_15T,long,020,backward,1,2.0326494510839233,109.99194076626424,-22.64339150580861
EWELD_Load_15T,long,020,backward,2,1.681131202849943,121.41075784131704,-5.8362986849002425
EWELD_Load_15T,long,020,backward,3,2.116261371453688,100.11883969632744,-23.84097278442401
EWELD_Load_15T,long,020,backward,4,1.6119688881404477,110.71249882464633,-13.398196654242085
EWELD_Load_15T,long,020,backward,5,1.7444385376088334,109.70899676987496,-17.010864144761598
EWELD_Load_15T,long,020,backward,6,1.6977705994343328,124.11712045097308,-1.3049059101156644
EWELD_Load_15T,long,020,backward,7,1.7725170003576007,122.92921501413028,-0.8986552570632114
EWELD_Load_15T,long,020,backward,8,1.9920699580499839,101.17280738284957,-20.83578255830585
EWELD_Load_15T,long,020,backward,9,1.660458464472659,115.86478772009472,-13.789061875322304
EWELD_Load_15T,long,020,backward,10,1.5640509608075421,110.6769898937819,-9.132257353389207
EWELD_Load_15T,long,020,backward,11,1.7349156620317134,130.5933012488798,0.7388199437521621
EWELD_Load_15T,long,020,backward,12,1.7705095963931496,115.59893873875251,-19.875412724241727
EWELD_Load_15T,long,020,backward,13,1.5565645577920142,119.75513918069531,-12.156465363421077
EWELD_Load_15T,long,020,backward,14,2.0181680722144075,129.4412102447917,-0.11020841550299565
EWELD_Load_15T,long,020,backward,15,2.1538223675617343,145.84401468758966,12.337740867359571
EWELD_Load_15T,long,020,backward,16,1.7311233643774215,106.02743179648118,-12.599232782015264
EWELD_Load_15T,long,020,backward,17,1.7136931254650818,101.95323599667367,-11.103379827324488
EWELD_Load_15T,long,030,backward,0,1.8957241002123508,103.52491576055363,-8.428140205914318
EWELD_Load_15T,long,030,backward,1,1.746337894986892,103.41502875766993,-29.220303514402914
EWELD_Load_15T,long,030,backward,2,2.194347025945827,128.57414169603325,1.3270851698159731
EWELD_Load_15T,long,030,backward,3,1.842837172205966,108.38490274555674,-15.574909735194709
EWELD_Load_15T,long,030,backward,4,1.9031269771872033,138.32333553414588,14.212640055257467
EWELD_Load_15T,long,030,backward,5,1.7192591186899053,124.05653364681348,-2.663327267823078
EWELD_Load_15T,long,030,backward,6,1.6864067624735488,129.50795114426145,4.085924783172715
EWELD_Load_15T,long,030,backward,7,1.5802621625876487,148.58696247611692,24.759092204923434
EWELD_Load_15T,long,030,backward,8,1.3885638165892658,98.14369529106004,-23.86489465009538
EWELD_Load_15T,long,030,backward,9,1.9431435852305854,110.21792482145858,-19.435924773958448
EWELD_Load_15T,long,030,backward,10,1.6618577726392092,100.46958007968303,-19.339667167488074
EWELD_Load_15T,long,030,backward,11,1.7171392767152345,112.6357809546074,-17.21870035052025
EWELD_Load_15T,long,030,backward,12,1.54780058811248,113.20025430928315,-22.274097153711082
EWELD_Load_15T,long,030,backward,13,2.0347246753017862,98.26512733810657,-33.64647720600982
EWELD_Load_15T,long,030,backward,14,1.875641966079869,108.91091153476997,-20.640507125524735
EWELD_Load_15T,long,030,backward,15,1.5162401021032568,97.6740397200549,-35.832234100175185
EWELD_Load_15T,long,030,backward,16,1.7029556881088994,109.35332805535245,-9.273336523143996
EWELD_Load_15T,long,030,backward,17,2.108375208872949,80.77723910579562,-32.27937671820254
Finland_Traffic_15T,long,010,backward,0,2.026061735380424,105.95524072263265,-9.539693966704462
Finland_Traffic_15T,long,010,backward,1,1.847646419419639,83.27056298256795,3.069183635514378
Finland_Traffic_15T,long,010,backward,2,1.7183337403013097,109.03977936529108,-2.4776839820431746
Finland_Traffic_15T,long,010,backward,3,2.2418795893404453,84.60151258475622,-17.999359604003217
Finland_Traffic_15T,long,010,backward,4,1.742042592827302,97.34322126850878,-5.739868965375479
Finland_Traffic_15T,long,010,backward,5,1.818744172130315,113.46199033351493,-1.3547141415778015
Finland_Traffic_15T,long,010,backward,6,2.1168834281049276,86.24257583264833,-19.243601328776037
Finland_Traffic_15T,long,010,backward,7,1.812163065787395,108.92134512557172,-5.974217704842346
Finland_Traffic_15T,long,010,backward,8,1.6144672571131509,93.7259674647329,-14.343472414643259
Finland_Traffic_15T,long,010,backward,9,1.8430749239698572,129.5209562437842,10.213915416357963
Finland_Traffic_15T,long,010,backward,10,1.787378153058047,103.96969198697144,-3.112599844576323
Finland_Traffic_15T,long,010,backward,11,1.809729469405294,93.90606575552606,-2.263428200367798
Finland_Traffic_15T,long,010,backward,12,1.5318479528699671,97.65282668881657,-5.128199152894453
Finland_Traffic_15T,long,010,backward,13,1.6706988668701903,106.42175030487786,2.6592478332176768
Finland_Traffic_15T,long,010,backward,14,1.8210094416591134,99.32173662000785,-5.305071304141862
Finland_Traffic_15T,long,010,backward,15,1.8168602982905449,96.10254837449938,8.499712677443199
Finland_Traffic_15T,long,010,backward,16,1.8103834293663907,89.61122681970423,-7.483982904504558
Finland_Traffic_15T,long,010,backward,17,2.059035657965433,89.78198500934393,-28.331285387395184
Finland_Traffic_15T,long,010,backward,18,1.7242953593487438,103.48918390055329,-9.53037248262143
Finland_Traffic_15T,long,010,backward,19,1.922851408670946,84.06039531738527,-4.011773944731985
Finland_Traffic_15T,long,020,backward,0,1.9730559090970152,104.0358375266048,-11.45909716273232
Finland_Traffic_15T,long,020,backward,1,1.705123569020317,95.673735414085,15.472356067031427
Finland_Traffic_15T,long,020,backward,2,1.8646778209509765,128.58948592029054,17.072022572956286
Finland_Traffic_15T,long,020,backward,3,1.791517876014749,80.4404275936105,-22.160444595148945
Finland_Traffic_15T,long,020,backward,4,2.287679492040126,110.82229460433621,7.739204370451944
Finland_Traffic_15T,long,020,backward,5,2.0873752069878697,87.73950280549508,-27.077201669597656
Finland_Traffic_15T,long,020,backward,6,1.7159690910159666,88.38159095442052,-17.104586207003848
Finland_Traffic_15T,long,020,backward,7,1.8536934368874622,82.15743740510597,-32.7381254253081
Finland_Traffic_15T,long,020,backward,8,2.037808668142083,121.83791780002859,13.76847792065243
Finland_Traffic_15T,long,020,backward,9,1.4888097688111006,97.84780929200808,-21.45923153541817
Finland_Traffic_15T,long,020,backward,10,1.3699602267582465,82.35962298660063,-24.722668844947137
Finland_Traffic_15T,long,020,backward,11,1.5322160487439784,79.65241801151099,-16.517075944382867
Finland_Traffic_15T,long,020,backward,12,1.5346857108432244,89.40007717562035,-13.380948666090674
Finland_Traffic_15T,long,020,backward,13,1.8808533054961831,85.49074754465683,-18.271754927003357
Finland_Traffic_15T,long,020,backward,14,1.6956872350554901,92.36111216315864,-12.265695760991079
Finland_Traffic_15T,long,020,backward,15,2.226955887244402,84.13769111085385,-3.465144586202328
Finland_Traffic_15T,long,020,backward,16,1.5991177344630374,84.9707703051243,-12.124439419084482
Finland_Traffic_15T,long,020,backward,17,1.8378085541231293,96.40155959238548,-21.71171080435363
Finland_Traffic_15T,long,020,backward,18,1.4868706006775476,108.61885909237492,-4.400697290799798
Finland_Traffic_15T,long,020,backward,19,1.8633344211708356,91.16212364801224,3.089954385894984
Finland_Traffic_15T,long,030,backward,0,1.944151045283887,100.53886164997445,-14.956073039362664
Finland_Traffic_15T,long,030,backward,1,1.8540813108434193,78.07592029622322,-2.125459050830358
Finland_Traffic_15T,long,030,backward,2,1.7073197407701828,73.87874722805233,-37.63871611928192
Finland_Traffic_15T,long,030,backward,3,1.448984388821199,83.19197604429088,-19.408896144468557
Finland_Traffic_15T,long,030,backward,4,1.7327864855936677,98.65356528485577,-4.42952494902849
Finland_Traffic_15T,long,030,backward,5,1.6085026246327898,80.90366539877039,-33.91303907632235
Finland_Traffic_15T,long,030,backward,6,1.7096570578403254,100.64948491580252,-4.8366922456218475
Finland_Traffic_15T,long,030,backward,7,2.2602928250697563,98.65328261514523,-16.242280215268835
Finland_Traffic_15T,long,030,backward,8,1.5020191861855536,89.78128507206866,-18.288154807307507
Finland_Traffic_15T,long,030,backward,9,1.7153543090107966,85.73354683049917,-33.573493996927084
Finland_Traffic_15T,long,030,backward,10,1.721006123926276,91.54627556934602,-15.536016262201741
Finland_Traffic_15T,long,030,backward,11,1.590496160573752,79.54407687759365,-16.625417078300202
Finland_Traffic_15T,long,030,backward,12,1.5134142084211986,82.20920598516163,-20.571819856549396
Finland_Traffic_15T,long,030,backward,13,2.0431385571469933,80.8688337935389,-22.893668678121287
Finland_Traffic_15T,long,030,backward,14,1.6373298722116711,98.83015889266169,-5.79664903148803
Finland_Traffic_15T,long,030,backward,15,2.2834640116759264,87.78859424867392,0.18575855161773802
Finland_Traffic_15T,long,030,backward,16,1.8229427354656742,101.41721428719977,4.322004562990983
Finland_Traffic_15T,long,030,backward,17,1.6660113063718285,81.541199682828,-36.57207071391112
Finland_Traffic_15T,long,030,backward,18,2.019788609919163,97.55989407484019,-15.45966230833453
Finland_Traffic_15T,long,030,backward,19,1.6259653250070893,80.00574384029755,-8.066425421819702
NE_China_Wind_H,long,010,backward,0,1.1871715116556358,191.61577200635878,0.38296758523773633
NE_China_Wind_H,long,010,backward,1,2.2828810581660526,192.7884488814618,0.36177356554154017
NE_China_Wind_H,long,010,backward,2,1.3667870772218247,195.7532537451097,0.0726878116153955
NE_China_Wind_H,long,010,backward,3,1.5960436693023583,135.57085670926438,3.710602303873543
NE_China_Wind_H,long,010,backward,4,1.4766809710790456,43.09399332679575,-0.7637633270032111
NE_China_Wind_H,long,010,backward,5,1.7236586432476761,58.6591556047029,-4.840862697961867
NE_China_Wind_H,long,010,backward,6,1.3749806746936628,199.5705654634087,-0.04643500551566149
NE_China_Wind_H,long,010,backward,7,1.0199283953602785,190.07505288169756,-0.05693916237510166
NE_China_Wind_H,long,020,backward,0,1.3737977416756835,191.69451106225372,0.4617066411326789
NE_China_Wind_H,long,020,backward,1,2.209392178355277,192.6474078416044,0.2207325256841557
NE_China_Wind_H,long,020,backward,2,1.7028147584029656,196.10042676174078,0.4198608282464704
NE_China_Wind_H,long,020,backward,3,1.6563420399680469,142.5794525364483,10.719198131057453
NE_China_Wind_H,long,020,backward,4,1.905430068310934,51.29738033546069,7.439623681661729
NE_China_Wind_H,long,020,backward,5,1.828359624536989,84.854846923386,21.354828620721236
NE_China_Wind_H,long,020,backward,6,1.3663881097179138,199.64799894991327,0.03099848098889879
NE_China_Wind_H,long,020,backward,7,1.3924382926805168,190.2546689843303,0.12267694025763376
NE_China_Wind_H,long,030,backward,0,1.307247002153465,185.80964430893698,-5.423160112184064
NE_China_Wind_H,long,030,backward,1,1.958443160598423,192.55525965791676,0.1285843419965147
NE_China_Wind_H,long,030,backward,2,2.1572710992308917,195.5464170117086,-0.1341489217857088
NE_China_Wind_H,long,030,backward,3,1.6969998998710254,140.83229309428924,8.972038688898408
NE_China_Wind_H,long,030,backward,4,1.644685545862718,39.99232622361439,-3.865430430184567
NE_China_Wind_H,long,030,backward,5,1.8134169031669944,120.22306408153254,56.72304577886777
NE_China_Wind_H,long,030,backward,6,1.4799604032599072,199.74204066265898,0.1250401937346055
NE_China_Wind_H,long,030,backward,7,1.3322760672230713,189.91656788532225,-0.21542415875040888
OpenElectricity_NEM_5T,long,010,backward,0,1.1621750363469427,11.450052244698618,1.883190668160303
OpenElectricity_NEM_5T,long,010,backward,1,1.642898955885188,19.27415768696754,-0.13567497432120135
OpenElectricity_NEM_5T,long,010,backward,2,1.4285392078931278,17.245674475899758,4.488580024031153
OpenElectricity_NEM_5T,long,010,backward,3,1.2227399979065956,23.688551598995886,0.3112523341301774
OpenElectricity_NEM_5T,long,010,backward,4,1.7635709720028492,12.511889085773053,0.30878559966925323
OpenElectricity_NEM_5T,long,010,backward,5,1.3820976374899774,18.378862527797306,1.201855786870862
OpenElectricity_NEM_5T,long,010,backward,6,2.0944052962644295,9.454509471059797,-0.8268730171567213
OpenElectricity_NEM_5T,long,010,backward,7,1.748342011241552,17.998789027339416,-0.019219890940387785
OpenElectricity_NEM_5T,long,010,backward,8,0.9700572919240736,9.423179600236683,-0.3394734681131997
OpenElectricity_NEM_5T,long,010,backward,9,1.513850044752023,16.841611279175144,-0.17781729501122712
OpenElectricity_NEM_5T,long,010,backward,10,1.2221503628669659,11.80111658346553,0.021975268909800505
OpenElectricity_NEM_5T,long,010,backward,11,1.9792182633258533,17.161263019709644,2.1634166973365616
OpenElectricity_NEM_5T,long,010,backward,12,1.2206530227278438,12.668452464863703,-0.2621780564599874
OpenElectricity_NEM_5T,long,010,backward,13,1.3899922984282285,17.40497580543401,-0.013855752369476448
OpenElectricity_NEM_5T,long,010,backward,14,2.33798911525055,13.804884925136173,-0.19283737861404937
OpenElectricity_NEM_5T,long,010,backward,15,0.9879147565891824,15.767066348999348,-0.0007572030986775502
OpenElectricity_NEM_5T,long,010,backward,16,0.8881272037875776,13.20612893955384,-0.31551576360875977
OpenElectricity_NEM_5T,long,010,backward,17,2.3752234300993447,20.78753429179261,2.4731528544635566
OpenElectricity_NEM_5T,long,010,backward,18,1.9896673210523559,11.65028494294994,1.0811047120503936
OpenElectricity_NEM_5T,long,010,backward,19,1.3105862094065912,12.544071241270533,0.35439207031384434
OpenElectricity_NEM_5T,long,020,backward,0,1.2477479014859967,8.926856537685637,-0.6400050388526779
OpenElectricity_NEM_5T,long,020,backward,1,1.7291523574310381,17.293467568958697,-2.116365092330046
OpenElectricity_NEM_5T,long,020,backward,2,1.5953781601060024,12.194665661498341,-0.562428790370264
OpenElectricity_NEM_5T,long,020,backward,3,1.3234139596795287,21.622348797100074,-1.7549504677656351
OpenElectricity_NEM_5T,long,020,backward,4,1.2050957076464757,11.679514154762998,-0.5235893313408013
OpenElectricity_NEM_5T,long,020,backward,5,1.3649344200677826,15.849735545544325,-1.327271195382119
OpenElectricity_NEM_5T,long,020,backward,6,1.7110296743518771,11.985004286500663,1.7036217982841446
OpenElectricity_NEM_5T,long,020,backward,7,2.4928474599223263,19.6731286860517,1.6551197677718967
OpenElectricity_NEM_5T,long,020,backward,8,1.1085183257337259,10.33619901402441,0.5735459456745282
OpenElectricity_NEM_5T,long,020,backward,9,1.118909834084905,17.586070706780813,0.566642132594442
OpenElectricity_NEM_5T,long,020,backward,10,1.0809250465415339,12.835698975711601,1.0565576611558711
OpenElectricity_NEM_5T,long,020,backward,11,2.349895777783326,14.180173303491292,-0.8176730188817896
OpenElectricity_NEM_5T,long,020,backward,12,1.0550132313672849,12.071098325797278,-0.8595321955264126
OpenElectricity_NEM_5T,long,020,backward,13,2.189624084210711,20.304693808050203,2.885862250246717
OpenElectricity_NEM_5T,long,020,backward,14,1.7379293601484542,13.408741409566623,-0.5889808941835994
OpenElectricity_NEM_5T,long,020,backward,15,1.2622508314673915,17.62026525361005,1.8524417015120243
OpenElectricity_NEM_5T,long,020,backward,16,1.4463940492695233,13.818901373653143,0.29725667049054216
OpenElectricity_NEM_5T,long,020,backward,17,1.8469190674081448,17.657200881029837,-0.6571805562992168
OpenElectricity_NEM_5T,long,020,backward,18,1.293559255118696,11.555225070004555,0.9860448391050092
OpenElectricity_NEM_5T,long,020,backward,19,1.3886775606668615,12.43042189584423,0.24074272488754112
OpenElectricity_NEM_5T,long,030,backward,0,1.2588367834176173,8.143939461784123,-1.4229221147541917
OpenElectricity_NEM_5T,long,030,backward,1,1.6155439042586215,18.707775182353377,-0.702057478935366
OpenElectricity_NEM_5T,long,030,backward,2,1.5756376944463188,18.034598101316487,5.2775036494478815
OpenElectricity_NEM_5T,long,030,backward,3,1.628241991023636,25.721263141267624,2.343963876401915
OpenElectricity_NEM_5T,long,030,backward,4,1.4099541228867245,12.227311525485423,0.02420803938162308
OpenElectricity_NEM_5T,long,030,backward,5,1.4701800613774305,17.387109873744627,0.21010313281818327
OpenElectricity_NEM_5T,long,030,backward,6,2.3324013015544303,13.23334246355386,2.951959975337342
OpenElectricity_NEM_5T,long,030,backward,7,2.3193015713922143,17.980968854584912,-0.03704006369489221
OpenElectricity_NEM_5T,long,030,backward,8,1.2214601384789399,10.005488064614518,0.24283499626463545
OpenElectricity_NEM_5T,long,030,backward,9,2.0251445478753958,16.8856173794503,-0.13381119473607228
OpenElectricity_NEM_5T,long,030,backward,10,2.1178361017311067,10.346569945287488,-1.432571369268242
OpenElectricity_NEM_5T,long,030,backward,11,1.1559932404333342,13.913950476803194,-1.083895845569888
OpenElectricity_NEM_5T,long,030,backward,12,1.0096748364253152,13.398740730268493,0.46811020894480215
OpenElectricity_NEM_5T,long,030,backward,13,1.0180811648696786,15.960463552758103,-1.4583680050453829
OpenElectricity_NEM_5T,long,030,backward,14,1.1202259968031336,13.055060268977398,-0.942662034772825
OpenElectricity_NEM_5T,long,030,backward,15,1.3575577221295605,16.05831659399815,0.2904930419001239
OpenElectricity_NEM_5T,long,030,backward,16,2.058675556475528,12.935088415715699,-0.5865562874469017
OpenElectricity_NEM_5T,long,030,backward,17,1.3999443639217117,20.041556951741303,1.7271755144122487
OpenElectricity_NEM_5T,long,030,backward,18,2.0236902287001297,10.120532761657735,-0.448647469241811
OpenElectricity_NEM_5T,long,030,backward,19,1.3608318180941306,13.32275050430999,1.1330713333533016
Port_Activity_D,long,010,backward,0,1.974975087872194,159.40405813295754,0.0
Port_Activity_D,long,010,backward,1,2.104783098198315,164.818263320778,6.861116271415398
Port_Activity_D,long,010,backward,2,1.4402542414987511,165.48409895738848,8.256142726512536
Port_Activity_D,long,020,backward,0,1.9086584978494274,164.94920316284126,5.545145029883713
Port_Activity_D,long,020,backward,1,1.786960552456162,191.29761597817733,33.340468928814744
Port_Activity_D,long,020,backward,2,1.8090060302609996,194.60295317270928,37.37499694183333
Port_Activity_D,long,030,backward,0,2.0679073932132814,161.3790349559469,1.9749768229893618
Port_Activity_D,long,030,backward,1,1.967420919213007,166.39538729140168,8.438240242039086
Port_Activity_D,long,030,backward,2,1.4477890469534982,170.5839098177501,13.355953586874165
Supply_Chain_Customer_D,long,010,backward,0,2.149891383384331,135.1744448793111,10.088314967969609
Supply_Chain_Customer_D,long,010,backward,1,1.8011964917436059,101.26123872055987,5.074135821680159
Supply_Chain_Customer_D,long,010,backward,2,1.6962637145737522,118.04379208929167,-8.910299633109886
Supply_Chain_Customer_D,long,020,backward,0,2.330292076526182,116.9434132608994,-8.142716650442082
Supply_Chain_Customer_D,long,020,backward,1,1.4703627453794725,96.20671933431511,0.019616435435395374
Supply_Chain_Customer_D,long,020,backward,2,1.7137110575676724,119.19821216485846,-7.755879557543096
Supply_Chain_Customer_D,long,030,backward,0,1.8907389346533374,127.9714531431289,2.8853232317874102
Supply_Chain_Customer_D,long,030,backward,1,1.906116475635271,92.00251480741667,-4.184588091463041
Supply_Chain_Customer_D,long,030,backward,2,1.5646179857631033,109.59637608274757,-17.35771563965399
Supply_Chain_Location_D,long,010,backward,0,2.083362612418031,134.26830435983183,2.9907567452025887
Supply_Chain_Location_D,long,010,backward,1,2.0160629384499202,82.30416380458976,-7.089616416862157
Supply_Chain_Location_D,long,010,backward,2,1.6684407264867502,124.04265955004341,-0.8594674952745294
Supply_Chain_Location_D,long,020,backward,0,1.87056264928521,129.61644660908507,-1.6611010055441682
Supply_Chain_Location_D,long,020,backward,1,2.18036581759135,83.83489218673851,-5.558888034713405
Supply_Chain_Location_D,long,020,backward,2,1.6459504704319736,120.31444272113842,-4.58768432417952
Supply_Chain_Location_D,long,030,backward,0,2.1737018227233897,122.90275187185837,-8.374795742770871
Supply_Chain_Location_D,long,030,backward,1,1.9266907928241188,93.16247419870164,3.7686939772497254
Supply_Chain_Location_D,long,030,backward,2,1.7694406003836654,115.94406839440843,-8.958058650909507
Water_Quality_Darwin_15T,long,010,backward,0,1.816153921054576,2.480417258847676,0.06296177903155664
Water_Quality_Darwin_15T,long,010,backward,1,1.437995159943224,3.491391832144893,-0.17786458274693873
Water_Quality_Darwin_15T,long,010,backward,2,1.8618866311729672,6.564551323762051,0.16708368468535983
Water_Quality_Darwin_15T,long,010,backward,3,1.6001981176975701,3.8952136327953815,0.005917461647145128
Water_Quality_Darwin_15T,long,010,backward,4,1.434867879633033,3.616984555659634,-0.31100047137737397
Water_Quality_Darwin_15T,long,010,backward,5,1.6060076261913538,1.7306095021762724,0.17016311824668584
Water_Quality_Darwin_15T,long,010,backward,6,1.537936251187547,6.5570720275541134,0.6479464479572341
Water_Quality_Darwin_15T,long,010,backward,7,1.9202277739645894,5.199954026921407,-0.7985017655104345
Water_Quality_Darwin_15T,long,010,backward,8,1.8329212405327062,5.657640079339039,-0.6105811038799951
Water_Quality_Darwin_15T,long,010,backward,9,1.6519661604389184,4.082622380411661,-1.5450703563256862
Water_Quality_Darwin_15T,long,010,backward,10,2.0992778573933273,2.617435859767266,-0.9494545730370207
Water_Quality_Darwin_15T,long,010,backward,11,1.811913715760472,8.949925506802106,1.1644450063554919
Water_Quality_Darwin_15T,long,010,backward,12,1.7155348346016706,3.788011539038659,-0.08249294233957594
Water_Quality_Darwin_15T,long,010,backward,13,1.6992640167267896,12.268156067113306,1.162183692878049
Water_Quality_Darwin_15T,long,010,backward,14,1.8227910409095314,9.517593676344221,2.075745524240334
Water_Quality_Darwin_15T,long,010,backward,15,2.229486524098946,8.431664581962545,1.8951236865433287
Water_Quality_Darwin_15T,long,020,backward,0,1.4094709392310114,2.2188761669422377,-0.19857931287388153
Water_Quality_Darwin_15T,long,020,backward,1,1.5273623598369162,4.896642455099919,1.2273860402080867
Water_Quality_Darwin_15T,long,020,backward,2,1.622326394253962,6.403228638993075,0.005760999916383902
Water_Quality_Darwin_15T,long,020,backward,3,1.7138406614566788,3.632092087700883,-0.25720408344735324
Water_Quality_Darwin_15T,long,020,backward,4,1.6501847994637633,3.6564439861717988,-0.271541040865209
Water_Quality_Darwin_15T,long,020,backward,5,1.1278871814922304,2.119385446906889,0.5589390629773026
Water_Quality_Darwin_15T,long,020,backward,6,1.6232890888664593,6.223316144011868,0.3141905644149885
Water_Quality_Darwin_15T,long,020,backward,7,1.9599316584620847,7.007445659730169,1.008989867298327
Water_Quality_Darwin_15T,long,020,backward,8,2.1207062733303808,5.7826501825434775,-0.4855710006755567
Water_Quality_Darwin_15T,long,020,backward,9,1.5128554912043337,5.088738098579946,-0.5389546381574011
Water_Quality_Darwin_15T,long,020,backward,10,1.5349491234308006,4.5797403220031025,1.012849889198816
Water_Quality_Darwin_15T,long,020,backward,11,1.7436880993805763,8.021047334553376,0.23556683410676182
Water_Quality_Darwin_15T,long,020,backward,12,1.9096029710225428,3.0241940779194283,-0.8463104034588067
Water_Quality_Darwin_15T,long,020,backward,13,1.3090626166360508,12.851728169325474,1.7457557950902167
Water_Quality_Darwin_15T,long,020,backward,14,2.1503073942549604,6.749327443505614,-0.6925207085982734
Water_Quality_Darwin_15T,long,020,backward,15,1.50538814855243,6.093828456350569,-0.44271243906864743
Water_Quality_Darwin_15T,long,030,backward,0,1.9054755773892353,2.5543867133913047,0.13693123357518555
Water_Quality_Darwin_15T,long,030,backward,1,1.180266308718106,3.6416073651898433,-0.02764904970198856
Water_Quality_Darwin_15T,long,030,backward,2,1.5817787360121047,5.970664436751871,-0.4268032023248196
Water_Quality_Darwin_15T,long,030,backward,3,1.2812469926276788,3.8402464226754294,-0.049049748472806964
Water_Quality_Darwin_15T,long,030,backward,4,1.5422925858461642,3.7567778874146076,-0.1712071396224002
Water_Quality_Darwin_15T,long,030,backward,5,1.447374757883221,2.1054553007942256,0.545008916864639
Water_Quality_Darwin_15T,long,030,backward,6,1.1800567332434213,5.995082467158571,0.08595688756169206
Water_Quality_Darwin_15T,long,030,backward,7,2.032702775532375,4.486784870351425,-1.511670922080417
Water_Quality_Darwin_15T,long,030,backward,8,1.7473429502834992,6.3015198598212905,0.03329867660225627
Water_Quality_Darwin_15T,long,030,backward,9,1.347120933153948,7.182295425959312,1.5546026892219649
Water_Quality_Darwin_15T,long,030,backward,10,1.889520908634707,4.141337973239652,0.5744475404353651
Water_Quality_Darwin_15T,long,030,backward,11,2.2297684669829656,5.5301010261808505,-2.255379474265764
Water_Quality_Darwin_15T,long,030,backward,12,1.8295065240020714,1.9935486859649711,-1.8769557954132638
Water_Quality_Darwin_15T,long,030,backward,13,1.5131032706226326,11.287247403911586,0.18127502967632836
Water_Quality_Darwin_15T,long,030,backward,14,1.8696705636225472,7.807788980444674,0.3659408283407872
Water_Quality_Darwin_15T,long,030,backward,15,1.8852796458214995,10.664104111770595,4.127563216351378
azure2019_U_5T,long,010,backward,0,2.0,107.49617408898709,-1.3699167977621016
azure2019_U_5T,long,020,backward,0,1.9999999999999998,82.89924207079753,-25.966848815951664
azure2019_U_5T,long,030,backward,0,2.0,134.89680041635458,26.03070952960539
current_velocity_15T,long,010,backward,0,1.8945840666402551,13.153766569204794,-0.02158668106919137
current_velocity_15T,long,010,backward,1,1.608381496100462,11.864809723426552,0.24254769269033893
current_velocity_15T,long,010,backward,2,1.8922115361553165,15.26724803673284,0.1713558521565126
current_velocity_15T,long,010,backward,3,1.5279899131372678,13.602727990880172,-0.02195043784377404
current_velocity_15T,long,010,backward,4,0.4956806336195666,9.792846384767506,0.034448015806978205
current_velocity_15T,long,010,backward,5,1.4328938577957075,2.5115325824170656,0.022643507532407625
current_velocity_15T,long,010,backward,6,0.8373853384775121,1.419278787789752,-0.0010947051006016117
current_velocity_15T,long,010,backward,7,1.2838719334806383,1.8679122950407339,-0.06392460825912671
current_velocity_15T,long,010,backward,8,1.752197588589852,2.3185000569657164,0.01284874552003723
current_velocity_15T,long,010,backward,9,1.3360631328615573,4.891436892935333,0.014206411961865228
current_velocity_15T,long,010,backward,10,1.4764986461431386,6.52213247686343,-0.08145213948659702
