model,dataset,missing_ratio,target,combination,n_methods,spearman
sundial,current_velocity_20T,0.3,relative_mse_gain,drop_residual,8,0.7619047619047621
sundial,current_velocity_20T,0.3,relative_mse_gain,drop_frequency,8,0.7380952380952381
sundial,current_velocity_20T,0.3,relative_mse_gain,full,8,0.8333333333333335
sundial,current_velocity_5T,0.1,relative_mse_gain,trend_only,8,-0.07142857142857144
sundial,current_velocity_5T,0.1,relative_mse_gain,seasonal_only,8,-0.4761904761904762
sundial,current_velocity_5T,0.1,relative_mse_gain,residual_only,8,-0.6190476190476191
sundial,current_velocity_5T,0.1,relative_mse_gain,frequency_only,8,-0.1666666666666667
sundial,current_velocity_5T,0.1,relative_mse_gain,drop_trend,8,-0.7380952380952381
sundial,current_velocity_5T,0.1,relative_mse_gain,drop_seasonal,8,-0.2142857142857143
sundial,current_velocity_5T,0.1,relative_mse_gain,drop_residual,8,-0.2380952380952381
sundial,current_velocity_5T,0.1,relative_mse_gain,drop_frequency,8,-0.28571428571428575
sundial,current_velocity_5T,0.1,relative_mse_gain,full,8,-0.30952380952380953
sundial,current_velocity_5T,0.2,relative_mse_gain,trend_only,8,0.5714285714285715
sundial,current_velocity_5T,0.2,relative_mse_gain,seasonal_only,8,-0.261904761904762
sundial,current_velocity_5T,0.2,relative_mse_gain,residual_only,8,0.6190476190476191
sundial,current_velocity_5T,0.2,relative_mse_gain,frequency_only,8,0.5000000000000001
sundial,current_velocity_5T,0.2,relative_mse_gain,drop_trend,8,0.7142857142857144
sundial,current_velocity_5T,0.2,relative_mse_gain,drop_seasonal,8,0.6666666666666669
sundial,current_velocity_5T,0.2,relative_mse_gain,drop_residual,8,0.7380952380952381
sundial,current_velocity_5T,0.2,relative_mse_gain,drop_frequency,8,0.4047619047619048
sundial,current_velocity_5T,0.2,relative_mse_gain,full,8,0.7380952380952381
sundial,current_velocity_5T,0.3,relative_mse_gain,trend_only,8,0.4285714285714286
sundial,current_velocity_5T,0.3,relative_mse_gain,seasonal_only,8,-0.09523809523809526
sundial,current_velocity_5T,0.3,relative_mse_gain,residual_only,8,0.3333333333333334
sundial,current_velocity_5T,0.3,relative_mse_gain,frequency_only,8,0.19047619047619052
sundial,current_velocity_5T,0.3,relative_mse_gain,drop_trend,8,0.07142857142857144
sundial,current_velocity_5T,0.3,relative_mse_gain,drop_seasonal,8,0.5714285714285715
sundial,current_velocity_5T,0.3,relative_mse_gain,drop_residual,8,0.2380952380952381
sundial,current_velocity_5T,0.3,relative_mse_gain,drop_frequency,8,0.19047619047619052
sundial,current_velocity_5T,0.3,relative_mse_gain,full,8,0.2380952380952381
sundial,current_velocity_H,0.1,relative_mse_gain,trend_only,8,0.5952380952380953
sundial,current_velocity_H,0.1,relative_mse_gain,seasonal_only,8,0.38095238095238104
sundial,current_velocity_H,0.1,relative_mse_gain,residual_only,8,0.6428571428571429
sundial,current_velocity_H,0.1,relative_mse_gain,frequency_only,8,-0.19047619047619052
sundial,current_velocity_H,0.1,relative_mse_gain,drop_trend,8,0.5714285714285715
sundial,current_velocity_H,0.1,relative_mse_gain,drop_seasonal,8,0.6428571428571429
sundial,current_velocity_H,0.1,relative_mse_gain,drop_residual,8,0.523809523809524
sundial,current_velocity_H,0.1,relative_mse_gain,drop_frequency,8,0.5714285714285715
sundial,current_velocity_H,0.1,relative_mse_gain,full,8,0.5714285714285715
sundial,current_velocity_H,0.2,relative_mse_gain,trend_only,8,0.11904761904761905
sundial,current_velocity_H,0.2,relative_mse_gain,seasonal_only,8,0.6190476190476191
sundial,current_velocity_H,0.2,relative_mse_gain,residual_only,8,0.5952380952380953
sundial,current_velocity_H,0.2,relative_mse_gain,frequency_only,8,0.3333333333333334
sundial,current_velocity_H,0.2,relative_mse_gain,drop_trend,8,0.7857142857142858
sundial,current_velocity_H,0.2,relative_mse_gain,drop_seasonal,8,0.4523809523809524
sundial,current_velocity_H,0.2,relative_mse_gain,drop_residual,8,0.5000000000000001
sundial,current_velocity_H,0.2,relative_mse_gain,drop_frequency,8,0.5714285714285715
sundial,current_velocity_H,0.2,relative_mse_gain,full,8,0.5714285714285715
sundial,current_velocity_H,0.3,relative_mse_gain,trend_only,8,0.2380952380952381
sundial,current_velocity_H,0.3,relative_mse_gain,seasonal_only,8,0.8333333333333335
sundial,current_velocity_H,0.3,relative_mse_gain,residual_only,8,0.261904761904762
sundial,current_velocity_H,0.3,relative_mse_gain,frequency_only,8,0.4047619047619048
sundial,current_velocity_H,0.3,relative_mse_gain,drop_trend,8,0.6666666666666669
sundial,current_velocity_H,0.3,relative_mse_gain,drop_seasonal,8,0.3333333333333334
sundial,current_velocity_H,0.3,relative_mse_gain,drop_residual,8,0.6190476190476191
sundial,current_velocity_H,0.3,relative_mse_gain,drop_frequency,8,0.5714285714285715
sundial,current_velocity_H,0.3,relative_mse_gain,full,8,0.5714285714285715
sundial,electricity,0.1,relative_mse_gain,trend_only,8,-0.2142857142857143
sundial,electricity,0.1,relative_mse_gain,seasonal_only,8,-0.9523809523809524
sundial,electricity,0.1,relative_mse_gain,residual_only,8,-0.7142857142857144
sundial,electricity,0.1,relative_mse_gain,frequency_only,8,-0.523809523809524
sundial,electricity,0.1,relative_mse_gain,drop_trend,8,-0.9523809523809524
sundial,electricity,0.1,relative_mse_gain,drop_seasonal,8,-0.4285714285714286
sundial,electricity,0.1,relative_mse_gain,drop_residual,8,-0.9285714285714287
sundial,electricity,0.1,relative_mse_gain,drop_frequency,8,-0.8095238095238096
sundial,electricity,0.1,relative_mse_gain,full,8,-0.8095238095238096
sundial,electricity,0.2,relative_mse_gain,trend_only,8,-0.5000000000000001
sundial,electricity,0.2,relative_mse_gain,seasonal_only,8,0.30952380952380953
sundial,electricity,0.2,relative_mse_gain,residual_only,8,-0.6666666666666669
sundial,electricity,0.2,relative_mse_gain,frequency_only,8,-0.3333333333333334
sundial,electricity,0.2,relative_mse_gain,drop_trend,8,-0.07142857142857144
sundial,electricity,0.2,relative_mse_gain,drop_seasonal,8,-0.7619047619047621
sundial,electricity,0.2,relative_mse_gain,drop_residual,8,0.023809523809523815
sundial,electricity,0.2,relative_mse_gain,drop_frequency,8,0.07142857142857144
sundial,electricity,0.2,relative_mse_gain,full,8,-0.023809523809523815
sundial,electricity,0.3,relative_mse_gain,trend_only,8,0.19047619047619052
sundial,electricity,0.3,relative_mse_gain,seasonal_only,8,0.6428571428571429
sundial,electricity,0.3,relative_mse_gain,residual_only,8,0.0
sundial,electricity,0.3,relative_mse_gain,frequency_only,8,0.6428571428571429
sundial,electricity,0.3,relative_mse_gain,drop_trend,8,0.4285714285714286
sundial,electricity,0.3,relative_mse_gain,drop_seasonal,8,0.19047619047619052
sundial,electricity,0.3,relative_mse_gain,drop_residual,8,0.4761904761904762
sundial,electricity,0.3,relative_mse_gain,drop_frequency,8,0.11904761904761905
sundial,electricity,0.3,relative_mse_gain,full,8,0.28571428571428575
sundial,exchange_rate,0.1,relative_mse_gain,trend_only,8,0.7619047619047621
sundial,exchange_rate,0.1,relative_mse_gain,seasonal_only,8,-0.023809523809523815
sundial,exchange_rate,0.1,relative_mse_gain,residual_only,8,0.04761904761904763
sundial,exchange_rate,0.1,relative_mse_gain,frequency_only,8,-0.19047619047619052
sundial,exchange_rate,0.1,relative_mse_gain,drop_trend,8,0.04761904761904763
sundial,exchange_rate,0.1,relative_mse_gain,drop_seasonal,8,0.1666666666666667
sundial,exchange_rate,0.1,relative_mse_gain,drop_residual,8,0.19047619047619052
sundial,exchange_rate,0.1,relative_mse_gain,drop_frequency,8,-0.04761904761904763
sundial,exchange_rate,0.1,relative_mse_gain,full,8,0.04761904761904763
sundial,exchange_rate,0.2,relative_mse_gain,trend_only,8,0.7380952380952381
sundial,exchange_rate,0.2,relative_mse_gain,seasonal_only,8,0.1666666666666667
sundial,exchange_rate,0.2,relative_mse_gain,residual_only,8,0.4285714285714286
sundial,exchange_rate,0.2,relative_mse_gain,frequency_only,8,-0.7380952380952381
sundial,exchange_rate,0.2,relative_mse_gain,drop_trend,8,-0.04761904761904763
sundial,exchange_rate,0.2,relative_mse_gain,drop_seasonal,8,-0.04761904761904763
sundial,exchange_rate,0.2,relative_mse_gain,drop_residual,8,-0.8095238095238096
sundial,exchange_rate,0.2,relative_mse_gain,drop_frequency,8,0.261904761904762
sundial,exchange_rate,0.2,relative_mse_gain,full,8,0.0
sundial,exchange_rate,0.3,relative_mse_gain,trend_only,8,0.9047619047619048
sundial,exchange_rate,0.3,relative_mse_gain,seasonal_only,8,-0.09523809523809526
sundial,exchange_rate,0.3,relative_mse_gain,residual_only,8,-0.07142857142857144
sundial,exchange_rate,0.3,relative_mse_gain,frequency_only,8,-0.7857142857142858
sundial,exchange_rate,0.3,relative_mse_gain,drop_trend,8,-0.38095238095238104
sundial,exchange_rate,0.3,relative_mse_gain,drop_seasonal,8,-0.38095238095238104
sundial,exchange_rate,0.3,relative_mse_gain,drop_residual,8,-0.880952380952381
sundial,exchange_rate,0.3,relative_mse_gain,drop_frequency,8,0.2142857142857143
sundial,exchange_rate,0.3,relative_mse_gain,full,8,-0.38095238095238104
sundial,traffic,0.1,relative_mse_gain,trend_only,8,0.04761904761904763
sundial,traffic,0.1,relative_mse_gain,seasonal_only,8,-0.14285714285714288
sundial,traffic,0.1,relative_mse_gain,residual_only,8,0.9523809523809524
sundial,traffic,0.1,relative_mse_gain,frequency_only,8,-0.6428571428571429
sundial,traffic,0.1,relative_mse_gain,drop_trend,8,0.38095238095238104
sundial,traffic,0.1,relative_mse_gain,drop_seasonal,8,0.7619047619047621
sundial,traffic,0.1,relative_mse_gain,drop_residual,8,-0.2142857142857143
sundial,traffic,0.1,relative_mse_gain,drop_frequency,8,0.4523809523809524
sundial,traffic,0.1,relative_mse_gain,full,8,0.28571428571428575
sundial,traffic,0.2,relative_mse_gain,trend_only,8,-0.11904761904761905
sundial,traffic,0.2,relative_mse_gain,seasonal_only,8,0.4761904761904762
sundial,traffic,0.2,relative_mse_gain,residual_only,8,0.8571428571428572
sundial,traffic,0.2,relative_mse_gain,frequency_only,8,-0.28571428571428575
sundial,traffic,0.2,relative_mse_gain,drop_trend,8,0.7142857142857144
sundial,traffic,0.2,relative_mse_gain,drop_seasonal,8,0.5952380952380953
sundial,traffic,0.2,relative_mse_gain,drop_residual,8,0.261904761904762
sundial,traffic,0.2,relative_mse_gain,drop_frequency,8,0.7619047619047621
sundial,traffic,0.2,relative_mse_gain,full,8,0.7380952380952381
sundial,traffic,0.3,relative_mse_gain,trend_only,8,0.28571428571428575
sundial,traffic,0.3,relative_mse_gain,seasonal_only,8,0.5952380952380953
sundial,traffic,0.3,relative_mse_gain,residual_only,8,0.5952380952380953
sundial,traffic,0.3,relative_mse_gain,frequency_only,8,0.09523809523809526
sundial,traffic,0.3,relative_mse_gain,drop_trend,8,0.5476190476190477
sundial,traffic,0.3,relative_mse_gain,drop_seasonal,8,0.5476190476190477
sundial,traffic,0.3,relative_mse_gain,drop_residual,8,0.6428571428571429
sundial,traffic,0.3,relative_mse_gain,drop_frequency,8,0.6904761904761906
sundial,traffic,0.3,relative_mse_gain,full,8,0.6190476190476191
sundial,weather,0.1,relative_mse_gain,trend_only,8,0.4761904761904762
sundial,weather,0.1,relative_mse_gain,seasonal_only,8,0.3571428571428572
sundial,weather,0.1,relative_mse_gain,residual_only,8,0.19047619047619052
sundial,weather,0.1,relative_mse_gain,frequency_only,8,0.523809523809524
sundial,weather,0.1,relative_mse_gain,drop_trend,8,0.4523809523809524
sundial,weather,0.1,relative_mse_gain,drop_seasonal,8,0.7619047619047621
sundial,weather,0.1,relative_mse_gain,drop_residual,8,0.4523809523809524
sundial,weather,0.1,relative_mse_gain,drop_frequency,8,0.4523809523809524
sundial,weather,0.1,relative_mse_gain,full,8,0.4523809523809524
sundial,weather,0.2,relative_mse_gain,trend_only,8,0.14285714285714288
sundial,weather,0.2,relative_mse_gain,seasonal_only,8,-0.19047619047619052
sundial,weather,0.2,relative_mse_gain,residual_only,8,-0.30952380952380953
sundial,weather,0.2,relative_mse_gain,frequency_only,8,-0.30952380952380953
sundial,weather,0.2,relative_mse_gain,drop_trend,8,-0.2142857142857143
sundial,weather,0.2,relative_mse_gain,drop_seasonal,8,0.14285714285714288
sundial,weather,0.2,relative_mse_gain,drop_residual,8,-0.14285714285714288
sundial,weather,0.2,relative_mse_gain,drop_frequency,8,0.023809523809523815
sundial,weather,0.2,relative_mse_gain,full,8,-0.14285714285714288
sundial,weather,0.3,relative_mse_gain,trend_only,8,0.7142857142857144
sundial,weather,0.3,relative_mse_gain,seasonal_only,8,0.0
sundial,weather,0.3,relative_mse_gain,residual_only,8,0.023809523809523815
sundial,weather,0.3,relative_mse_gain,frequency_only,8,0.14285714285714288
sundial,weather,0.3,relative_mse_gain,drop_trend,8,0.023809523809523815
sundial,weather,0.3,relative_mse_gain,drop_seasonal,8,0.5476190476190477
sundial,weather,0.3,relative_mse_gain,drop_residual,8,0.2142857142857143
sundial,weather,0.3,relative_mse_gain,drop_frequency,8,0.09523809523809526
sundial,weather,0.3,relative_mse_gain,full,8,0.2142857142857143
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,trend_only,8,-0.5269555552418339
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,seasonal_only,8,-0.814385858101016
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,residual_only,8,0.29940656547831473
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,frequency_only,8,-0.5030030300035688
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,drop_trend,8,-0.7185757571479554
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,drop_seasonal,8,-0.5269555552418339
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,drop_residual,8,-0.5628843430992317
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,drop_frequency,8,-0.5269555552418339
timesfm2p0,Australia_Solar_H,0.1,relative_mse_gain,full,8,-0.5269555552418339
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,trend_only,8,0.30952380952380953
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,seasonal_only,8,0.04761904761904763
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,residual_only,8,0.2380952380952381
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,frequency_only,8,-0.4523809523809524
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,drop_trend,8,-0.14285714285714288
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,drop_seasonal,8,0.30952380952380953
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,drop_residual,8,0.28571428571428575
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,drop_frequency,8,0.28571428571428575
timesfm2p0,Australia_Solar_H,0.2,relative_mse_gain,full,8,0.28571428571428575
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,trend_only,8,0.4523809523809524
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,seasonal_only,8,0.5714285714285715
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,residual_only,8,0.4523809523809524
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,frequency_only,8,-0.1666666666666667
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,drop_trend,8,0.5714285714285715
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,drop_seasonal,8,0.4523809523809524
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,drop_residual,8,0.7142857142857144
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,drop_frequency,8,0.7142857142857144
timesfm2p0,Australia_Solar_H,0.3,relative_mse_gain,full,8,0.7142857142857144
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,trend_only,8,0.023809523809523815
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,seasonal_only,8,-0.3333333333333334
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,residual_only,8,0.19047619047619052
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,frequency_only,8,-0.19047619047619052
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,drop_trend,8,0.28571428571428575
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,drop_seasonal,8,0.3571428571428572
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,drop_residual,8,0.0
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,drop_frequency,8,0.023809523809523815
timesfm2p0,Coastal_T_S_15T,0.1,relative_mse_gain,full,8,0.023809523809523815
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,trend_only,8,-0.04761904761904763
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,seasonal_only,8,0.261904761904762
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,residual_only,8,0.5714285714285715
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,frequency_only,8,0.8095238095238096
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,drop_trend,8,0.5714285714285715
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,drop_seasonal,8,0.6190476190476191
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,drop_residual,8,0.14285714285714288
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,drop_frequency,8,0.6190476190476191
timesfm2p0,Coastal_T_S_15T,0.2,relative_mse_gain,full,8,0.6190476190476191
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,trend_only,8,-0.19047619047619052
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,seasonal_only,8,-0.6666666666666669
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,residual_only,8,0.28571428571428575
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,frequency_only,8,0.1666666666666667
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,drop_trend,8,0.14285714285714288
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,drop_seasonal,8,0.14285714285714288
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,drop_residual,8,-0.5476190476190477
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,drop_frequency,8,0.14285714285714288
timesfm2p0,Coastal_T_S_15T,0.3,relative_mse_gain,full,8,0.14285714285714288
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,trend_only,8,0.30952380952380953
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,seasonal_only,8,0.7142857142857144
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,residual_only,8,-0.4047619047619048
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,frequency_only,8,-0.5000000000000001
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,drop_trend,8,0.7380952380952381
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,drop_seasonal,8,0.2380952380952381
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,drop_residual,8,0.7142857142857144
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,drop_frequency,8,0.7380952380952381
timesfm2p0,Coastal_T_S_20T,0.1,relative_mse_gain,full,8,0.7380952380952381
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,trend_only,8,0.4761904761904762
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,seasonal_only,8,0.5952380952380953
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,residual_only,8,-0.7142857142857144
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,frequency_only,8,-0.4047619047619048
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,drop_trend,8,0.5000000000000001
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,drop_seasonal,8,0.38095238095238104
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,drop_residual,8,0.5714285714285715
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,drop_frequency,8,0.523809523809524
timesfm2p0,Coastal_T_S_20T,0.2,relative_mse_gain,full,8,0.5000000000000001
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,trend_only,8,0.4761904761904762
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,seasonal_only,8,0.6428571428571429
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,residual_only,8,-0.261904761904762
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,frequency_only,8,0.4523809523809524
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,drop_trend,8,0.523809523809524
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,drop_seasonal,8,0.6428571428571429
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,drop_residual,8,0.6190476190476191
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,drop_frequency,8,0.5476190476190477
timesfm2p0,Coastal_T_S_20T,0.3,relative_mse_gain,full,8,0.523809523809524
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,trend_only,8,0.1666666666666667
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,seasonal_only,8,-0.09523809523809526
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,residual_only,8,-0.261904761904762
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,frequency_only,8,0.5952380952380953
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,drop_trend,8,-0.4047619047619048
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,drop_seasonal,8,0.07142857142857144
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,drop_residual,8,-0.09523809523809526
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,drop_frequency,8,-0.14285714285714288
timesfm2p0,Coastal_T_S_5T,0.1,relative_mse_gain,full,8,-0.14285714285714288
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,trend_only,8,0.0
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,seasonal_only,8,0.19047619047619052
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,residual_only,8,0.1666666666666667
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,frequency_only,8,0.30952380952380953
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,drop_trend,8,0.28571428571428575
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,drop_seasonal,8,0.261904761904762
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,drop_residual,8,0.19047619047619052
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,drop_frequency,8,0.19047619047619052
timesfm2p0,Coastal_T_S_5T,0.2,relative_mse_gain,full,8,0.28571428571428575
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,trend_only,8,0.07142857142857144
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,seasonal_only,8,-0.3333333333333334
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,residual_only,8,-0.7380952380952381
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,frequency_only,8,-0.04761904761904763
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,drop_trend,8,-0.4761904761904762
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,drop_seasonal,8,-0.5714285714285715
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,drop_residual,8,-0.2380952380952381
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,drop_frequency,8,-0.4285714285714286
timesfm2p0,Coastal_T_S_5T,0.3,relative_mse_gain,full,8,-0.4047619047619048
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,trend_only,8,-0.30952380952380953
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,seasonal_only,8,0.3333333333333334
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,residual_only,8,-0.14285714285714288
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,frequency_only,8,0.023809523809523815
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,drop_trend,8,0.09523809523809526
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,drop_seasonal,8,-0.3571428571428572
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,drop_residual,8,-0.023809523809523815
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,drop_frequency,8,-0.19047619047619052
timesfm2p0,Coastal_T_S_H,0.1,relative_mse_gain,full,8,-0.19047619047619052
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,trend_only,8,-0.2142857142857143
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,seasonal_only,8,0.07142857142857144
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,residual_only,8,-0.3333333333333334
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,frequency_only,8,-0.28571428571428575
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,drop_trend,8,-0.38095238095238104
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,drop_seasonal,8,-0.523809523809524
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,drop_residual,8,-0.1666666666666667
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,drop_frequency,8,-0.28571428571428575
timesfm2p0,Coastal_T_S_H,0.2,relative_mse_gain,full,8,-0.1666666666666667
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,trend_only,8,-0.11904761904761905
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,seasonal_only,8,0.09523809523809526
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,residual_only,8,-0.523809523809524
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,frequency_only,8,-0.04761904761904763
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,drop_trend,8,-0.523809523809524
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,drop_seasonal,8,-0.5714285714285715
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,drop_residual,8,0.04761904761904763
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,drop_frequency,8,-0.5000000000000001
timesfm2p0,Coastal_T_S_H,0.3,relative_mse_gain,full,8,-0.5000000000000001
timesfm2p0,ETTh1,0.1,relative_mse_gain,trend_only,8,0.14285714285714288
timesfm2p0,ETTh1,0.1,relative_mse_gain,seasonal_only,8,0.07142857142857144
timesfm2p0,ETTh1,0.1,relative_mse_gain,residual_only,8,-0.2380952380952381
timesfm2p0,ETTh1,0.1,relative_mse_gain,frequency_only,8,0.1666666666666667
timesfm2p0,ETTh1,0.1,relative_mse_gain,drop_trend,8,0.09523809523809526
timesfm2p0,ETTh1,0.1,relative_mse_gain,drop_seasonal,8,-0.11904761904761905
timesfm2p0,ETTh1,0.1,relative_mse_gain,drop_residual,8,0.07142857142857144
timesfm2p0,ETTh1,0.1,relative_mse_gain,drop_frequency,8,0.09523809523809526
timesfm2p0,ETTh1,0.1,relative_mse_gain,full,8,0.09523809523809526
timesfm2p0,ETTh1,0.2,relative_mse_gain,trend_only,8,-0.7619047619047621
timesfm2p0,ETTh1,0.2,relative_mse_gain,seasonal_only,8,0.6428571428571429
timesfm2p0,ETTh1,0.2,relative_mse_gain,residual_only,8,-0.2380952380952381
timesfm2p0,ETTh1,0.2,relative_mse_gain,frequency_only,8,-0.7619047619047621
timesfm2p0,ETTh1,0.2,relative_mse_gain,drop_trend,8,0.19047619047619052
timesfm2p0,ETTh1,0.2,relative_mse_gain,drop_seasonal,8,-0.4047619047619048
timesfm2p0,ETTh1,0.2,relative_mse_gain,drop_residual,8,-0.11904761904761905
