dataset,term,ratio_code,imputation_method,window_idx,distribution_gap,smape,smape_diff_vs_clean,prediction_mode,y_value
Coastal_T_S_5T,long,010,backward,0,2.426098562085808,77.52969540471217,-0.17124612216650803,backward,-0.17124612216650803
Coastal_T_S_5T,long,010,backward,1,2.6711671399469528,76.54314521104378,-0.005210997739638401,backward,-0.005210997739638401
Coastal_T_S_5T,long,010,backward,2,2.3437434454958157,73.589894129947,-0.43526235732770147,backward,-0.43526235732770147
Coastal_T_S_5T,long,010,backward,3,2.1559522023617523,79.05457731950986,-0.029718338438101455,backward,-0.029718338438101455
Coastal_T_S_5T,long,010,backward,4,1.382349543420542,52.89576244745332,0.2801952368072591,backward,0.2801952368072591
Coastal_T_S_5T,long,010,backward,5,1.4363391434575479,15.645634745205411,-1.6441452272150716,backward,-1.6441452272150716
Coastal_T_S_5T,long,010,backward,6,0.9761204514442137,4.757713234192707,-2.019542873682682,backward,-2.019542873682682
Coastal_T_S_5T,long,010,backward,7,1.3714948779261775,3.7881971079792054,-6.173757398408564,backward,-6.173757398408564
Coastal_T_S_5T,long,010,backward,8,1.45202778695235,9.38953622094998,0.006206173756142519,backward,0.006206173756142519
Coastal_T_S_5T,long,010,backward,9,1.1498620216898643,1.69757270919386,-0.15137694750168773,backward,-0.15137694750168773
Coastal_T_S_5T,long,010,backward,10,1.4933664611762885,1.4259764593777113,-0.12235562584663362,backward,-0.12235562584663362
Coastal_T_S_5T,long,010,backward,11,1.7647253498281636,5.480311630756487,0.2502736642306598,backward,0.2502736642306598
Coastal_T_S_5T,long,010,backward,12,1.2781800342918528,4.053852425701727,0.16037657598788702,backward,0.16037657598788702
Coastal_T_S_5T,long,010,backward,13,1.5311650143806428,3.472612773322702,0.14406390311733208,backward,0.14406390311733208
Coastal_T_S_5T,long,010,backward,14,1.2441597022001682,11.962797217261558,0.7736230464620792,backward,0.7736230464620792
Coastal_T_S_5T,long,010,backward,15,1.6960826480968443,9.435592975655194,0.3584492236907355,backward,0.3584492236907355
Coastal_T_S_5T,long,010,backward,16,0.8328903836775717,80.83037732242417,-11.581859730380074,backward,-11.581859730380074
Coastal_T_S_5T,long,010,backward,17,1.0672561093272273,128.79358886362056,-0.5640642458187415,backward,-0.5640642458187415
Coastal_T_S_5T,long,010,backward,18,2.177670784478031,136.48556047877227,21.96560127075439,backward,21.96560127075439
Coastal_T_S_5T,long,010,backward,19,0.860072949340883,81.60321828953316,-16.16575829363825,backward,-16.16575829363825
Coastal_T_S_5T,long,020,backward,0,2.9476696646500122,77.6822344656943,-0.018707061184386475,backward,-0.018707061184386475
Coastal_T_S_5T,long,020,backward,1,2.927361294345542,76.46287870402136,-0.08547750476205351,backward,-0.08547750476205351
Coastal_T_S_5T,long,020,backward,2,2.475705630240986,73.38367786254338,-0.6414786247313202,backward,-0.6414786247313202
Coastal_T_S_5T,long,020,backward,3,2.2706768538307607,78.97762530020978,-0.10667035773818156,backward,-0.10667035773818156
Coastal_T_S_5T,long,020,backward,4,1.4000175968995883,52.8384021099073,0.22283489926123679,backward,0.22283489926123679
Coastal_T_S_5T,long,020,backward,5,1.3253706994515768,13.777231519755095,-3.5125484526653885,backward,-3.5125484526653885
Coastal_T_S_5T,long,020,backward,6,1.1338613760825593,5.221941740522079,-1.5553143673533096,backward,-1.5553143673533096
Coastal_T_S_5T,long,020,backward,7,1.3315071726729957,3.4032296486106075,-6.558724857777162,backward,-6.558724857777162
Coastal_T_S_5T,long,020,backward,8,1.2624715999313165,10.741393302074362,1.3580632548805252,backward,1.3580632548805252
Coastal_T_S_5T,long,020,backward,9,1.4400364020439786,2.5492167811606627,0.7002671244651151,backward,0.7002671244651151
Coastal_T_S_5T,long,020,backward,10,1.1215830739918176,1.7281835576762268,0.17985147245188182,backward,0.17985147245188182
Coastal_T_S_5T,long,020,backward,11,1.4996241717964507,6.105270061414549,0.8752320948887213,backward,0.8752320948887213
Coastal_T_S_5T,long,020,backward,12,1.5259878488452203,3.762365693283186,-0.13111015643065427,backward,-0.13111015643065427
Coastal_T_S_5T,long,020,backward,13,1.31424260079226,3.360754807568305,0.03220593736293509,backward,0.03220593736293509
Coastal_T_S_5T,long,020,backward,14,1.5340389536725116,11.281720838419512,0.09254666762003261,backward,0.09254666762003261
Coastal_T_S_5T,long,020,backward,15,1.2337594497424431,6.266256564715852,-2.810887187248606,backward,-2.810887187248606
Coastal_T_S_5T,long,020,backward,16,0.9478527792743077,87.55291481632051,-4.8593222364837345,backward,-4.8593222364837345
Coastal_T_S_5T,long,020,backward,17,1.2060518429248732,3.290671965509674,-126.06698114392962,backward,-126.06698114392962
Coastal_T_S_5T,long,020,backward,18,1.005074117761461,117.1008986073789,2.5809393993610144,backward,2.5809393993610144
Coastal_T_S_5T,long,020,backward,19,0.8272365514425657,103.28469442144956,5.5157178382781495,backward,5.5157178382781495
Coastal_T_S_5T,long,030,backward,0,2.1528712888074577,77.46578609531863,-0.23515543156004526,backward,-0.23515543156004526
Coastal_T_S_5T,long,030,backward,1,2.564762422967195,76.57697400388572,0.02861779510230633,backward,0.02861779510230633
Coastal_T_S_5T,long,030,backward,2,2.174989558030394,73.3560333683174,-0.6691231189573017,backward,-0.6691231189573017
Coastal_T_S_5T,long,030,backward,3,2.116651732559096,79.09702519674521,0.012729538797245255,backward,0.012729538797245255
Coastal_T_S_5T,long,030,backward,4,1.2664778339801208,53.04416877554989,0.42860156490382906,backward,0.42860156490382906
Coastal_T_S_5T,long,030,backward,5,1.352343889883987,14.033562701135876,-3.2562172712846067,backward,-3.2562172712846067
Coastal_T_S_5T,long,030,backward,6,1.2409487208561827,4.25975926692078,-2.5174968409546086,backward,-2.5174968409546086
Coastal_T_S_5T,long,030,backward,7,1.472907033880303,3.9288410395421387,-6.033113466845631,backward,-6.033113466845631
Coastal_T_S_5T,long,030,backward,8,1.164261624334936,15.47874571849605,6.095415671302213,backward,6.095415671302213
Coastal_T_S_5T,long,030,backward,9,1.4049185784102334,2.372146025812091,0.5231963691165433,backward,0.5231963691165433
Coastal_T_S_5T,long,030,backward,10,1.1314795265576703,1.4311792080012664,-0.11715287722307854,backward,-0.11715287722307854
Coastal_T_S_5T,long,030,backward,11,1.0936432915875693,5.8298221626987985,0.5997841961729709,backward,0.5997841961729709
Coastal_T_S_5T,long,030,backward,12,1.2097893144708647,4.505792506949024,0.6123166572351835,backward,0.6123166572351835
Coastal_T_S_5T,long,030,backward,13,1.872890659574392,3.3778629678306684,0.04931409762529837,backward,0.04931409762529837
Coastal_T_S_5T,long,030,backward,14,1.1218437855357273,12.70641904000292,1.5172448692034415,backward,1.5172448692034415
Coastal_T_S_5T,long,030,backward,15,1.4726793605106014,8.125568619247744,-0.9515751327167141,backward,-0.9515751327167141
Coastal_T_S_5T,long,030,backward,16,2.462009175145808,136.9764893853728,44.56425233256854,backward,44.56425233256854
Coastal_T_S_5T,long,030,backward,17,1.1538212096380327,131.12587118107305,1.768218071633754,backward,1.768218071633754
Coastal_T_S_5T,long,030,backward,18,0.8140558063571577,111.4920103852486,-3.0279488227692752,backward,-3.0279488227692752
Coastal_T_S_5T,long,030,backward,19,0.9649285522265819,76.75427946787391,-21.014697115297494,backward,-21.014697115297494
Coastal_T_S_5T,long,,clean,0,3.030908136575713,77.70094152687868,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,1,2.942160764174737,76.54835620878342,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,2,2.5997561556186133,74.0251564872747,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,3,2.2622360431390973,79.08429565794796,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,4,1.4832354605927014,52.61556721064606,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,5,1.6202083588329939,17.289779972420483,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,6,1.137449741192135,6.777256107875389,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,7,1.5532700321343937,9.96195450638777,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,8,1.3508506980266366,9.383330047193837,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,9,1.2438776182415852,1.8489496566955477,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,10,1.5237143812256293,1.548332085224345,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,11,1.564157516279508,5.230037966525828,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,12,1.2717852925722926,3.89347584971384,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,13,1.3964886387816267,3.32854887020537,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,14,1.423896257683074,11.189174170799479,0.0,clean,0.0
Coastal_T_S_5T,long,,clean,15,1.3485904223223544,9.077143751964458,0.0,clean,0.0
