dataset,term,ratio_code,imputation_method,window_idx,distribution_gap,smape,smape_diff_vs_clean,prediction_mode,y_value
Coastal_T_S_15T,long,030,linear,18,1.499981889229319,0.22436412141714898,-0.0023907459320755553,linear,-0.0023907459320755553
Coastal_T_S_15T,long,030,linear,19,2.024856908930306,0.3024837939942305,-0.02391414870626546,linear,-0.02391414870626546
Coastal_T_S_15T,long,010,mean,0,1.4688212061001373,0.2502959813255245,0.008299994920210663,mean,0.008299994920210663
Coastal_T_S_15T,long,010,mean,1,1.6862329453711566,0.20901354736437605,-0.10621748641997952,mean,-0.10621748641997952
Coastal_T_S_15T,long,010,mean,2,1.4400714423967076,0.20698442792652447,-0.009932840429583062,mean,-0.009932840429583062
Coastal_T_S_15T,long,010,mean,3,1.6939504173217321,0.11104370584889174,-0.004667177166676112,mean,-0.004667177166676112
Coastal_T_S_15T,long,010,mean,4,1.5438480557422765,0.16984252136257294,0.004423523058429912,mean,0.004423523058429912
Coastal_T_S_15T,long,010,mean,5,1.3168938061740905,0.17465521247491034,0.00010487160403857554,mean,0.00010487160403857554
Coastal_T_S_15T,long,010,mean,6,1.4830832608688929,0.19553624735235142,-0.001994246360590396,mean,-0.001994246360590396
Coastal_T_S_15T,long,010,mean,7,1.7792947775558934,0.2714097034898981,-0.0038114497800453284,mean,-0.0038114497800453284
Coastal_T_S_15T,long,010,mean,8,1.8775745822213465,0.19575477252102969,0.00043593641467268296,mean,0.00043593641467268296
Coastal_T_S_15T,long,010,mean,9,1.726230843873875,0.22790781888451764,-0.013049509229621031,mean,-0.013049509229621031
Coastal_T_S_15T,long,010,mean,10,1.6365292615415488,0.15648697059192893,-0.00027558104000058314,mean,-0.00027558104000058314
Coastal_T_S_15T,long,010,mean,11,1.5987898547713235,0.13917494994666152,-0.01860050742341912,mean,-0.01860050742341912
Coastal_T_S_15T,long,010,mean,12,1.7358699928870025,0.08809703939314495,0.006176073681242705,mean,0.006176073681242705
Coastal_T_S_15T,long,010,mean,13,1.7990552094509542,0.3422098105509628,-0.005367223087223816,mean,-0.005367223087223816
Coastal_T_S_15T,long,010,mean,14,2.2402113215632755,0.2541244162757302,0.007143157830596686,mean,0.007143157830596686
Coastal_T_S_15T,long,010,mean,15,1.9175166113724447,0.09455390433860329,0.003083325985526311,mean,0.003083325985526311
Coastal_T_S_15T,long,010,mean,16,1.7276900361128797,0.19434815095262872,0.013397181867902036,mean,0.013397181867902036
Coastal_T_S_15T,long,010,mean,17,1.7749613552790662,0.15448450575579417,0.00030989497123634635,mean,0.00030989497123634635
Coastal_T_S_15T,long,010,mean,18,1.5506493395801408,0.22671231038466325,-4.25569645612911e-05,mean,-4.25569645612911e-05
Coastal_T_S_15T,long,010,mean,19,2.0855231465909916,0.3438864915083983,0.01748854880790235,mean,0.01748854880790235
Coastal_T_S_15T,long,020,mean,0,1.3509400330089258,0.2627900091960875,0.020794022790773692,mean,0.020794022790773692
Coastal_T_S_15T,long,020,mean,1,1.5568601874583174,0.15461240548817276,-0.1606186282961828,mean,-0.1606186282961828
Coastal_T_S_15T,long,020,mean,2,1.646541808149548,0.20194219948498263,-0.014975068871124902,mean,-0.014975068871124902
Coastal_T_S_15T,long,020,mean,3,1.6499809258920348,0.11757974886522139,0.0018688658496535393,mean,0.0018688658496535393
Coastal_T_S_15T,long,020,mean,4,1.8583529131095144,0.15211193929865796,-0.013307059005485067,mean,-0.013307059005485067
Coastal_T_S_15T,long,020,mean,5,1.5168862416780953,0.139941042741718,-0.034609298129153754,mean,-0.034609298129153754
Coastal_T_S_15T,long,020,mean,6,1.5002752713668321,0.15305197734303524,-0.04447851636990657,mean,-0.04447851636990657
