dataset,term,ratio_code,imputation_method,window_idx,distribution_gap,smape,smape_diff_vs_clean,prediction_mode,y_value
Coastal_T_S_15T,long,020,mean,7,1.882744327423847,0.26766991212522695,-0.007551241144716503,mean,-0.007551241144716503
Coastal_T_S_15T,long,020,mean,8,1.794409435534583,0.19727689789658243,0.001958061790225424,mean,0.001958061790225424
Coastal_T_S_15T,long,020,mean,9,1.6714484339109932,0.21690146651254408,-0.02405586160159459,mean,-0.02405586160159459
Coastal_T_S_15T,long,020,mean,10,1.4236815255898296,0.15714279041668705,0.0003802387847575417,mean,0.0003802387847575417
Coastal_T_S_15T,long,020,mean,11,1.5383571596470285,0.14973121204868223,-0.008044245321398413,mean,-0.008044245321398413
Coastal_T_S_15T,long,020,mean,12,1.6115848487412572,0.08301333723462066,0.0010923715227184189,mean,0.0010923715227184189
Coastal_T_S_15T,long,020,mean,13,2.005317753162791,0.3308155609822463,-0.0167614726559403,mean,-0.0167614726559403
Coastal_T_S_15T,long,020,mean,14,1.9714132668983788,0.2470030975836068,2.183913847331187e-05,mean,2.183913847331187e-05
Coastal_T_S_15T,long,020,mean,15,1.8858571094504306,0.0810700009247928,-0.01040057742828418,mean,-0.01040057742828418
Coastal_T_S_15T,long,020,mean,16,1.616859691829391,0.18098885864503386,3.788956030717494e-05,mean,3.788956030717494e-05
Coastal_T_S_15T,long,020,mean,17,1.96585646193114,0.1531825049060151,-0.0009921058785427317,mean,-0.0009921058785427317
Coastal_T_S_15T,long,020,mean,18,1.5682113411931953,0.23003374473428706,0.003278877385062523,mean,0.003278877385062523
Coastal_T_S_15T,long,020,mean,19,2.322667756151114,0.29965522635374625,-0.026742716346749684,mean,-0.026742716346749684
Coastal_T_S_15T,long,030,mean,0,1.4602818805803839,0.252851819266307,0.010855832860993175,mean,0.010855832860993175
Coastal_T_S_15T,long,030,mean,1,1.141707190519158,0.18214257131392494,-0.13308846247043063,mean,-0.13308846247043063
Coastal_T_S_15T,long,030,mean,2,1.2375682125159628,0.20479434798871984,-0.012122920367387685,mean,-0.012122920367387685
Coastal_T_S_15T,long,030,mean,3,1.3260708803480645,0.114731538344413,-0.000979344671154847,mean,-0.000979344671154847
Coastal_T_S_15T,long,030,mean,4,1.5510950054841384,0.12508487235063703,-0.040334125953505995,mean,-0.040334125953505995
Coastal_T_S_15T,long,030,mean,5,1.877993890429497,0.13957072586966,-0.03497961500121177,mean,-0.03497961500121177
Coastal_T_S_15T,long,030,mean,6,1.8649671816171225,0.16448338468756954,-0.03304710902537228,mean,-0.03304710902537228
Coastal_T_S_15T,long,030,mean,7,1.9610560139910822,0.25686425354321935,-0.018356899726724107,mean,-0.018356899726724107
Coastal_T_S_15T,long,030,mean,8,1.7397499592012289,0.1959526168374552,0.0006337807310982102,mean,0.0006337807310982102
Coastal_T_S_15T,long,030,mean,9,1.6671420052448747,0.18650879824666622,-0.05444852986747245,mean,-0.05444852986747245
Coastal_T_S_15T,long,030,mean,10,1.5362940852727784,0.15806330872138866,0.001300757089459148,mean,0.001300757089459148
Coastal_T_S_15T,long,030,mean,11,1.6900414141134672,0.15701149323413136,-0.0007639641359492855,mean,-0.0007639641359492855
Coastal_T_S_15T,long,030,mean,12,1.8114087307184357,0.1065409154750847,0.02461994976318245,mean,0.02461994976318245
Coastal_T_S_15T,long,030,mean,13,2.023095042311186,0.325220758371421,-0.02235627526676559,mean,-0.02235627526676559
Coastal_T_S_15T,long,030,mean,14,2.0150578461517865,0.24014161845326687,-0.006839639991866625,mean,-0.006839639991866625
Coastal_T_S_15T,long,030,mean,15,1.7894515309985215,0.10256013412852606,0.011089555775449081,mean,0.011089555775449081
Coastal_T_S_15T,long,030,mean,16,1.8375612545285476,0.17450400719089654,-0.00644696189383015,mean,-0.00644696189383015
Coastal_T_S_15T,long,030,mean,17,1.7594196246624558,0.1531456329914153,-0.0010289777931425381,mean,-0.0010289777931425381
Coastal_T_S_15T,long,030,mean,18,1.2950083793562466,0.23089560855928207,0.00414074121005753,mean,0.00414074121005753
Coastal_T_S_15T,long,030,mean,19,2.228089153579623,0.30877271453782684,-0.017625228162669093,mean,-0.017625228162669093
