model,dataset,method,missing_ratio,mse_change_pct,class
Chronos-2,Supply_Chain_Location_D,saits,0.3,74.32813161115135,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,backward,0.1,4.572878468190948,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,backward,0.2,8.092161246653767,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,backward,0.3,-3.483444149744156,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,forward,0.1,14.969892511421143,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,forward,0.2,17.133345761868206,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,forward,0.3,-14.083854088626271,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,gp_rbf,0.1,3.0496443390302432,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,gp_rbf,0.2,4.404754371244049,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,gp_rbf,0.3,21.385958413382728,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,kalman_arima,0.1,6.198853457745245,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,kalman_arima,0.2,25.395644375504993,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,kalman_arima,0.3,30.841202715291317,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,kalman_struct,0.1,-2.8280493846357038,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,kalman_struct,0.2,28.26683676897072,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,kalman_struct,0.3,11.210561187531113,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,linear,0.1,-2.2076283743170073,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,linear,0.2,22.951070927784713,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,linear,0.3,2.943720056680734,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,mean,0.1,4.411760707440127,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,mean,0.2,32.08073649354331,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,mean,0.3,34.54108156574476,strictly increasing
Chronos-2,Water_Quality_Darwin_15T,saits,0.1,2.4454891745214797,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,saits,0.2,11.634120280049274,non-monotonic
Chronos-2,Water_Quality_Darwin_15T,saits,0.3,-3.516775340683659,non-monotonic
Chronos-2,azure2019_U_5T,backward,0.1,-19.69158641728603,non-monotonic
Chronos-2,azure2019_U_5T,backward,0.2,-30.26092040083747,non-monotonic
Chronos-2,azure2019_U_5T,backward,0.3,-19.361389863197534,non-monotonic
Chronos-2,azure2019_U_5T,forward,0.1,-3.986639572616041,non-monotonic
Chronos-2,azure2019_U_5T,forward,0.2,13.562740977307133,non-monotonic
Chronos-2,azure2019_U_5T,forward,0.3,-6.849249240088155,non-monotonic
Chronos-2,azure2019_U_5T,gp_rbf,0.1,3.672734120683898,non-monotonic
Chronos-2,azure2019_U_5T,gp_rbf,0.2,12.0242886675051,non-monotonic
Chronos-2,azure2019_U_5T,gp_rbf,0.3,-3.3618536789267033,non-monotonic
Chronos-2,azure2019_U_5T,kalman_arima,0.1,11.199456867439837,non-monotonic
Chronos-2,azure2019_U_5T,kalman_arima,0.2,20.835701373891297,non-monotonic
Chronos-2,azure2019_U_5T,kalman_arima,0.3,-10.09620456937107,non-monotonic
Chronos-2,azure2019_U_5T,kalman_struct,0.1,23.016223665250113,strictly decreasing
Chronos-2,azure2019_U_5T,kalman_struct,0.2,8.691472751339239,strictly decreasing
Chronos-2,azure2019_U_5T,kalman_struct,0.3,-8.818358971726513,strictly decreasing
Chronos-2,azure2019_U_5T,linear,0.1,-8.639518408383411,non-monotonic
Chronos-2,azure2019_U_5T,linear,0.2,-16.428365388352542,non-monotonic
Chronos-2,azure2019_U_5T,linear,0.3,3.6987062175272802,non-monotonic
Chronos-2,azure2019_U_5T,mean,0.1,14.815510781765044,strictly decreasing
Chronos-2,azure2019_U_5T,mean,0.2,13.27944184886829,strictly decreasing
Chronos-2,azure2019_U_5T,mean,0.3,-9.936257427702957,strictly decreasing
Chronos-2,azure2019_U_5T,saits,0.1,-9.95052677199712,non-monotonic
Chronos-2,azure2019_U_5T,saits,0.2,0.8891203209046303,non-monotonic
Chronos-2,azure2019_U_5T,saits,0.3,-11.049694839932691,non-monotonic
Chronos-2,current_velocity_15T,backward,0.1,0.2995027593942677,strictly increasing
Chronos-2,current_velocity_15T,backward,0.2,4.159316671979165,strictly increasing
Chronos-2,current_velocity_15T,backward,0.3,22.549367267266994,strictly increasing
Chronos-2,current_velocity_15T,forward,0.1,-0.4343682651321965,non-monotonic
Chronos-2,current_velocity_15T,forward,0.2,13.040155641753467,non-monotonic
Chronos-2,current_velocity_15T,forward,0.3,6.258731320766868,non-monotonic
Chronos-2,current_velocity_15T,gp_rbf,0.1,-1.4145554118923775,non-monotonic
Chronos-2,current_velocity_15T,gp_rbf,0.2,6.7236056764501635,non-monotonic
Chronos-2,current_velocity_15T,gp_rbf,0.3,-5.548838750758902,non-monotonic
Chronos-2,current_velocity_15T,kalman_arima,0.1,28.55738691937934,strictly increasing
Chronos-2,current_velocity_15T,kalman_arima,0.2,30.474924997212394,strictly increasing
Chronos-2,current_velocity_15T,kalman_arima,0.3,151.21179145657112,strictly increasing
Chronos-2,current_velocity_15T,kalman_struct,0.1,3.0477977970877217,non-monotonic
Chronos-2,current_velocity_15T,kalman_struct,0.2,2.9814849495754983,non-monotonic
Chronos-2,current_velocity_15T,kalman_struct,0.3,8.01144691719549,non-monotonic
Chronos-2,current_velocity_15T,linear,0.1,3.8866009977811604,strictly increasing
Chronos-2,current_velocity_15T,linear,0.2,5.937468898816049,strictly increasing
Chronos-2,current_velocity_15T,linear,0.3,9.399848433782482,strictly increasing
Chronos-2,current_velocity_15T,mean,0.1,41.903495449913216,strictly increasing
Chronos-2,current_velocity_15T,mean,0.2,82.593864752531,strictly increasing
Chronos-2,current_velocity_15T,mean,0.3,182.50566744362484,strictly increasing
Chronos-2,current_velocity_15T,saits,0.1,-1.6296770794612756,non-monotonic
Chronos-2,current_velocity_15T,saits,0.2,12.105499051896679,non-monotonic
Chronos-2,current_velocity_15T,saits,0.3,12.018340857520927,non-monotonic
Chronos-2,current_velocity_20T,backward,0.1,17.87139217049388,non-monotonic
Chronos-2,current_velocity_20T,backward,0.2,36.61049093858031,non-monotonic
Chronos-2,current_velocity_20T,backward,0.3,31.718028254700435,non-monotonic
Chronos-2,current_velocity_20T,forward,0.1,7.40781164587606,strictly increasing
Chronos-2,current_velocity_20T,forward,0.2,15.154518287872737,strictly increasing
Chronos-2,current_velocity_20T,forward,0.3,25.09620849728695,strictly increasing
Chronos-2,current_velocity_20T,gp_rbf,0.1,11.414713131981873,non-monotonic
Chronos-2,current_velocity_20T,gp_rbf,0.2,2.884172744416803,non-monotonic
Chronos-2,current_velocity_20T,gp_rbf,0.3,18.908156463671034,non-monotonic
Chronos-2,current_velocity_20T,kalman_arima,0.1,9.664867953231472,non-monotonic
Chronos-2,current_velocity_20T,kalman_arima,0.2,2.930016655815745,non-monotonic
Chronos-2,current_velocity_20T,kalman_arima,0.3,17.44524923888035,non-monotonic
Chronos-2,current_velocity_20T,kalman_struct,0.1,10.503216208293379,non-monotonic
Chronos-2,current_velocity_20T,kalman_struct,0.2,6.389586460870368,non-monotonic
Chronos-2,current_velocity_20T,kalman_struct,0.3,13.2912137401264,non-monotonic
Chronos-2,current_velocity_20T,linear,0.1,11.85250242072022,non-monotonic
Chronos-2,current_velocity_20T,linear,0.2,3.2234385297541337,non-monotonic
Chronos-2,current_velocity_20T,linear,0.3,18.93154427488216,non-monotonic
Chronos-2,current_velocity_20T,mean,0.1,7.167744380633511,strictly increasing
Chronos-2,current_velocity_20T,mean,0.2,9.324299682987364,strictly increasing
Chronos-2,current_velocity_20T,mean,0.3,29.368732709370082,strictly increasing
Chronos-2,current_velocity_20T,saits,0.1,0.4903453098903037,non-monotonic
Chronos-2,current_velocity_20T,saits,0.2,-1.6932866212499489,non-monotonic
Chronos-2,current_velocity_20T,saits,0.3,8.814949409413945,non-monotonic
Chronos-2,current_velocity_5T,backward,0.1,16.335942312216613,strictly increasing
Chronos-2,current_velocity_5T,backward,0.2,99.65483575025709,strictly increasing
Chronos-2,current_velocity_5T,backward,0.3,152.36780970518512,strictly increasing
Chronos-2,current_velocity_5T,forward,0.1,37.89709467112018,strictly increasing
Chronos-2,current_velocity_5T,forward,0.2,114.48088507838168,strictly increasing
Chronos-2,current_velocity_5T,forward,0.3,207.1547790213972,strictly increasing
Chronos-2,current_velocity_5T,gp_rbf,0.1,11.235400548665089,strictly increasing
Chronos-2,current_velocity_5T,gp_rbf,0.2,134.75005381893396,strictly increasing
Chronos-2,current_velocity_5T,gp_rbf,0.3,286.151297809349,strictly increasing
Chronos-2,current_velocity_5T,kalman_arima,0.1,4.262888708793546,strictly increasing
Chronos-2,current_velocity_5T,kalman_arima,0.2,125.52012722313937,strictly increasing
Chronos-2,current_velocity_5T,kalman_arima,0.3,289.00836894710415,strictly increasing
Chronos-2,current_velocity_5T,kalman_struct,0.1,4.2384394519651245,strictly increasing
Chronos-2,current_velocity_5T,kalman_struct,0.2,7.993472595140179,strictly increasing
Chronos-2,current_velocity_5T,kalman_struct,0.3,10.12755351882946,strictly increasing
Chronos-2,current_velocity_5T,linear,0.1,-0.2906692723926955,strictly increasing
Chronos-2,current_velocity_5T,linear,0.2,30.61425539226919,strictly increasing
Chronos-2,current_velocity_5T,linear,0.3,59.42926534304031,strictly increasing
Chronos-2,current_velocity_5T,mean,0.1,12.384415682749188,strictly increasing
Chronos-2,current_velocity_5T,mean,0.2,141.77767201454236,strictly increasing
Chronos-2,current_velocity_5T,mean,0.3,332.76469656644025,strictly increasing
Chronos-2,current_velocity_5T,saits,0.1,-6.1667621553486525,strictly increasing
Chronos-2,current_velocity_5T,saits,0.2,55.96000456652628,strictly increasing
Chronos-2,current_velocity_5T,saits,0.3,135.29897167331092,strictly increasing
Chronos-2,current_velocity_H,backward,0.1,-0.22185351759897426,non-monotonic
Chronos-2,current_velocity_H,backward,0.2,0.04248573795347133,non-monotonic
Chronos-2,current_velocity_H,backward,0.3,-0.36692955081809503,non-monotonic
Chronos-2,current_velocity_H,forward,0.1,1.2917921229925655,non-monotonic
Chronos-2,current_velocity_H,forward,0.2,-3.933748694075741,non-monotonic
Chronos-2,current_velocity_H,forward,0.3,6.71722560302688,non-monotonic
Chronos-2,current_velocity_H,gp_rbf,0.1,-1.5525643137911311,strictly increasing
Chronos-2,current_velocity_H,gp_rbf,0.2,1.4142805140237142,strictly increasing
Chronos-2,current_velocity_H,gp_rbf,0.3,3.186464638518306,strictly increasing
Chronos-2,current_velocity_H,kalman_arima,0.1,-1.260634406241599,non-monotonic
Chronos-2,current_velocity_H,kalman_arima,0.2,-5.561352522816674,non-monotonic
Chronos-2,current_velocity_H,kalman_arima,0.3,2.0614472769415317,non-monotonic
Chronos-2,current_velocity_H,kalman_struct,0.1,1.614629042773964,non-monotonic
Chronos-2,current_velocity_H,kalman_struct,0.2,-8.132514711728735,non-monotonic
Chronos-2,current_velocity_H,kalman_struct,0.3,27.165812564403474,non-monotonic
Chronos-2,current_velocity_H,linear,0.1,-0.0854843199909521,non-monotonic
Chronos-2,current_velocity_H,linear,0.2,-0.898491334564754,non-monotonic
Chronos-2,current_velocity_H,linear,0.3,1.876164782175658,non-monotonic
Chronos-2,current_velocity_H,mean,0.1,-0.9528976942958493,non-monotonic
Chronos-2,current_velocity_H,mean,0.2,-2.4177098073492416,non-monotonic
Chronos-2,current_velocity_H,mean,0.3,3.9864227953354003,non-monotonic
Chronos-2,current_velocity_H,saits,0.1,-4.5059500007048445,non-monotonic
Chronos-2,current_velocity_H,saits,0.2,-8.625938477497517,non-monotonic
Chronos-2,current_velocity_H,saits,0.3,-8.549183797566213,non-monotonic
Chronos-2,electricity,backward,0.1,-1.741954496669908,non-monotonic
Chronos-2,electricity,backward,0.2,17.21885951748229,non-monotonic
Chronos-2,electricity,backward,0.3,16.035405106828282,non-monotonic
Chronos-2,electricity,forward,0.1,5.0014384175760975,strictly increasing
Chronos-2,electricity,forward,0.2,11.485768853916968,strictly increasing
Chronos-2,electricity,forward,0.3,13.562718220562807,strictly increasing
Chronos-2,electricity,gp_rbf,0.1,1.3536717972748038,strictly increasing
Chronos-2,electricity,gp_rbf,0.2,6.343494290623985,strictly increasing
Chronos-2,electricity,gp_rbf,0.3,11.349496708869257,strictly increasing
Chronos-2,electricity,kalman_arima,0.1,1.3017857194895541,non-monotonic
Chronos-2,electricity,kalman_arima,0.2,-1.6514013470323132,non-monotonic
Chronos-2,electricity,kalman_arima,0.3,5.676710654953382,non-monotonic
Chronos-2,electricity,kalman_struct,0.1,145.85995957372174,non-monotonic
Chronos-2,electricity,kalman_struct,0.2,43.07626291181347,non-monotonic
Chronos-2,electricity,kalman_struct,0.3,44.43605808404409,non-monotonic
Chronos-2,electricity,linear,0.1,-0.8248509510232406,strictly increasing
Chronos-2,electricity,linear,0.2,19.42000083064791,strictly increasing
Chronos-2,electricity,linear,0.3,23.35612357752761,strictly increasing
Chronos-2,electricity,mean,0.1,0.4338000296593523,non-monotonic
Chronos-2,electricity,mean,0.2,0.037274199673858546,non-monotonic
Chronos-2,electricity,mean,0.3,7.976087719172393,non-monotonic
Chronos-2,electricity,saits,0.1,5.238915855862907,non-monotonic
Chronos-2,electricity,saits,0.2,-5.133260408202253,non-monotonic
Chronos-2,electricity,saits,0.3,1.042399185809315,non-monotonic
Chronos-2,exchange_rate,backward,0.1,-0.9020469097412289,non-monotonic
Chronos-2,exchange_rate,backward,0.2,-4.59206746290037,non-monotonic
Chronos-2,exchange_rate,backward,0.3,5.853048282932772,non-monotonic
Chronos-2,exchange_rate,forward,0.1,13.920744519925737,non-monotonic
Chronos-2,exchange_rate,forward,0.2,5.969936722575278,non-monotonic
Chronos-2,exchange_rate,forward,0.3,8.82941098049672,non-monotonic
Chronos-2,exchange_rate,gp_rbf,0.1,26.436158701371653,non-monotonic
Chronos-2,exchange_rate,gp_rbf,0.2,13.73960596103527,non-monotonic
Chronos-2,exchange_rate,gp_rbf,0.3,18.96319568811534,non-monotonic
Chronos-2,exchange_rate,kalman_arima,0.1,38.28699001123897,non-monotonic
Chronos-2,exchange_rate,kalman_arima,0.2,21.026174838194965,non-monotonic
Chronos-2,exchange_rate,kalman_arima,0.3,38.7291051251646,non-monotonic
Chronos-2,exchange_rate,kalman_struct,0.1,51.910601806240074,non-monotonic
Chronos-2,exchange_rate,kalman_struct,0.2,21.346544918881822,non-monotonic
Chronos-2,exchange_rate,kalman_struct,0.3,74.46268258143498,non-monotonic
Chronos-2,exchange_rate,linear,0.1,41.010273277632486,non-monotonic
Chronos-2,exchange_rate,linear,0.2,22.830337447955003,non-monotonic
Chronos-2,exchange_rate,linear,0.3,47.22067329447233,non-monotonic
Chronos-2,exchange_rate,mean,0.1,6.059102680358135,non-monotonic
Chronos-2,exchange_rate,mean,0.2,-17.091329687173452,non-monotonic
Chronos-2,exchange_rate,mean,0.3,-1.0212191865989884,non-monotonic
Chronos-2,exchange_rate,saits,0.1,22.42201211837047,non-monotonic
Chronos-2,exchange_rate,saits,0.2,-8.447212198332268,non-monotonic
Chronos-2,exchange_rate,saits,0.3,1.9136492155363216,non-monotonic
Chronos-2,traffic,backward,0.1,4.748987854251014,strictly increasing
Chronos-2,traffic,backward,0.2,46.15384615384616,strictly increasing
Chronos-2,traffic,backward,0.3,68.42105263157895,strictly increasing
Chronos-2,traffic,forward,0.1,2.8340080971659924,strictly increasing
Chronos-2,traffic,forward,0.2,22.67206477732794,strictly increasing
Chronos-2,traffic,forward,0.3,125.91093117408904,strictly increasing
Chronos-2,traffic,gp_rbf,0.1,2.4291497975708407,strictly increasing
Chronos-2,traffic,gp_rbf,0.2,63.15789473684209,strictly increasing
Chronos-2,traffic,gp_rbf,0.3,155.87044534412954,strictly increasing
Chronos-2,traffic,kalman_arima,0.1,5.263157894736833,strictly increasing
Chronos-2,traffic,kalman_arima,0.2,53.846153846153854,strictly increasing
Chronos-2,traffic,kalman_arima,0.3,164.77732793522267,strictly increasing
Chronos-2,traffic,kalman_struct,0.1,62.348178137651814,strictly increasing
Chronos-2,traffic,kalman_struct,0.2,102.83400809716599,strictly increasing
Chronos-2,traffic,kalman_struct,0.3,424.91497975708495,strictly increasing
Chronos-2,traffic,linear,0.1,5.263157894736833,strictly increasing
Chronos-2,traffic,linear,0.2,100.0,strictly increasing
Chronos-2,traffic,linear,0.3,110.52631578947367,strictly increasing
Chronos-2,traffic,mean,0.1,4.048582995951419,strictly increasing
Chronos-2,traffic,mean,0.2,43.72469635627531,strictly increasing
Chronos-2,traffic,mean,0.3,125.62753036437245,strictly increasing
Chronos-2,traffic,saits,0.1,2.4291497975708407,strictly increasing
Chronos-2,traffic,saits,0.2,18.62348178137652,strictly increasing
Chronos-2,traffic,saits,0.3,37.65182186234817,strictly increasing
Chronos-2,weather,backward,0.1,-2.664981396618739,strictly increasing
Chronos-2,weather,backward,0.2,0.7759414774514115,strictly increasing
Chronos-2,weather,backward,0.3,11.614766342963076,strictly increasing
Chronos-2,weather,forward,0.1,-0.32767895602363567,strictly increasing
Chronos-2,weather,forward,0.2,8.05181195727057,strictly increasing
Chronos-2,weather,forward,0.3,10.407000107394103,strictly increasing
Chronos-2,weather,gp_rbf,0.1,-2.0152752612884175,non-monotonic
Chronos-2,weather,gp_rbf,0.2,-8.387667873082773,non-monotonic
Chronos-2,weather,gp_rbf,0.3,-3.52164299499285,non-monotonic
Chronos-2,weather,kalman_arima,0.1,-6.887812311539953,strictly increasing
Chronos-2,weather,kalman_arima,0.2,0.9747550331082695,strictly increasing
Chronos-2,weather,kalman_arima,0.3,4.374996049554044,strictly increasing
Chronos-2,weather,kalman_struct,0.1,-2.7726455331638364,strictly increasing
Chronos-2,weather,kalman_struct,0.2,6.3510654010675,strictly increasing
Chronos-2,weather,kalman_struct,0.3,13.789502312077351,strictly increasing
Chronos-2,weather,linear,0.1,1.1260248407651547,non-monotonic
Chronos-2,weather,linear,0.2,-2.54261414745293,non-monotonic
Chronos-2,weather,linear,0.3,13.580469369740053,non-monotonic
Chronos-2,weather,mean,0.1,9.184383942018732,strictly increasing
Chronos-2,weather,mean,0.2,25.050589962862286,strictly increasing
Chronos-2,weather,mean,0.3,41.69102376132846,strictly increasing
Chronos-2,weather,saits,0.1,5.0233311927892625,non-monotonic
Chronos-2,weather,saits,0.2,-3.4781142780041865,non-monotonic
Chronos-2,weather,saits,0.3,7.474460183586978,non-monotonic
Kairos-23M,Australia_Solar_H,backward,0.1,3.2905445961113515,strictly increasing
Kairos-23M,Australia_Solar_H,backward,0.2,10.941476678302065,strictly increasing
Kairos-23M,Australia_Solar_H,backward,0.3,18.51394228552823,strictly increasing
Kairos-23M,Australia_Solar_H,forward,0.1,1.1777697029910819,strictly increasing
Kairos-23M,Australia_Solar_H,forward,0.2,5.000969564820242,strictly increasing
Kairos-23M,Australia_Solar_H,forward,0.3,21.222426322263843,strictly increasing
Kairos-23M,Australia_Solar_H,gp_rbf,0.1,4.605534062982783,strictly increasing
Kairos-23M,Australia_Solar_H,gp_rbf,0.2,7.403429194185532,strictly increasing
Kairos-23M,Australia_Solar_H,gp_rbf,0.3,25.50783673376815,strictly increasing
Kairos-23M,Australia_Solar_H,kalman_arima,0.1,2.8649148236795354,strictly increasing
Kairos-23M,Australia_Solar_H,kalman_arima,0.2,6.660180155945593,strictly increasing
Kairos-23M,Australia_Solar_H,kalman_arima,0.3,10.007746214484985,strictly increasing
Kairos-23M,Australia_Solar_H,kalman_struct,0.1,21.14484829056649,strictly increasing
Kairos-23M,Australia_Solar_H,kalman_struct,0.2,32.39238800564853,strictly increasing
Kairos-23M,Australia_Solar_H,kalman_struct,0.3,61.629329075769355,strictly increasing
Kairos-23M,Australia_Solar_H,linear,0.1,2.8275099813740785,strictly increasing
Kairos-23M,Australia_Solar_H,linear,0.2,5.057340786931622,strictly increasing
Kairos-23M,Australia_Solar_H,linear,0.3,10.521100323231488,strictly increasing
Kairos-23M,Australia_Solar_H,mean,0.1,3.5823410002004854,strictly increasing
Kairos-23M,Australia_Solar_H,mean,0.2,8.365435400893864,strictly increasing
Kairos-23M,Australia_Solar_H,mean,0.3,11.956583599813055,strictly increasing
Kairos-23M,Australia_Solar_H,saits,0.1,4.10343359796448,strictly increasing
