基础模型,数据集,缺失率,填补方法,填补误差指标(MSE),填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.3,线性,,16.394068739149304,0.017456168726354013,0.7906360876156063,-0.0014520806013888663,0.5390969704897375,0.7518299702763551,0.9378308488535794,4954.575876085313,
kairos50m,azure2019_U_5T,0,/,,1099.8989583333334,1.009471216438261,0.10605020642816854,0.016994057118940184,0.22198189581295846,0.6346205743885339,0.324985934583682,8616.760280034145,
,,0.1,均值,,1188.8996527777779,1.1310549925238929,0.11601882202451108,0.01707277901526174,0.24023688100717833,0.6350668216944869,0.2863936006812587,8565.1852363049,
,,0.1,前项,,1374.6921006944444,1.0073356519703205,0.1194596402921172,0.016987945434242473,0.18962532765708506,0.6275226910596,0.37696959725631646,8582.596790965297,
,,0.1,后向,,1299.2596354166667,1.0241005709228754,0.12468457460944349,0.016736643427955986,0.23069577113157658,0.6320017519399105,0.3160904385530644,8573.55980946864,
,,0.1,线性,,1317.9298611111112,1.0127028770149191,0.12201843915381971,0.016837050477867436,0.2188529338311368,0.6301900283208379,0.32361213371175773,8565.132004125531,
,,0.2,均值,,1163.9646701388888,1.1822515649753595,0.10168900970672323,0.015797906744677948,0.1943951725350661,0.6585878277988823,0.38540888839284504,8510.242190721296,
,,0.2,前项,,1475.0248263888889,1.057693978155186,0.24394388864587335,0.02979954825526128,0.19146764155617457,0.6120088364292654,0.40888732466247046,8515.916731591582,
,,0.2,后向,,1323.2758680555555,0.9955995005731707,0.09586506081275614,0.018819750880332473,0.19798126599686128,0.6465476865262011,0.4558036329937738,8516.761636878182,
,,0.2,线性,,1421.720486111111,1.047446776272683,0.1571505252926657,0.02247107304628586,0.18249538889444228,0.6373734429202768,0.4160137774574373,8523.257378263257,
,,0.3,均值,,964.8373263888889,1.1393553550810298,0.09222707538967823,0.011612538819013815,0.2346453020868826,0.6114849254627597,0.40189304002245724,8423.245819324908,
,,0.3,前项,,1309.0494791666667,1.0490418330258409,0.17317646999560887,0.011789680740369344,0.3042873462186382,0.607478603089914,0.5587763888541961,8475.914409902349,
,,0.3,后向,,1074.2019097222221,1.1383883351968171,0.1762509514312095,0.0234815176019145,0.2681694850502002,0.6261421762250803,0.4187524511751359,8457.734974521365,
,,0.3,线性,,1023.0862847222222,1.1384372188725256,0.17526726382416358,0.016999104949175847,0.2466350120627253,0.6299223317057586,0.4322926551997944,8453.32315652307,
kairos50m,current_velocity_15T,0,/,,0.10251306604456019,0.0156274406471094,0.7884515810310865,0.0001239335462295364,0.09929335683301982,0.17954354523820398,0.9781586557910771,-1869.1506595667115,
,,0.1,均值,,0.07618035210503472,0.013535042183806759,0.38748930586757274,0.00012069258937504439,0.015395574097352142,0.1612133898883163,0.9794257446939331,-74.89242500793175,
,,0.1,前项,,0.10020123517071759,0.015829051065539026,0.7930870802296276,0.00012533510388134655,0.096375052021816,0.1507438614782573,0.9823077737117705,-1825.000391459947,
,,0.1,后向,,0.10284717701099537,0.015583141008551727,0.7849923587895533,0.0001234923003556569,0.0777582139139723,0.20205131462332238,0.9762321494201376,-1858.8510722118024,
,,0.1,线性,,0.09985488326461227,0.015439992770287018,0.7931020033128762,0.00012415504038439738,0.0920778637332055,0.1887875188700643,0.9826570617811625,-1937.981370168207,
,,0.2,均值,,0.09857182255497685,0.015942545124758022,0.3553597467876314,0.00011284550556850681,0.05391088716206174,0.13042342863258108,0.9622034338911072,679.342423951172,
,,0.2,前项,,0.09092588071469908,0.015174865183291218,0.7866552394691105,0.00012523689225895108,0.07703487574868804,0.2289693871691029,0.9726592390474214,-1606.1684275253103,
,,0.2,后向,,0.09059995863172743,0.01508417851426259,0.8003138161401088,0.00012516932174325344,0.07885258470831612,0.15941974474767792,0.9729787722057968,-1694.6710694100716,
,,0.2,线性,,0.10271364565248843,0.01580078176931379,0.8096804302052043,0.00012485674712881757,0.0683860390563904,0.20315204617967839,0.981549096364892,-2037.104174603803,
,,0.3,均值,,0.16978982430917244,0.020929060078997367,0.2955798298846136,8.731244828477042e-05,0.13909492523727224,0.2080259400112094,0.9583037905549747,952.798094857008,
,,0.3,前项,,0.09622133608217592,0.01564676750357348,0.7664028657145444,0.0001248668372032889,0.061782949521761346,0.14809698652532227,0.9762716609453743,-1606.1500423930038,
,,0.3,后向,,0.11083943684895833,0.01632448058668389,0.8310580100972598,0.00012413942739077959,0.08495476823362329,0.1541842897711714,0.9761439964172146,-1674.3470053440367,
,,0.3,线性,,0.10185650860821759,0.01559524655769519,0.8071808903958434,0.00012283113731005406,0.054224931867857734,0.1459948315068217,0.9834753294407413,-2118.484772028844,
kairos50m,current_velocity_20T,0,/,,102.06649305555555,0.04124781419633669,0.5338671213779469,0.0006000500302238819,0.6867636632834919,0.7996282061043621,0.6866531337866297,9719.036940616175,
,,0.1,均值,,98.2897197420635,0.04089469285670758,0.509052484386871,0.0005320307243342276,0.6304556071182368,0.7624195510653597,0.7216109568144449,9658.853847541759,
,,0.1,前项,,101.19844370039682,0.04199181091291884,0.51416976556454,0.0006101528512389282,0.5776198498829432,0.7516830121903054,0.7663821343862447,9664.29598716691,
,,0.1,后向,,101.23561507936508,0.04208905545824529,0.5324246599690713,0.0005821978694500121,0.5932712206987804,0.7604764663207136,0.7427148666313689,9664.413066620062,
,,0.1,线性,,99.98687375992064,0.041240572092230914,0.549240722926116,0.0006068095024421265,0.6403192451392453,0.7744709616666253,0.7133171570892599,9630.47724712271,
,,0.2,均值,,94.64975198412698,0.039971819341054544,0.39099547103669313,0.0004743302113947851,0.550372586505972,0.7054666845426371,0.7631884353903946,9561.27095238014,
,,0.2,前项,,101.69287574404763,0.041852805778420675,0.49923062790017536,0.000454382181423745,0.48100605462870893,0.6663044709592203,0.8033112253719287,9584.791572220793,
,,0.2,后向,,89.08365575396826,0.03897719511425645,0.5227514247922012,0.0007768639103439823,0.48511672522965554,0.679633504084557,0.808672056975653,9585.05600657026,
,,0.2,线性,,91.67357390873016,0.0395169130333856,0.5528790758057598,0.0005219779216541823,0.5924727339107475,0.7282471771632826,0.7606757478818399,9486.214218095201,
,,0.3,均值,,90.29792906746032,0.03943283742607804,0.38948242555866025,0.0005436330327042557,0.5112452939557183,0.6257852088428503,0.7700622932010821,9510.964626546333,
,,0.3,前项,,88.47738095238095,0.03944870679010244,0.5849059559363766,0.0008085433519694334,0.4689523217892342,0.6405918402818342,0.8062287795072071,9522.708328233652,
,,0.3,后向,,106.22127976190477,0.042762664658814585,0.5655464167669365,0.0003337811331610132,0.4249381356437662,0.612208728914206,0.8049903516439979,9499.471005768106,
,,0.3,线性,,97.59790426587301,0.0409077444927184,0.6017619358693675,0.0006201004428277318,0.5559959306348694,0.7235237775257947,0.7881631474221547,9396.799148072072,
kairos50m,current_velocity_5T,0,/,,0.07934346516927084,0.002217415939421841,0.27032612345169393,-3.5662583488866954e-06,0.9715451978943748,0.4838239649472144,0.9448088356083411,-857.8730814037611,
,,0.1,均值,,0.09275727166069879,0.0024168567388337,0.1502883439066159,-1.2497813946986833e-06,0.8851966474206655,0.47786264377794907,0.9582756901525101,-23.19403035455081,
,,0.1,前项,,0.0746775648328993,0.0021386054892669104,0.15926489700527252,-8.168157304849375e-07,0.8926046898467126,0.4855983255831101,0.954313881730636,222.41909549174335,
,,0.1,后向,,0.1109573025173611,0.002603879945183714,0.12448299161280385,3.59787181034663e-06,0.8705251313675731,0.48675736946708154,0.9623059572835835,234.16260565743195,
,,0.1,线性,,0.0816860114203559,0.002260133443561398,0.2688422818496426,1.6749030577316757e-07,0.9598322316460577,0.47698704385518464,0.9586885548111294,-899.1021928850136,
,,0.2,均值,,0.10474850124782986,0.0025840857121404905,0.05636621106411436,-1.050401533349841e-05,0.7434928436290149,0.4762843345455855,0.9451883400522162,588.6715181878454,
,,0.2,前项,,0.08118309868706597,0.002238169063461584,0.0916360485228515,-9.611654284498185e-06,0.8079746960806233,0.5059916784160541,0.9538102464828567,838.6087268017951,
,,0.2,后向,,0.13248936971028646,0.002902894608998779,0.07953108759007008,-4.869580966618358e-06,0.7576304549173334,0.49080108125903354,0.9531966413985108,839.9665789229724,
,,0.2,线性,,0.08396099514431424,0.00229725359248796,0.19130565870927219,-1.1182110861968293e-05,0.9393981016555484,0.4793282142755929,0.9746605678274387,-1048.2985610467163,
,,0.3,均值,,0.12943829854329428,0.0028872313626049162,0.06609696697113347,-1.3637516313274985e-06,0.6623263608750803,0.47232276005914137,0.949694109626769,886.0240705786258,
,,0.3,前项,,0.07876836988661025,0.002233008036245886,0.078198971373092,-3.580642620576085e-06,0.7375834978832175,0.4859522443653109,0.9538829134665757,1181.2114911876542,
,,0.3,后向,,0.16494303385416667,0.0032884738853869665,0.06878821012003403,-1.2020683342009975e-05,0.7313377084984116,0.5023975764363107,0.9490117925003769,1198.2420067786247,
,,0.3,线性,,0.08628209431966145,0.0023165953054755492,0.18513143520458447,-1.3544845846744253e-06,0.9325769389000238,0.48582167672015875,0.9704793882753494,-1106.4290581326054,
kairos50m,current_velocity_H,0,/,,104.53021701388889,0.04242045389793393,0.61767597247658,-0.0016693575619549518,0.6914359592291188,0.7961282100230153,0.6466091393674019,9824.418832282088,
,,0.1,均值,,95.55866319444445,0.040141433720399536,0.6077855162221633,-0.0018185482005504427,0.6750401288310005,0.7666794211586072,0.6549729296226557,9779.412493858668,
,,0.1,前项,,97.582265625,0.041278924729721465,0.6379220919589808,-0.0015993369693377522,0.6509346115389115,0.760823874219559,0.6790199714648016,9787.23307381616,
,,0.1,后向,,115.15774305555556,0.044373927795493574,0.6259029750749957,-0.0015933844894527069,0.6689288994824247,0.7544366295906256,0.6574419469663046,9771.394981058156,
,,0.1,线性,,102.60162326388888,0.042151658624776364,0.6404418872652755,-0.00155546343549063,0.6699910829799491,0.766075997032007,0.6664237560773725,9770.955276273682,
,,0.2,均值,,83.30641493055556,0.03773842402751081,0.5412260731761258,-0.0015641822470120284,0.5989170599861078,0.6748609505369589,0.7058726954576995,9730.09842605597,
,,0.2,前项,,106.55972222222222,0.042629083221573334,0.6393235999705421,-0.0017705893572582676,0.5910731796376216,0.6918438759482379,0.7131604465802762,9721.348511847802,
,,0.2,后向,,129.8974045138889,0.04579122420455253,0.6458257549808956,-0.001972290525772055,0.5799255985388958,0.6732103361190589,0.7322682869660778,9736.916404674597,
,,0.2,线性,,113.82185763888889,0.04372457462642612,0.6236761219879552,-0.0018693416244137833,0.5827672600491988,0.672175483591045,0.7231104440303344,9687.490636212297,
,,0.3,均值,,91.13321180555556,0.0389475591619766,0.42479825139665744,-0.0013121029388200272,0.4720852721653147,0.5287497810056724,0.7294464122075043,9637.339024523078,
,,0.3,前项,,113.813671875,0.04496121694880587,0.5487986638841754,-0.002191904760936423,0.4265694065863812,0.5560889082024156,0.7611000089847869,9639.05515438602,
,,0.3,后向,,89.47606770833333,0.03942774548957172,0.6150277571803944,-0.0015269640668068218,0.44573325159941773,0.5535378158728974,0.7375604151973177,9639.483796180219,
,,0.3,线性,,105.31610243055556,0.04309147302415102,0.5941615531495087,-0.0018434894551483064,0.4628130551078765,0.5494632377861048,0.7325022689506395,9586.049543963789,
kairos50m,electricity,0,/,,96985.7688888889,0.06419426803435437,0.6512792826738618,0.0023123723589517408,0.6671227744806913,0.8867806411083649,0.7598673452174971,17171.599570390073,
,,0.1,均值,,100464.30222222222,0.06640772192821959,0.6308352712740386,0.007233231792860848,0.6339307308126981,0.8546342242936606,0.7662793653625279,17212.61555958123,
,,0.1,前项,,106527.29777777777,0.06742936860218572,0.6537269624796651,0.004976570712293155,0.633611877449088,0.8461556011747293,0.7659030778535365,17208.84494209662,
,,0.1,后向,,93623.46666666666,0.06295304791193257,0.6572883560229318,-0.0036498446670811687,0.6304690668486848,0.8368982636460489,0.758549615951859,17210.2815365731,
,,0.1,线性,,100521.92,0.06575453104890776,0.655074782791033,-0.0006401365628160932,0.6366232516763075,0.8414929945507369,0.7565355415939521,17170.728197353244,
,,0.2,均值,,111670.94222222222,0.06994734369366483,0.6096329287335345,-0.00446354512466048,0.5653941531297692,0.7756268976423932,0.7759832233585833,17290.63936499121,
,,0.2,前项,,128710.3111111111,0.07439660333895652,0.6500654847683542,0.005058112088010713,0.5365395531211078,0.7433258257663767,0.7965837908144509,17245.13952441703,
,,0.2,后向,,143368.4088888889,0.07557846777904563,0.6786824182130412,-0.003849371009087435,0.5592800281672583,0.7729658539793735,0.7912194486612341,17254.89063451361,
,,0.2,线性,,113796.8711111111,0.06943310749802675,0.6744991003529529,-0.0006117827406291049,0.568247622138937,0.7640540582870657,0.7956036827348557,17162.71292310523,
,,0.3,均值,,109855.2,0.0700870442089208,0.5607861618002761,-0.00353843518978319,0.5112422052566384,0.67279952844046,0.8023983248472065,17196.032300229755,
,,0.3,前项,,164405.92,0.0838592338171825,0.6866472329891391,0.006637224480198054,0.5140678396770682,0.7326224400081481,0.810536413496797,17072.656485806725,
,,0.3,后向,,145112.03555555554,0.08038161009281244,0.70204621953328,0.008065126766082125,0.508995085074522,0.7092169700005868,0.8304933402800885,17095.00062322817,
,,0.3,线性,,160657.88444444444,0.08369647944274877,0.6958124707810442,0.007807268205894202,0.5271813443285746,0.717979859784446,0.8318141698508305,16924.59724228299,
kairos50m,exchange_rate,0,/,,0.0026438306558011757,0.05820650724137915,0.9948153493423977,3.7137563594777896e-05,0.02898318998991226,0.016100878798544327,0.5551191912709877,-3344.295354331032,
,,0.1,均值,,0.004352567268140388,0.06976453930848917,0.9888068691321602,3.429541568731899e-05,0.0035674043618140697,0.014934713221320813,0.5529460042050468,-2738.3317634364016,
,,0.1,前项,,0.003203539992823745,0.06239621258131412,0.9935505292440905,3.6926354959496724e-05,0.009054096861386463,0.012564607097075376,0.5713790060243318,-3296.015629618889,
,,0.1,后向,,0.0032887942381579468,0.06510072452934527,0.9942885438688749,3.717960034569397e-05,0.01319493474851674,0.013048577046771308,0.5660411682622284,-3289.8879230030884,
,,0.1,线性,,0.002766933248500631,0.060554088740604174,0.9943021229691476,3.706134720104161e-05,0.00829784116513086,0.014390751180704368,0.5795929317428326,-3410.635393398581,
,,0.2,均值,,0.005429609664762863,0.08318609229881145,0.9722827291960784,2.4088558066510738e-05,0.035029741236729445,0.011412192017898733,0.6028582478172166,-2054.0051907817938,
,,0.2,前项,,0.0034349846117424244,0.06684514519697471,0.9939407576804492,3.674267036879959e-05,0.0,0.014453804694502215,0.5923339074195542,-3346.8608691921136,
,,0.2,后向,,0.0027178854894156406,0.0589885706718339,0.9932887577530173,3.749731583219107e-05,0.0,0.010762605744665246,0.5719738036013943,-3287.700507008875,
,,0.2,线性,,0.0025933148162533537,0.05849494799005424,0.9941096038331345,3.7067212886159794e-05,0.0,0.014595610042841739,0.5963142171631105,-3491.078170482871,
,,0.3,均值,,0.006428218803020439,0.09757746460336543,0.9521508733586835,2.34682892867487e-05,0.07091112727867276,0.012178514897619397,0.682611795111105,-1745.4738519429397,
,,0.3,前项,,0.0037985537750552397,0.06843952197465825,0.9939094937536052,3.68802689528588e-05,0.0,0.01360274679492215,0.6072428507976437,-3408.5859337614743,
,,0.3,后向,,0.003500830139776673,0.06680036485587613,0.9924680097866309,3.6446648503413563e-05,0.0,0.014437020826242595,0.6465959464093928,-3403.5939802902385,
,,0.3,线性,,0.003050182034270932,0.06424177362350698,0.9950418952993864,3.677104131077645e-05,0.0,0.010508935868431398,0.5973445077423319,-3640.1064840032236,
kairos50m,traffic,0,/,,2.5477315540666933e-05,0.11692633337504792,0.3290076503468863,5.971477793925669e-07,0.931349986709342,0.9769280456735294,0.6631842271088382,-4229.644358168146,
,,0.1,均值,,3.014406396283044e-05,0.12904168738063324,0.17632501772711467,5.03752275084341e-07,0.8454985910528012,0.9491401513087273,0.742432376026845,-4102.740409458236,
,,0.1,前项,,3.6709805329640706e-05,0.14026046616199925,0.3051213155541018,5.696403893849205e-07,0.8110304863757551,0.9362635662202181,0.7780065267273314,-4134.568015454616,
,,0.1,后向,,3.782534488925227e-05,0.14427045991029364,0.3260676164891766,3.739062119072117e-07,0.7939718990897621,0.9460091959966351,0.8000079762035559,-4115.759515358898,
