基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.1,均值,4.929188569,581464082.2,0.630868758,0.326481647,4.01850133,0.628295625,0.725699127,0.057873996,13893.91019
,,0.1,前项,8.262687683,697205949.6,0.740740048,0.478894617,2.786023501,0.630000439,0.714604615,0.052649774,13931.60062
,,0.1,后向,5.988376141,651441432.7,0.684601434,0.561916847,6.619786362,0.630691014,0.716498313,0.051255532,13941.36853
,,0.1,线性,5.44144551,518735110.4,0.610950912,0.487156482,4.320533951,0.631068047,0.711277173,0.053797807,13936.73572
,,,kalman_struct,5.710857232,582173424.5,0.637513531,0.711096797,4.708965874,0.633930135,0.708942401,0.047711457,13976.21028
,,,kalman_arima,4.96359841,579116388.5,0.632013896,0.332369356,4.048560472,0.630306314,0.721159182,0.054199122,13896.46018
,,,gp_rbf,4.809532166,572390744.4,0.659867576,0.41377913,4.771301885,0.63068593,0.717323674,0.044786467,13902.48783
,,,saits,4.744030317,602741776.7,0.621138792,0.314882687,3.260199763,0.623963496,0.719451772,0.064830716,13905.2984
,,0.2,均值,11.621167501,546674563.6,0.620144689,0.343291104,2.831326005,0.632992928,0.661632138,0.028337383,13884.39159
,,0.2,前项,13.824610392,599776151.3,0.628411459,0.376941304,3.199482257,0.626056376,0.659546836,0.043551098,13908.41367
,,0.2,后向,14.772125244,739863477.7,0.719202343,0.541023969,8.414824015,0.632498545,0.661617647,0.044430554,13938.97295
,,0.2,线性,12.48411878,556007666.7,0.631478839,0.420057762,5.475216759,0.629769266,0.64577937,0.045815426,13916.03464
,,,kalman_struct,15.98935318,584883944.9,0.635177212,0.485177424,3.42671615,0.631593057,0.632927871,0.035212105,13931.06895
,,,kalman_arima,11.53085645,545488410.5,0.618965392,0.347459926,2.945731258,0.636351147,0.683448414,0.034027539,13879.75683
,,,gp_rbf,14.543154399,531684295.9,0.62482367,0.437793904,2.942740502,0.634374402,0.66091133,0.031121044,13889.9243
,,,saits,11.797908147,577976644.6,0.623625424,0.335046883,4.105157986,0.628734549,0.662146943,0.043635179,13896.13727
,,0.3,均值,11.409022331,537419181.3,0.628671865,0.280395783,0.580386116,0.586580971,0.543301561,0.069079636,13868.01956
,,0.3,前项,12.370419184,559528309.2,0.617210035,0.416333832,7.677559934,0.575671402,0.58390286,0.084250771,13892.46729
,,0.3,后向,14.001979192,599234581.2,0.61993727,0.406307469,6.584728234,0.57400265,0.607701706,0.087989505,13903.98718
,,0.3,线性,11.800827026,560662227.6,0.606478243,0.390742726,6.853492956,0.575888421,0.586353286,0.084882168,13890.52428
,,,kalman_struct,18.001281102,598000756.8,0.616084253,0.600546027,11.0459164,0.578951318,0.573102392,0.073338244,13915.32526
,,,kalman_arima,11.310880025,535723692.2,0.621626316,0.274725453,1.234570551,0.592581924,0.548780853,0.06919799,13869.44824
,,,gp_rbf,11.24921004,559796084.4,0.63844734,0.357256294,2.545900743,0.581671213,0.570727668,0.071388384,13867.35666
,,,saits,11.400794029,563644067.1,0.617272432,0.280779666,2.148059751,0.580267451,0.580725711,0.073838694,13871.67578
kairos50m,Water_Quality_Darwin_15T,0,/,/,17.23537055,0.017364464,0.840341221,-0.001435298,0.75096181,0.782245046,0.884111428,5190.176283
,,0.1,均值,0.560923405,15.31463487,0.017416114,0.522621457,-0.001563867,0.326792477,0.697895809,0.946347228,6360.130458
,,0.1,前项,0.129176868,15.62167426,0.017118822,0.795444292,-0.001437012,0.630507475,0.763523003,0.914181215,5378.565501
,,0.1,后向,0.128294337,16.1913954,0.017290579,0.81249603,-0.001453091,0.675151131,0.746066382,0.907855498,5361.077055
,,0.1,线性,0.086860019,16.29867893,0.017167207,0.83851735,-0.001434845,0.712486023,0.76988088,0.897068311,5137.774923
,,,kalman_struct,0.101536616,16.49922011,0.017324253,0.818050144,-0.001435186,0.694193038,0.772465383,0.906600794,5151.294506
,,,kalman_arima,0.55583935,15.42651096,0.017496864,0.525025298,-0.001555832,0.330314333,0.698469129,0.952400844,5950.742785
,,,gp_rbf,0.11356816,15.98237847,0.017223064,0.833465373,-0.001440938,0.704311217,0.738843015,0.899431255,5298.428665
,,,saits,0.124979723,16.22724745,0.017348712,0.835925172,-0.001463701,0.704993627,0.737643114,0.89570174,5276.810113
,,0.2,均值,0.904009324,26.31668837,0.023148084,0.412454781,-0.001469435,0.270231333,0.636612578,0.936146193,6822.469445
,,0.2,前项,0.276449661,18.0922309,0.018357876,0.73918461,-0.001450879,0.476509346,0.677962011,0.93690181,5514.58913
,,0.2,后向,0.289917914,18.26655816,0.018136841,0.77853495,-0.001492141,0.494143212,0.637020439,0.920116156,5520.041863
,,0.2,线性,0.195568101,18.30763889,0.018134377,0.815688107,-0.001478719,0.614251287,0.715001687,0.922026555,5021.711054
,,,kalman_struct,0.219360337,17.88303765,0.018089381,0.769328764,-0.001466047,0.568776027,0.717931473,0.939967556,5039.963614
,,,kalman_arima,0.911090487,27.26108398,0.023461531,0.416260824,-0.00149747,0.276212545,0.637927258,0.944198501,6281.759962
,,,gp_rbf,0.239654615,17.85178087,0.017908936,0.802909945,-0.001480236,0.559846551,0.662040645,0.907200749,5415.339749
,,,saits,0.243358724,19.20903592,0.018469699,0.818609759,-0.001474063,0.596248046,0.723118203,0.905950687,5359.78377
,,0.3,均值,1.613059267,21.07992893,0.021890953,0.34602168,-0.000798467,0.151596701,0.596145147,0.949066775,7061.115341
,,0.3,前项,0.408469898,17.61212701,0.018659081,0.703859323,-0.00148608,0.354473453,0.685251555,0.942053152,5696.472024
,,0.3,后向,0.423340187,16.43443468,0.017627053,0.733900965,-0.001433997,0.423891787,0.708244146,0.939585354,5679.569808
,,0.3,线性,0.290606863,16.39406874,0.017456169,0.790636088,-0.001452081,0.53909697,0.75182997,0.937830849,4954.575876
,,,kalman_struct,0.36356329,17.15166287,0.017762942,0.755849963,-0.001415382,0.529212513,0.758449195,0.952270437,4969.786936
,,,kalman_arima,1.595935695,20.65224067,0.021731188,0.347401173,-0.000811346,0.154155916,0.594427813,0.955795317,6487.384049
,,,gp_rbf,0.335307295,15.3306722,0.017330924,0.773314682,-0.001504708,0.496802721,0.642185746,0.913056031,5545.394913
,,,saits,0.364574085,15.03352865,0.017279655,0.810684233,-0.001432343,0.524435879,0.684371419,0.914447334,5553.036992
kairos50m,azure2019_U_5T,0,/,/,1099.898958,1.009471216,0.106050206,0.016994057,0.221981896,0.634620574,0.324985935,8616.76028
,,0.1,均值,4.650542736,1188.899653,1.131054993,0.116018822,0.017072779,0.240236881,0.635066822,0.286393601,8565.185236
,,0.1,前项,4.612352848,1374.692101,1.007335652,0.11945964,0.016987945,0.189625328,0.627522691,0.376969597,8582.596791
,,0.1,后向,4.052372456,1299.259635,1.024100571,0.124684575,0.016736643,0.230695771,0.632001752,0.316090439,8573.559809
,,0.1,线性,4.240052223,1317.929861,1.012702877,0.122018439,0.01683705,0.218852934,0.630190028,0.323612134,8565.132004
,,,kalman_struct,6.063305378,1936.553125,1.434849747,0.131252817,0.016964008,0.1936679,0.631304812,0.37482957,8585.216244
,,,kalman_arima,4.541671753,1182.56059,1.122477716,0.117333073,0.016862046,0.238302399,0.635281599,0.290743596,8565.660295
,,,gp_rbf,4.654363155,1309.075,1.063576325,0.118867779,0.01642921,0.22529377,0.633553195,0.319059843,8568.180542
,,,saits,4.148218632,1323.961979,1.00452801,0.127584103,0.016894247,0.230017265,0.630494859,0.314625956,8572.355472
,,0.2,均值,8.379199028,1163.96467,1.182251565,0.10168901,0.015797907,0.194395173,0.658587828,0.385408888,8510.242191
,,0.2,前项,7.094608307,1475.024826,1.057693978,0.243943889,0.029799548,0.191467642,0.612008836,0.408887325,8515.916732
,,0.2,后向,8.30338192,1323.275868,0.995599501,0.095865061,0.018819751,0.197981266,0.646547687,0.455803633,8516.761637
,,0.2,线性,7.85106945,1421.720486,1.047446776,0.157150525,0.022471073,0.182495389,0.637373443,0.416013777,8523.257378
,,,kalman_struct,10.240747452,2509.763368,1.547342423,0.151079925,0.019154017,0.159940792,0.63705955,0.518034697,8543.013059
,,,kalman_arima,8.180279732,1128.965972,1.168029789,0.107012066,0.016624992,0.190969703,0.656300847,0.389883988,8515.703741
,,,gp_rbf,8.98710537,1715.820833,1.150810253,0.197763784,0.031271392,0.215148925,0.645377001,0.426260663,8515.811125
,,,saits,6.403056622,1370.059722,1.003235781,0.12437031,0.018726793,0.20042822,0.643260953,0.415135996,8527.927693
,,0.3,均值,9.790679932,964.8373264,1.139355355,0.092227075,0.011612539,0.234645302,0.611484925,0.40189304,8423.245819
,,0.3,前项,9.31924057,1309.049479,1.049041833,0.17317647,0.011789681,0.304287346,0.607478603,0.558776389,8475.91441
,,0.3,后向,8.271232605,1074.20191,1.138388335,0.176250951,0.023481518,0.268169485,0.626142176,0.418752451,8457.734975
,,0.3,线性,9.101024628,1023.086285,1.138437219,0.175267264,0.016999105,0.246635012,0.629922332,0.432292655,8453.323157
,,,kalman_struct,12.086257935,1034.31224,1.132889138,0.227390475,0.011298303,0.320163404,0.506026893,0.56087949,8482.205446
,,,kalman_arima,9.535179138,1210.812674,1.207319962,0.11215513,0.012679538,0.259120705,0.608997816,0.383069935,8428.113642
,,,gp_rbf,9.497113228,1356.734722,1.18562437,0.196251429,0.026449667,0.32054399,0.676961186,0.42862072,8443.932041
,,,saits,8.952357292,1170.571354,0.978885811,0.11730198,0.015164266,0.233025034,0.622361765,0.462883138,8442.245152
kairos50m,current_velocity_15T,0,/,/,0.102513066,0.015627441,0.788451581,0.000123934,0.099293357,0.179543545,0.978158656,-1869.15066
,,0.1,均值,0.348530928,0.076180352,0.013535042,0.387489306,0.000120693,0.015395574,0.16121339,0.979425745,-74.89242501
,,0.1,前项,0.032215571,0.100201235,0.015829051,0.79308708,0.000125335,0.096375052,0.150743861,0.982307774,-1825.000391
,,0.1,后向,0.023440222,0.102847177,0.015583141,0.784992359,0.000123492,0.077758214,0.202051315,0.976232149,-1858.851072
,,0.1,线性,0.016403854,0.099854883,0.015439993,0.793102003,0.000124155,0.092077864,0.188787519,0.982657062,-1937.98137
,,,kalman_struct,0.020365606,0.09791505,0.015461525,0.790085858,0.00012436,0.093987202,0.194212043,0.982580473,-1934.694944
,,,kalman_arima,0.339307748,0.076132813,0.013402446,0.40011021,0.000119723,0.016799983,0.159910061,0.988020584,-936.4567369
,,,gp_rbf,0.031699218,0.113406417,0.016100904,0.785859409,0.000124927,0.085669015,0.206123432,0.980254826,-1868.053809
,,,saits,0.032639495,0.099872742,0.015221896,0.791014083,0.000124531,0.090038593,0.183854362,0.979899514,-1839.4316
,,0.2,均值,0.746399347,0.098571823,0.015942545,0.355359747,0.000112846,0.053910887,0.130423429,0.962203434,679.342424
,,0.2,前项,0.091418107,0.090925881,0.015174865,0.786655239,0.000125237,0.077034876,0.228969387,0.972659239,-1606.168428
,,0.2,后向,0.085727171,0.090599959,0.015084179,0.800313816,0.000125169,0.078852585,0.159419745,0.972978772,-1694.671069
,,0.2,线性,0.052384102,0.102713646,0.015800782,0.80968043,0.000124857,0.068386039,0.203152046,0.981549096,-2037.104175
,,,kalman_struct,0.044997197,0.102266891,0.015626932,0.796029496,0.000123885,0.099086484,0.214365018,0.982089016,-1958.433212
,,,kalman_arima,0.711086046,0.099329145,0.01591913,0.345968435,0.000117649,0.04247969,0.136020558,0.97593978,-421.6317775
,,,gp_rbf,0.092485839,0.088323116,0.015041804,0.800475799,0.000127448,0.049261539,0.198437583,0.973537014,-1688.649106
,,,saits,0.099059697,0.098564182,0.015655992,0.80623876,0.000125433,0.058511426,0.238363866,0.97427203,-1626.159915
,,0.3,均值,1.221354938,0.169789824,0.02092906,0.29557983,8.73E-05,0.139094925,0.20802594,0.958303791,952.7980949
,,0.3,前项,0.117795606,0.096221336,0.015646768,0.766402866,0.000124867,0.06178295,0.148096987,0.976271661,-1606.150042
,,0.3,后向,0.115062084,0.110839437,0.016324481,0.83105801,0.000124139,0.084954768,0.15418429,0.976143996,-1674.347005
,,0.3,线性,0.068554761,0.101856509,0.015595247,0.80718089,0.000122831,0.054224932,0.145994832,0.983475329,-2118.484772
,,,kalman_struct,0.073035767,0.098441388,0.015538544,0.791825321,0.00012142,0.078879817,0.130316781,0.984009105,-2087.310525
,,,kalman_arima,1.183111531,0.151985044,0.019351294,0.295283829,9.16E-05,0.133817678,0.203807887,0.969348203,-215.5064147
,,,gp_rbf,0.183297511,0.082621782,0.014431427,0.802638646,0.000124502,0.069359113,0.148325297,0.965347903,-1530.769468
,,,saits,0.137157735,0.105434152,0.016034117,0.829543875,0.000123707,0.055103653,0.21084515,0.969179307,-1636.602539
kairos50m,current_velocity_20T,0,/,/,102.0664931,0.041247814,0.533867121,0.00060005,0.686763663,0.799628206,0.686653134,9719.036941
,,0.1,均值,0.347376455,98.28971974,0.040894693,0.509052484,0.000532031,0.630455607,0.762419551,0.721610957,9658.853848
,,0.1,前项,0.491328853,101.1984437,0.041991811,0.514169766,0.000610153,0.57761985,0.751683012,0.766382134,9664.295987
,,0.1,后向,0.433049847,101.2356151,0.042089055,0.53242466,0.000582198,0.593271221,0.760476466,0.742714867,9664.413067
,,0.1,线性,0.338921913,99.98687376,0.041240572,0.549240723,0.00060681,0.640319245,0.774470962,0.713317157,9630.477247
,,,kalman_struct,0.398498924,108.0991939,0.042471164,0.526492211,0.000511255,0.631667807,0.782898075,0.736762484,9631.831823
,,,kalman_arima,0.31523578,97.62392733,0.040672881,0.546949077,0.000586799,0.648952339,0.780439329,0.711109564,9629.064321
,,,gp_rbf,0.395557751,100.6452629,0.041705119,0.538015434,0.00065111,0.619115267,0.755162499,0.729514005,9649.018975
,,,saits,0.302647855,98.18828125,0.040793176,0.537540412,0.000562079,0.657308446,0.786729883,0.705207327,9638.815594
,,0.2,均值,0.788523387,94.64975198,0.039971819,0.390995471,0.00047433,0.550372587,0.705466685,0.763188435,9561.270952
,,0.2,前项,1.05210631,101.6928757,0.041852806,0.499230628,0.000454382,0.481006055,0.666304471,0.803311225,9584.791572
,,0.2,后向,0.994045151,89.08365575,0.038977195,0.522751425,0.000776864,0.485116725,0.679633504,0.808672057,9585.056007
,,0.2,线性,0.773066102,91.67357391,0.039516913,0.552879076,0.000521978,0.592472734,0.728247177,0.760675748,9486.214218
,,,kalman_struct,0.912058321,96.44508309,0.040300734,0.538581184,0.000578731,0.582365832,0.72923918,0.806383205,9500.71217
,,,kalman_arima,0.70238228,92.66123512,0.039617329,0.528654405,0.000493099,0.602534836,0.739855337,0.750379314,9482.703916
,,,gp_rbf,0.755679782,93.04733383,0.040014943,0.484311629,0.000446054,0.558985128,0.699386307,0.762023703,9542.159797
,,,saits,0.664058506,97.95385045,0.040246868,0.476494278,0.000570014,0.620361128,0.748078371,0.755908189,9501.492826
,,0.3,均值,1.122923353,90.29792907,0.039432837,0.389482426,0.000543633,0.511245294,0.625785209,0.770062293,9510.964627
,,0.3,前项,1.325721157,88.47738095,0.039448707,0.584905956,0.000808543,0.468952322,0.64059184,0.80622878,9522.708328
,,0.3,后向,1.473351683,106.2212798,0.042762665,0.565546417,0.000333781,0.424938136,0.612208729,0.804990352,9499.471006
,,0.3,线性,1.028224553,97.59790427,0.040907744,0.601761936,0.0006201,0.555995931,0.723523778,0.788163147,9396.799148
,,,kalman_struct,1.247541432,96.15334821,0.040576383,0.483751636,0.000948067,0.503725535,0.754007123,0.855059615,9408.371509
,,,kalman_arima,0.963843469,99.48582589,0.041062391,0.594092797,0.000639488,0.583801096,0.721734521,0.75898136,9393.534194
,,,gp_rbf,1.140665455,99.89469246,0.041370886,0.486484511,0.000632796,0.508240095,0.638148721,0.771602241,9477.359376
,,,saits,0.961502773,89.74618056,0.03948418,0.518239293,0.000584307,0.611578282,0.71845998,0.751896832,9436.333453
kairos50m,current_velocity_5T,0,/,/,0.079343465,0.002217416,0.270326123,-3.57E-06,0.971545198,0.483823965,0.944808836,-857.8730814
,,0.1,均值,0.029697202,0.092757272,0.002416857,0.150288344,-1.25E-06,0.885196647,0.477862644,0.95827569,-23.19403035
,,0.1,前项,0.028027087,0.074677565,0.002138605,0.159264897,-8.17E-07,0.89260469,0.485598326,0.954313882,222.4190955
,,0.1,后向,0.030670037,0.110957303,0.00260388,0.124482992,3.60E-06,0.870525131,0.486757369,0.962305957,234.1626057
,,0.1,线性,0.010445956,0.081686011,0.002260133,0.268842282,1.67E-07,0.959832232,0.476987044,0.958688555,-899.1021929
,,,kalman_struct,0.002456415,0.079109175,0.002216255,0.28777927,-2.71E-06,0.972348759,0.483506825,0.943269978,-910.3267737
,,,kalman_arima,0.029261469,0.093155077,0.00242264,0.151039812,-1.32E-06,0.886901665,0.476980711,0.964371654,-447.5842836
,,,gp_rbf,0.026662537,0.093695882,0.002419408,0.167030448,1.32E-06,0.904637562,0.475780935,0.957063448,-120.2574671
,,,saits,0.018179676,0.087390586,0.002342917,0.230520793,1.89E-06,0.936744808,0.473682647,0.953527179,-693.8549264
,,0.2,均值,0.066711879,0.104748501,0.002584086,0.056366211,-1.05E-05,0.743492844,0.476284335,0.94518834,588.6715182
,,0.2,前项,0.054397426,0.081183099,0.002238169,0.091636049,-9.61E-06,0.807974696,0.505991678,0.953810246,838.6087268
,,0.2,后向,0.063785557,0.13248937,0.002902895,0.079531088,-4.87E-06,0.757630455,0.490801081,0.953196641,839.9665789
,,0.2,线性,0.024829841,0.083960995,0.002297254,0.191305659,-1.12E-05,0.939398102,0.479328214,0.974660568,-1048.298561
,,,kalman_struct,0.005548769,0.078846927,0.002213597,0.264154108,-4.30E-06,0.96989085,0.483846752,0.954975965,-974.0137633
,,,kalman_arima,0.065927052,0.103844994,0.00258513,0.05679517,-1.10E-05,0.746767495,0.477522503,0.957147672,-159.4763021
,,,gp_rbf,0.062877194,0.104383325,0.002579996,0.069840649,-1.26E-05,0.769038756,0.476026609,0.953485543,537.7738275
,,,saits,0.042791114,0.099518594,0.00248886,0.105513817,-1.25E-05,0.869896247,0.476856763,0.96682253,-625.8012787
,,0.3,均值,0.096094726,0.129438299,0.002887231,0.066096967,-1.36E-06,0.662326361,0.47232276,0.94969411,886.0240706
,,0.3,前项,0.087960567,0.07876837,0.002233008,0.078198971,-3.58E-06,0.737583498,0.485952244,0.953882913,1181.211491
,,0.3,后向,0.08971691,0.164943034,0.003288474,0.06878821,-1.20E-05,0.731337708,0.502397576,0.949011793,1198.242007
,,0.3,线性,0.035410573,0.086282094,0.002316595,0.185131435,-1.35E-06,0.932576939,0.485821677,0.970479388,-1106.429058
,,,kalman_struct,0.007909034,0.07789355,0.002201659,0.27782765,-3.46E-06,0.970515659,0.483968876,0.957115102,-1044.063087
,,,kalman_arima,0.095094366,0.126592034,0.002880275,0.066136885,-1.13E-06,0.667796194,0.472861661,0.959029845,-1.769908396
,,,gp_rbf,0.092713274,0.122070635,0.002791454,0.09254261,-9.17E-06,0.696546459,0.461680578,0.947138662,839.0800032
,,,saits,0.063167686,0.106362101,0.002585797,0.10177238,-1.91E-06,0.830480025,0.491462443,0.972521717,-467.8108375
kairos50m,current_velocity_H,0,/,/,104.530217,0.042420454,0.617675972,-0.001669358,0.691435959,0.79612821,0.646609139,9824.418832
,,0.1,均值,0.33063609,95.55866319,0.040141434,0.607785516,-0.001818548,0.675040129,0.766679421,0.65497293,9779.412494
,,0.1,前项,0.475157553,97.58226563,0.041278925,0.637922092,-0.001599337,0.650934612,0.760823874,0.679019971,9787.233074
,,0.1,后向,0.313125011,115.1577431,0.044373928,0.625902975,-0.001593384,0.668928899,0.75443663,0.657441947,9771.394981
,,0.1,线性,0.36516417,102.6016233,0.042151659,0.640441887,-0.001555463,0.669991083,0.766075997,0.666423756,9770.955276
,,,kalman_struct,0.541490912,129.0488542,0.046616096,0.706945601,-0.001394352,0.63741157,0.728624625,0.695596201,9790.065279
,,,kalman_arima,0.324681816,96.47690972,0.040360713,0.610578527,-0.001814597,0.676935334,0.772581155,0.65642887,9765.719583
