基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,,预测窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,kalman_struct,6.063305378,3312.998611,1.555057206,0.131252817,0.016964008,0.1936679,0.631304812,0.37482957,8585.216244,0.821321089,0.022175539,0.691469569,0.683761325,0.739623767,2187.76476
,,,kalman_arima,4.541671753,2772.343229,1.30101816,0.117333073,0.016862046,0.238302399,0.635281599,0.290743596,8565.660295,0.918929767,0.015621646,0.520942759,0.743953608,0.885546899,1835.779578
,,,gp_rbf,4.654363155,2972.362153,1.297303152,0.118867779,0.01642921,0.22529377,0.633553195,0.319059843,8568.180542,0.878929354,0.025812293,0.561543789,0.536012383,0.64597967,1847.961139
,,,saits,4.148218632,2614.415625,1.308846484,0.127584103,0.016894247,0.230017265,0.630494859,0.314625956,8572.355472,0.799948438,-0.023032161,0.865051112,0.263000034,0.52652045,1453.144968
,,0.2,均值,8.379199028,2764.39184,1.32459649,0.10168901,0.015797907,0.194395173,0.658587828,0.385408888,8510.242191,0.367212831,-0.0014306,0.776063983,0.701343533,0.850605213,1284.471808
,,,前项,7.094608307,3497.847917,1.353521983,0.243943889,0.029799548,0.191467642,0.612008836,0.408887325,8515.916732,0.295073933,-0.001202444,0.590131944,0.771180132,0.589463832,738.669354
,,,后向,8.30338192,1929.69809,1.161131541,0.095865061,0.018819751,0.197981266,0.646547687,0.455803633,8516.761637,0.635639065,-0.048585578,0.441041105,0.688296822,0.71523061,1732.199358
,,,线性,7.85106945,2984.255903,1.324235959,0.157150525,0.022471073,0.182495389,0.637373443,0.416013777,8523.257378,0.313882872,-0.001660711,0.744865674,0.633306858,0.572747625,1000.384256
,,,kalman_struct,10.24074745,3018.226389,1.363128821,0.151079925,0.019154017,0.159940792,0.63705955,0.518034697,8543.013059,0.259192231,0.00278867,0.48817661,0.700677213,0.763134751,2072.824388
,,,kalman_arima,8.180279732,2665.139236,1.321504107,0.107012066,0.016624992,0.190969703,0.656300847,0.389883988,8515.703741,0.457543026,-0.002122497,0.740410325,0.75975373,0.787260977,1282.677931
,,,gp_rbf,8.98710537,3433.846181,1.368868384,0.197763784,0.031271392,0.215148925,0.645377001,0.426260663,8515.811125,0.734019775,-0.004594537,0.846242511,0.700592317,0.726158031,979.9952043
,,,saits,6.403056622,2046.90625,1.268042357,0.12437031,0.018726793,0.20042822,0.643260953,0.415135996,8527.927693,0.769460375,-0.00761121,0.901965754,0.44831157,0.530755575,1334.589863
,,0.3,均值,9.790679932,2158.098958,1.29917806,0.092227075,0.011612539,0.234645302,0.611484925,0.40189304,8423.245819,0.615153124,-0.002870856,0.930626326,0.192046102,0.512652473,2372.126391
,,,前项,9.31924057,3455.944444,1.337718201,0.17317647,0.011789681,0.304287346,0.607478603,0.558776389,8475.91441,0.362080537,-0.002265511,0.874200129,0.605999205,0.849891906,1974.715372
,,,后向,8.271232605,2873.434722,1.331470574,0.176250951,0.023481518,0.268169485,0.626142176,0.418752451,8457.734975,0.76973598,-0.008155657,0.834198849,0.242631642,0.728492398,2367.994073
,,,线性,9.101024628,3064.931944,1.332129754,0.175267264,0.016999105,0.246635012,0.629922332,0.432292655,8453.323157,0.809576338,-0.004410879,0.886413869,0.317825683,0.68940731,2145.598718
,,,kalman_struct,12.08625794,2517.288889,1.320689851,0.227390475,0.011298303,0.320163404,0.506026893,0.56087949,8482.205446,0.873769005,-0.012040261,0.754945131,0.363724929,0.869056304,2399.130935
,,,kalman_arima,9.535179138,2018.043229,1.291275111,0.11215513,0.012679538,0.259120705,0.608997816,0.383069935,8428.113642,0.863683696,-0.011275997,0.740801005,0.384201335,0.68710562,2551.804548
,,,gp_rbf,9.497113228,1979.678993,1.232011758,0.196251429,0.026449667,0.32054399,0.676961186,0.42862072,8443.932041,0.807368662,-0.040711687,0.7564532,0.214617403,0.791787663,2870.078717
,,,saits,8.952357292,1443.926128,1.059446865,0.11730198,0.015164266,0.233025034,0.622361765,0.462883138,8442.245152,0.77431773,-0.023963306,0.69770873,0.223196953,0.937272764,2847.607761
timesfm2p5,Coastal_T_S_15T,0,/,/,0.005385523,0.001663253,0.328127684,-1.56E-06,0.110011246,0.112845325,0.098297013,4000.760941,0.778205129,1.02E-06,0.056169424,0.503194557,0.839797448,-2942.749505
,,0.1,均值,0.017390705,0.005342276,0.001658407,0.324148815,-1.35E-06,0.146405282,0.111045346,0.127771992,3764.377961,0.853295525,2.16E-07,0.089900227,0.465486184,0.840319497,-3006.859163
,,,前项,0.017299726,0.006272048,0.001753463,0.370445176,-1.54E-06,0.122846826,0.114835174,0.178457656,3812.73869,0.78089665,-9.33E-06,0.051411618,0.482923072,0.845385926,-2832.778354
,,,后向,0.015437795,0.005428458,0.001636455,0.33502093,-1.67E-06,0.102244043,0.105902709,0.170730224,3794.961633,0.771692685,-1.52E-06,0.049926477,0.491246282,0.841171057,-2951.259811
,,,线性,0.014045469,0.005318678,0.001649421,0.361259295,-1.59E-06,0.13794386,0.10792981,0.135883559,3779.799107,0.788535451,-3.90E-06,0.049104601,0.460600578,0.873383586,-2929.88749
,,,kalman_struct,0.018598755,0.005296489,0.001653435,0.360045806,-1.48E-06,0.127066682,0.107536247,0.183994993,3813.674406,0.732698559,-3.26E-06,0.061042589,0.511321047,0.863289664,-2762.30475
,,,kalman_arima,0.016386544,0.005283454,0.001654187,0.334673064,-1.38E-06,0.14918597,0.106950447,0.119560696,3754.758517,0.852654814,-1.11E-06,0.064499663,0.467112848,0.88271146,-2812.980467
,,,gp_rbf,0.014946921,0.005330483,0.001664024,0.355144124,-1.44E-06,0.134718164,0.111537929,0.118592788,3740.636473,0.862153089,1.09E-06,0.066444461,0.523775873,0.857533396,-2781.281044
,,,saits,0.014512839,0.005413073,0.001672457,0.358942329,-1.30E-06,0.139052338,0.110184168,0.105179823,3740.231983,0.889591736,-5.45E-06,0.058686642,0.453487709,0.861067489,-2772.802682
,,0.2,均值,0.029736004,0.00517475,0.001650865,0.329714072,-8.51E-07,0.142912642,0.103305844,0.152107714,3553.68344,0.789524488,-9.98E-06,0.049177955,0.468943236,0.860243687,-2994.552742
,,,前项,0.031367271,0.006099833,0.001716395,0.348063629,-8.51E-07,0.085784766,0.117084545,0.231335068,3616.819888,0.856962863,-4.84E-06,0.093954575,0.546323653,0.841077687,-2912.632714
,,,后向,0.030479729,0.005618478,0.00168221,0.363238843,-2.53E-07,0.084283682,0.116369783,0.258174253,3615.320264,0.775597972,-2.72E-06,0.028740493,0.469443318,0.880356474,-2879.582743
,,,线性,0.028029394,0.005628006,0.001673289,0.357678071,-4.10E-07,0.10662251,0.114768883,0.216805806,3594.846436,0.823056734,-7.77E-06,0.085120521,0.491048706,0.88502652,-2811.936574
,,,kalman_struct,0.036481313,0.005748442,0.001675488,0.350327242,-8.27E-07,0.096295284,0.110033193,0.345985001,3639.106589,0.781343392,-1.23E-05,0.057628312,0.52965751,0.93203713,-2690.438266
,,,kalman_arima,0.028435809,0.005291034,0.001664266,0.345053335,-8.47E-07,0.147647532,0.105870852,0.144714238,3541.304325,0.698029116,-1.07E-05,0.080014836,0.528812597,0.864769259,-2892.695574
,,,gp_rbf,0.027220745,0.005282731,0.001635336,0.357796583,-9.91E-07,0.126410958,0.103113617,0.160374086,3537.706286,0.799868084,-8.25E-06,0.068197319,0.4866343,0.826886158,-2868.3278
,,,saits,0.027363601,0.005319731,0.001634724,0.370876776,-1.25E-06,0.142795326,0.109903368,0.12142649,3524.424861,0.838092666,-5.75E-06,0.024156275,0.494305599,0.869565614,-2622.92392
,,0.3,均值,0.046376189,0.005084491,0.001652213,0.244584016,-7.60E-07,0.133809606,0.114316053,0.199638781,3395.250277,0.616768072,-5.83E-06,0.133081786,0.554720943,0.856274109,-2980.171284
,,,前项,0.041077616,0.006030011,0.001725976,0.411213553,-1.13E-06,0.09914955,0.135630239,0.247489846,3442.376366,0.831655392,4.70E-07,0.074218262,0.527893828,0.89345313,-2680.561698
,,,后向,0.044203514,0.005575771,0.001658672,0.376441215,-1.07E-06,0.042488612,0.120802693,0.284992597,3456.623285,0.850886665,-2.53E-05,0.097319646,0.505860382,0.853355425,-2699.649758
,,,线性,0.03873807,0.005273928,0.001622783,0.392269884,-1.18E-06,0.080951348,0.134892035,0.234521194,3428.784716,0.796754482,-1.43E-05,0.073497961,0.507488996,0.873727452,-2733.630354
,,,kalman_struct,0.056601634,0.005539421,0.001667228,0.332520623,-2.11E-06,0.065414352,0.124767433,0.468864284,3494.505065,0.64096211,-9.00E-06,0.197277512,0.588976597,0.9097074,-2688.851123
,,,kalman_arima,0.042096413,0.005051946,0.0016283,0.296376217,-9.10E-07,0.146556363,0.116047631,0.180037889,3364.688219,0.664864014,-2.77E-06,0.074990613,0.52797097,0.890143715,-2907.187289
,,,gp_rbf,0.039243061,0.005108107,0.001639719,0.395693925,-1.52E-06,0.130497704,0.112585347,0.154559808,3329.481984,0.914019394,-7.38E-06,0.094246454,0.469767223,0.808156646,-2825.325372
,,,saits,0.038849125,0.005521427,0.00165456,0.408215753,-1.48E-06,0.133960218,0.13434782,0.140314176,3324.306384,0.884596395,-4.81E-06,0.054249655,0.456508088,0.809781244,-2625.905748
timesfm2p5,Coastal_T_S_20T,0,/,/,0.253610229,0.020737755,0.998646568,0.000951788,0.593461556,0.521759357,0.918146193,5003.854974,0.987480414,0.000651823,0.914795329,0.844853773,0.623060097,-366.0192792
,,0.1,均值,0.549662229,0.269245087,0.021131867,0.792769975,0.000935596,0.00385947,0.407677245,0.966686545,6755.667998,0.875059857,0.000657298,0.676798993,0.738830818,0.73314245,-601.8574985
,,,前项,0.054207428,0.286917889,0.022307773,0.998261194,0.000951992,0.490346302,0.466529841,0.921544646,4997.30548,0.942129101,0.000556725,0.918588501,0.860936142,0.616740388,-457.6459655
,,,后向,0.057408062,0.172012838,0.016628218,0.997526459,0.000951494,0.401344618,0.498326207,0.931790398,5026.4326,0.951354472,0.00085168,0.774273322,0.720013271,0.628389752,-464.1533354
,,,线性,0.033735211,0.318117172,0.023258368,0.998411594,0.000951767,0.500241849,0.524529934,0.928107426,5005.694581,0.971506543,0.000460103,0.86584559,0.793040343,0.589678498,-471.947389
,,,kalman_struct,0.042611347,0.281245907,0.022815751,0.998308472,0.000952077,0.503802248,0.525338506,0.934319199,5012.455497,0.973384575,0.000406898,0.788741913,0.669966742,0.649690959,-608.220242
,,,kalman_arima,0.551464671,0.234665644,0.019510723,0.802469794,0.000934172,0.012895035,0.38908436,0.978285527,5822.973478,0.885232626,0.000831188,0.664632126,0.725435958,0.749555961,-615.3709854
,,,gp_rbf,0.036658586,0.334459214,0.023768669,0.998492592,0.000951267,0.499163606,0.489611956,0.916233356,5000.793081,0.982448159,0.000525966,0.84744807,0.781927096,0.587789642,-388.7710703
,,,saits,0.225761002,0.192728872,0.019077052,0.991867264,0.000944595,0.18695314,0.380426054,0.932854407,4996.508356,0.977376857,0.000844959,0.723393189,0.706301018,0.68267017,-468.4194922
,,0.2,均值,1.240383766,0.33839339,0.025538127,0.686741642,0.000867587,0,0.329026737,0.954720126,7463.81641,0.783669767,0.000240344,0.281180083,0.498421174,0.794768161,-987.151208
,,,前项,0.08789682,0.219221036,0.020186903,0.997785089,0.000952798,0.381589014,0.343691047,0.935286779,5002.240099,0.971055567,0.000804097,0.71505558,0.627246727,0.627479134,-561.2524936
,,,后向,0.074206575,0.216987634,0.02007254,0.998382031,0.000950821,0.471981674,0.386562744,0.915597143,5003.318456,0.974860131,0.000641339,0.826537449,0.670602364,0.54281508,-701.1616234
,,,线性,0.05357211,0.24138651,0.021267637,0.998560145,0.000951933,0.505655765,0.427957349,0.925281352,5002.744414,0.975557761,0.000602461,0.823752008,0.705373456,0.596165959,-597.5746191
,,,kalman_struct,0.082684603,0.231936888,0.020616941,0.997683496,0.000952088,0.408769152,0.471875525,0.952500019,5002.30141,0.95841543,0.000572746,0.677186786,0.64828784,0.583726837,-706.4931629
,,,kalman_arima,1.254187849,0.350070844,0.025233608,0.696974135,0.000869549,0.004730844,0.31327049,0.965160318,6253.400065,0.802227156,0.000300164,0.276924886,0.445139471,0.749901264,-887.299043
,,,gp_rbf,0.060724361,0.238785565,0.020584451,0.998437141,0.000951417,0.453955766,0.396101544,0.914275598,5002.791586,0.990017886,0.000748903,0.833459684,0.774225362,0.634469575,-370.3693719
,,,saits,0.130508828,0.234017702,0.020930891,0.996701194,0.000950551,0.290582565,0.299599224,0.902003577,5004.127929,0.989096745,0.000517493,0.612929018,0.572023497,0.63214204,-497.2314665
,,0.3,均值,1.780609914,0.83502672,0.035270437,0.601727235,0.000742674,0.049646634,0.189241857,0.954354385,8013.395913,0.889993049,-7.30E-05,0.051108867,0.381151759,0.926564329,-1046.698416
,,,前项,0.124617569,0.214725846,0.019541186,0.997691933,0.000951418,0.311478288,0.295884648,0.9471404,5025.957148,0.884288785,0.00084262,0.597108756,0.562466315,0.609031599,-565.8948258
,,,后向,0.107601334,0.266679164,0.02138707,0.997802509,0.000953713,0.331645393,0.407123599,0.935144336,5003.096779,0.965748666,0.000875444,0.603858734,0.552134536,0.531319116,-583.9400266
,,,线性,0.086213531,0.238742211,0.019577278,0.998439701,0.000951774,0.433543824,0.362533878,0.936774199,4999.206777,0.982810718,0.000754372,0.598682439,0.577039084,0.56114879,-618.4241946
,,,kalman_struct,0.108522649,0.270787412,0.022399206,0.997373438,0.000952631,0.332438796,0.362538141,0.959263449,5007.627443,0.970186614,0.000689216,0.440643681,0.438642378,0.601254356,-824.2457551
,,,kalman_arima,1.893395922,1.071155076,0.037197048,0.597184391,0.000753585,0.039589639,0.180180505,0.961952245,6236.97961,0.8816746,-0.000163968,0.028797069,0.355596763,0.881901506,-796.3557478
,,,gp_rbf,0.090345739,0.134801059,0.014386174,0.998618242,0.000950382,0.444355334,0.366527271,0.926217992,4988.413579,0.970134996,0.000658296,0.592065814,0.611149607,0.625078331,-562.2637283
,,,saits,0.181959248,0.229366436,0.021082987,0.996462337,0.000941066,0.302119351,0.249020359,0.901807554,4988.891759,0.996065589,0.000632725,0.424871862,0.442263047,0.492683663,-610.5537851
timesfm2p5,Coastal_T_S_5T,0,/,/,581.0298611,0.222985128,0.547536593,0.002231392,0.426599044,0.230884759,0.619226927,13266.19606,0.524761968,-0.000244594,0.89660915,0.895501091,0.839148344,-198.4154981
,,0.1,均值,9.604876018,607.0972917,0.240986464,0.045954656,0.002197427,0.004583942,0.252652874,0.810186172,20993.90961,0.608365753,-0.001605048,0.829994465,0.6485106,0.700457178,695.7266558
,,,前项,1.233228259,678.7508333,0.212996402,0.519754487,0.002141662,0.381193638,0.245170272,0.668342482,13171.28455,0.447655295,-0.000595437,0.899573767,0.902321554,0.858287333,-306.9114882
,,,后向,1.106545605,663.0155556,0.215898556,0.531854799,0.00216532,0.399641856,0.235912129,0.660810983,13159.0398,0.468902361,-0.00214958,0.89350895,0.889622749,0.750093274,-245.8657151
,,,线性,1.230731416,589.4600694,0.217840084,0.541299535,0.002118014,0.408590554,0.241262936,0.63614534,13095.52604,0.527930403,-0.00201838,0.921293409,0.897344428,0.780314431,-200.1914068
,,,kalman_struct,1.566437774,598.8475,0.218506148,0.543846223,0.002193351,0.410403817,0.240999836,0.639018986,13099.51035,0.451797468,-0.001548711,0.919991882,0.898505266,0.879040015,-167.2346274
,,,kalman_arima,8.996353292,577.3409028,0.253684491,0.047847044,0.002163822,0.017438232,0.259514485,0.822386104,18498.36617,0.621231871,-0.001868778,0.823347936,0.508742892,0.759688896,969.6902785
,,,gp_rbf,1.713302296,595.0446528,0.223712886,0.478598779,0.002040051,0.328753436,0.229734134,0.689516455,13386.85444,0.364471391,-0.000817031,0.895407324,0.873567814,0.836541191,-161.8407512
,,,saits,1.348854732,680.2415278,0.220396585,0.515432264,0.001950673,0.38980853,0.227368606,0.670334601,13234.52878,0.376504823,-0.000934783,0.899534689,0.911330842,0.815498119,-331.0937232
,,0.2,均值,20.89107719,666.7127083,0.292400275,0.068744841,0.002053606,0.023414399,0.271897521,0.820185977,22127.72294,0.62158074,-0.00196922,0.730642535,0.46455971,0.785145206,1240.35981
,,,前项,2.215816721,665.1463194,0.217952304,0.529966386,0.001820554,0.357622526,0.272168068,0.690510668,13077.79919,0.437394489,-0.000876923,0.938609838,0.876848905,0.722508884,-305.987826
,,,后向,2.26209615,650.6765278,0.215668505,0.566240882,0.002167897,0.431238006,0.257367409,0.668192964,13091.35258,0.454929612,-0.000766377,0.926443169,0.923396628,0.787339887,-308.2172698
,,,线性,2.093072906,667.1840972,0.216605038,0.559830144,0.002320388,0.408564843,0.257660142,0.659096612,12843.04492,0.450803371,-0.000445282,0.945694014,0.902188094,0.850187905,-283.0455928
,,,kalman_struct,3.236192494,632.7297917,0.221648599,0.544740697,0.001825414,0.408492832,0.245511469,0.701015257,12864.60633,0.422822696,-0.000358646,0.950523582,0.902249812,0.830231949,-137.1690987
,,,kalman_arima,19.33526418,651.9425694,0.28673213,0.057955948,0.001931562,0.010718976,0.285660459,0.816857142,19441.77122,0.555200146,-0.001244981,0.713225854,0.467353875,0.822134015,1176.832594
,,,gp_rbf,2.911470588,582.5598611,0.222680924,0.410100358,0.002406207,0.257203435,0.248530571,0.673120671,13440.29343,0.447186873,-0.000600126,0.883900661,0.876250733,0.77197846,-272.8867625
,,,saits,3.021636318,721.5058333,0.223915585,0.388041185,0.001987524,0.24160927,0.270770185,0.69901815,13687.32714,0.408127853,-0.000778676,0.871248869,0.80251308,0.81041306,-48.32157489
,,0.3,均值,30.57569671,662.6390972,0.43328437,0.080963575,0.001455451,0.093803774,0.331399548,0.825556274,22654.15272,0.570355601,-0.001713638,0.77852238,0.668393544,0.788218042,1556.601923
,,,前项,4.714675225,732.7808333,0.216034936,0.522258671,0.001722037,0.359224916,0.271420639,0.726591081,12948.12018,0.489276007,-0.001684841,0.927406231,0.867436352,0.777513688,-214.7036852
,,,后向,4.706945331,638.23375,0.215605062,0.538336499,0.001940139,0.359749679,0.261991084,0.736036921,12963.16496,0.502792568,-0.004599373,0.906757286,0.837527939,0.775941997,-158.8552245
,,,线性,4.728216835,615.7277778,0.218094771,0.565098797,0.00198371,0.396864891,0.275265155,0.686168264,12679.46435,0.524193575,-0.002392933,0.932490537,0.89069053,0.73810151,-206.8210634
,,,kalman_struct,7.744651239,590.81125,0.220540637,0.542806447,0.002041057,0.407192045,0.247932493,0.736366761,12699.18369,0.523190736,-0.002738049,0.958998551,0.841058771,0.787684675,-179.0773379
,,,kalman_arima,28.28224521,650.1131944,0.415766157,0.057081993,0.001645318,0.036324626,0.343821997,0.823785861,19928.12014,0.523075885,-0.003814645,0.668821804,0.608116494,0.843255502,1546.28775
,,,gp_rbf,7.451654235,592.3892361,0.229761348,0.392221552,0.001982414,0.248209017,0.258701644,0.726811499,13766.6109,0.552750708,-0.001848696,0.827413485,0.725827555,0.760676183,3.304818567
,,,saits,5.959862697,741.4688194,0.222274539,0.362570351,0.001314435,0.225357973,0.312250367,0.716155865,13660.51159,0.437665275,-0.001531279,0.872912184,0.843329596,0.777752033,-244.979351
timesfm2p5,Coastal_T_S_H,0,/,/,1141.281597,0.336496671,0.416473753,0.000401961,0.165799206,0.029023753,0.003906278,24598.57176,0.663660153,0.000173942,0.296871246,0.230457214,0.271846025,-509.6957717
,,0.1,均值,6.199669465,1228.094271,0.444450972,0.409209932,0.000675763,0.153846317,0.034556608,0.049174694,24507.36176,0.747995078,-0.000416941,0.132250616,0.178506382,0.444575377,198.1520879
,,,前项,0.724893979,1139.947743,0.336372863,0.471613666,0.000371718,0.158366745,0.030370483,0.051242561,24495.83671,0.617103437,4.99E-06,0.352127935,0.212853656,0.317416024,84.38100944
